EXPOCODE,Ship_Name,Year_UTC,Month_UTC,Day_UTC,Time_UTC,Station_ID,Latitude,Longitude,Depth,CTDTEMP_ITS90,CTDTEMP_flag,Salinity_PSS78,Salinity_flag,DIC,DIC_flag,TA,TA_flag
,,,,,,,decimal degrees,decimal degres,m,deg_C,,,,umol/kg,,umol/kg,
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,19.0,15.000,2,33.390,2,2009.9,2,2230.9,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,49.0,14.570,2,33.360,2,2020.0,2,2229.5,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,100.0,10.680,2,33.490,2,2116.3,2,2225.8,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,173.0,9.460,2,33.990,2,2193.0,2,2255.3,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,321.0,7.730,2,34.210,2,2263.6,2,2285.9,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,525.0,6.100,2,34.280,2,2312.7,2,2313.2,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,2.0,14.960,2,33.130,2,1997.8,2,2216.8,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,20.0,14.950,2,33.130,2,1997.0,2,2216.9,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,50.0,13.530,2,33.080,2,2013.4,2,2208.6,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,99.0,10.850,2,33.110,2,2057.3,2,2207.1,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,170.0,9.150,2,33.870,2,2181.9,2,2247.1,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,320.0,7.250,2,34.100,2,2256.2,2,2278.1,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,517.0,5.890,2,34.250,2,2315.1,2,2311.8,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,3500.0,1.560,2,34.670,2,2353.8,2,2429.5,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,2.0,15.930,2,33.470,2,2009.3,2,2235.7,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,19.0,15.930,2,33.470,2,2009.9,2,2234.5,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,51.0,15.410,2,33.430,2,2015.3,2,2232.6,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,100.0,12.230,2,33.570,2,2137.2,2,2231.3,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,170.0,10.580,2,33.900,2,2182.2,2,2247.2,2
32NM20100113,RV NEW HORIZON,2010,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,321.0,8.800,2,34.260,2,2249.2,2,2280.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,2.0,12.550,2,33.190,2,2040.5,2,2220.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,15.0,12.000,2,33.300,2,2066.3,2,2224.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,45.0,11.610,2,33.390,2,2111.3,2,2226.2,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,101.0,9.480,2,33.740,2,2170.4,2,2241.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,300.0,7.290,2,34.140,2,2265.4,2,2283.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 060.0,34.1500,-121.1500,514.0,5.840,2,34.300,2,2318.6,2,2321.1,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,3.0,14.060,2,32.970,2,1998.0,2,2206.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,3.0,12.240,2,33.720,2,2009.3,2,2262.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,20.0,11.580,2,33.740,2,2085.7,2,2231.4,3
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,50.0,9.450,2,34.050,2,2220.0,2,2259.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,101.0,8.940,2,34.120,2,2237.4,2,2269.1,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,170.0,8.550,2,34.170,2,2253.4,2,2276.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,320.0,7.690,2,34.210,2,2279.6,2,2290.1,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,515.0,6.550,2,34.250,2,2343.2,2,2333.2,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,3.0,13.830,2,33.480,2,1979.0,2,2243.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,20.0,12.680,2,33.490,2,2031.9,2,2242.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,50.0,10.880,2,33.620,2,2148.2,2,2232.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,100.0,9.950,2,33.960,2,2188.0,2,2250.2,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,150.0,9.780,2,34.100,2,2210.4,2,2263.3,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,300.0,7.940,2,34.230,2,2265.7,2,2287.1,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,515.0,6.310,2,34.310,2,2316.7,2,2316.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 045.0,33.4895,-119.3191,2.0,13.660,2,33.500,2,2014.3,2,2243.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 045.0,33.4895,-119.3191,100.0,9.770,2,33.860,2,2185.0,2,2248.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 045.0,33.4895,-119.3191,300.0,7.660,2,34.230,2,2272.4,2,2290.6,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 045.0,33.4895,-119.3191,516.0,6.000,2,34.350,2,2325.6,2,2327.5,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,3.0,14.650,2,33.190,2,2026.8,2,2220.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,49.0,12.400,2,33.430,2,2055.6,2,2235.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,100.0,9.350,2,33.590,2,2151.9,2,2232.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,150.0,9.370,2,33.920,2,2190.2,2,2251.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,300.0,7.820,2,34.190,2,2260.8,2,2283.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 060.0,32.9895,-120.3496,515.0,6.260,2,34.290,2,2311.1,2,2313.2,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,3.0,15.260,2,33.120,2,2002.2,2,2215.3,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,20.0,15.260,2,33.120,2,2002.6,2,2214.3,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,45.0,15.050,2,33.100,2,1999.8,2,2215.4,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,100.0,13.820,2,33.260,2,2020.2,2,2218.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,152.0,10.380,2,33.230,2,2070.5,2,2212.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,301.0,7.610,2,33.990,2,2204.3,2,2264.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,086.7 090.0,31.9895,-122.3932,516.0,5.730,2,34.180,2,2307.0,2,2308.8,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,090.0 090.0,31.4179,-121.9900,518.0,5.810,2,34.230,2,2312.8,2,2311.0,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,093.3 030.0,32.8464,-117.5312,2.0,15.790,2,33.440,2,2010.7,2,2233.5,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,093.3 030.0,32.8464,-117.5312,20.0,15.190,2,33.420,2,2011.3,2,2232.9,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,093.3 030.0,32.8464,-117.5312,50.0,12.620,2,33.370,2,2070.9,2,2222.7,2
31FN20100427,RV MILLER FREEMAN,2010,4,1,00:00:00,093.3 030.0,32.8464,-117.5312,100.0,10.490,2,33.880,2,2182.0,2,2253.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,2.0,12.970,2,33.360,2,1995.7,2,2235.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,99.0,9.550,2,33.910,2,2197.0,2,2254.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,170.0,9.110,2,34.090,2,2225.3,2,2256.3,3
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,230.0,8.810,2,34.150,2,2238.6,2,2270.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,320.0,7.880,2,34.220,2,2267.3,2,2283.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,516.0,6.180,2,34.240,2,2304.7,2,2306.5,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 080.0,33.4833,-122.5333,99.0,9.240,2,33.710,2,2167.2,2,2236.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 080.0,33.4833,-122.5333,319.0,6.830,2,34.140,2,2275.6,2,2286.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 080.0,33.4833,-122.5333,517.0,5.610,2,34.260,2,2320.2,2,2316.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 090.0,33.1500,-123.2210,3542.0,1.530,2,34.680,2,2348.3,2,2428.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,2.0,13.780,2,33.280,2,1971.7,2,2213.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,30.0,12.750,2,33.340,2,2047.3,2,2228.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,50.0,12.230,2,33.400,2,2072.5,2,2223.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,101.0,10.110,2,33.760,2,2174.4,2,2240.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,171.0,9.180,2,34.070,2,2221.8,2,2263.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,231.0,8.900,2,34.140,2,2238.0,2,2269.3,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,319.0,7.820,2,34.190,2,2282.0,2,2285.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,081.8 046.9,34.2749,-120.0252,516.0,6.510,2,34.240,2,2335.4,2,2324.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,2.0,14.460,2,33.190,2,1987.1,2,2225.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,30.0,13.180,2,33.280,2,2049.3,2,2223.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,50.0,11.330,2,33.400,2,2115.0,2,2218.5,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,100.0,10.210,2,33.710,2,2169.4,2,2237.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,170.0,9.280,2,34.050,2,2213.5,2,2257.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,270.0,8.510,2,34.190,2,2249.6,2,2276.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,323.0,8.170,2,34.230,2,2264.5,2,2285.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,086.7 035.0,33.8229,-118.6287,518.0,6.570,2,34.290,2,2306.9,2,2310.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,2.0,14.710,2,33.300,2,1999.3,2,2226.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,26.0,14.240,2,33.350,2,2018.0,2,2222.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,51.0,11.400,2,33.340,2,2100.5,2,2219.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,100.0,9.690,2,33.730,2,2164.4,2,2237.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,170.0,8.870,2,34.030,2,2205.8,2,2257.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,231.0,8.630,2,34.180,2,2238.1,2,2275.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,321.0,7.910,2,34.220,2,2262.7,2,2284.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 030.0,33.4179,-117.9058,516.0,6.390,2,34.300,2,2309.9,2,2309.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,2.0,13.570,2,33.390,2,2039.0,2,2223.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,30.0,11.490,2,33.440,2,2095.9,2,2224.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,50.0,10.760,2,33.560,2,2134.3,2,2229.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,101.0,9.710,2,33.850,2,2188.0,2,2244.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,171.0,8.860,2,34.130,2,2230.4,2,2268.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,320.0,7.680,2,34.240,2,2276.9,2,2288.3,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 045.0,32.9179,-118.9355,515.0,6.230,2,34.300,2,2313.0,2,2313.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,3.0,13.350,2,33.130,2,2020.2,2,2213.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,34.0,12.670,2,33.260,2,2046.2,2,2223.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,51.0,12.320,2,33.300,2,2054.8,2,2223.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,100.0,9.940,2,33.400,2,2120.9,2,2224.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,171.0,9.150,2,34.020,2,2208.8,2,2261.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,232.0,8.580,2,34.150,2,2238.6,2,2275.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,321.0,7.770,2,34.230,2,2271.7,2,2289.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 060.0,32.4179,-119.9593,515.0,6.110,2,34.310,2,2317.6,2,2317.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,3.0,16.320,2,33.320,2,2005.2,2,2227.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,26.0,16.320,2,33.320,2,2006.0,2,2224.5,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,51.0,16.300,2,33.320,2,2005.6,2,2224.3,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,96.0,14.510,2,33.250,2,2016.4,2,2217.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,171.0,10.080,2,33.480,2,2107.8,2,2224.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,231.0,8.690,2,33.890,2,2176.1,2,2249.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,321.0,7.360,2,34.020,2,2226.2,2,2272.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,515.0,5.530,2,34.170,2,2308.3,2,2307.7,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,090.0 090.0,31.4179,-121.9900,3539.0,1.530,2,34.680,2,2349.2,2,2433.0,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,2.0,14.150,2,33.300,2,2015.1,2,2223.6,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,30.0,14.040,2,33.300,2,2017.0,2,2226.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,50.0,11.480,2,33.270,2,2087.7,2,2217.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,100.0,9.880,2,33.680,2,2152.9,2,2237.8,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,230.0,8.500,2,34.130,2,2212.9,2,2264.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,170.0,9.400,2,34.080,2,2225.4,2,2282.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,321.0,7.860,2,34.230,2,2270.2,2,2288.1,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,093.3 030.0,32.8464,-117.5312,515.0,6.230,2,34.300,2,2314.1,2,2316.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,50.0,10.820,2,33.610,2,2133.6,2,2235.2,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 055.0,34.3167,-120.8024,30.0,11.340,2,33.450,2,2099.2,2,2226.4,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 080.0,33.4833,-122.5333,50.0,12.120,2,33.090,2,2038.5,2,2208.9,2
32NM20110113,RV NEW HORIZON,2011,1,1,00:00:00,080.0 080.0,33.4833,-122.5333,3.0,13.800,2,32.950,2,1996.3,2,2204.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,2.0,11.060,2,33.720,2,2115.4,2,2248.2,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,29.0,10.960,2,33.720,2,2123.9,2,2251.7,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,50.0,9.900,2,33.790,2,2174.8,2,2249.9,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,100.0,9.060,2,34.050,2,2228.1,2,2264.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,170.0,8.700,2,34.130,2,2246.6,2,2274.2,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,230.0,8.180,2,34.180,2,2256.8,2,2281.0,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,320.0,7.690,2,34.220,2,2274.9,2,2290.5,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 055.0,34.3167,-120.8024,517.0,5.720,2,34.180,2,2307.9,2,2309.7,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,2.0,14.520,2,33.010,2,2001.0,2,2207.4,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,51.0,13.230,2,32.880,2,1998.5,2,2204.9,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,100.0,10.710,2,33.240,2,2088.5,2,2221.2,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,171.0,8.840,2,33.890,2,2194.4,2,2258.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,231.0,8.010,2,34.040,2,2230.6,2,2265.4,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,319.0,7.020,2,34.080,2,2261.3,2,2282.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,080.0 080.0,33.4833,-122.5333,526.0,5.280,2,34.220,2,2322.1,2,2321.0,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,1.0,12.490,2,33.700,2,NaN,2,2251.9,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,30.0,9.550,2,33.910,2,2208.5,2,2254.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,50.0,9.220,2,34.030,2,2218.6,2,2262.4,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,101.0,8.840,2,34.140,2,2238.9,2,2272.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,173.0,8.340,2,34.170,2,2259.7,2,2279.4,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,231.0,7.980,2,34.190,2,2276.3,2,2294.9,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,321.0,7.480,2,34.200,2,2291.3,2,2293.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,081.8 046.9,34.2749,-120.0252,516.0,6.450,2,34.240,2,2336.4,2,2325.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,2.0,15.230,2,33.460,2,2035.9,2,2236.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,30.0,11.180,2,33.510,2,2131.7,2,2232.3,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,51.0,10.310,2,33.600,2,2154.6,2,2242.0,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,101.0,9.600,2,33.950,2,2205.1,2,2253.8,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,172.0,9.100,2,34.130,2,2229.4,2,2268.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,230.0,8.660,2,34.230,2,2254.5,2,2280.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,319.0,7.510,2,34.230,2,2277.2,2,2293.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,086.7 035.0,33.8229,-118.6287,517.0,6.280,2,34.300,2,2314.2,2,2315.8,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,2.0,15.860,2,33.410,2,1998.7,2,2233.1,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,30.0,11.890,2,33.420,2,2102.0,2,2224.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,50.0,10.790,2,33.540,2,2145.6,2,2229.8,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,100.0,9.680,2,33.860,2,2187.6,2,2247.2,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,171.0,9.290,2,34.140,2,2227.8,2,2268.6,2
325S20110409,RV BELL M. SHIMADA,2011,4,1,00:00:00,090.0 030.0,33.4179,-117.9058,320.0,7.820,2,34.260,2,2277.1,2,2291.3,2
