Station_ID,Month_UTC,Year_UTC,appendicularia Abundance (No. per m2),appendicularia Estimated C Biomass (mgC m-2),bryozoan_larvae Abundance (No. per m2),bryozoan_larvae Estimated C Biomass (mgC m-2),chaetognatha Abundance (No. per m2),chaetognatha Estimated C Biomass (mgC m-2),cnidaria_ctenophores Abundance (No. per m2),cnidaria_ctenophores Estimated C Biomass (mgC m-2),copepoda_calanoida_minus_eucalanids Abundance (No. per m2),copepoda_calanoida_minus_eucalanids Estimated C Biomass (mgC m-2),copepoda_eucalanids Abundance (No. per m2),copepoda_eucalanids Estimated C Biomass (mgC m-2),copepoda_harpacticoida Abundance (No. per m2),copepoda_harpacticoida Estimated C Biomass (mgC m-2),copepoda_oithona_like Abundance (No. per m2),copepoda_oithona_like Estimated C Biomass (mgC m-2),copepoda_others Abundance (No. per m2),copepoda_others Estimated C Biomass (mgC m-2),copepoda_poecilostomatoids Abundance (No. per m2),copepoda_poecilostomatoids Estimated C Biomass (mgC m-2),crustacea_others Abundance (No. per m2),crustacea_others Estimated C Biomass (mgC m-2),doliolids Abundance (No. per m2),doliolids Estimated C Biomass (mgC m-2),eggs Abundance (No. per m2),eggs Estimated C Biomass (mgC m-2),euphausiids Abundance (No. per m2),euphausiids Estimated C Biomass (mgC m-2),multiples Abundance (No. per m2),multiples Estimated C Biomass (mgC m-2),nauplii Abundance (No. per m2),nauplii Estimated C Biomass (mgC m-2),ostracods Abundance (No. per m2),ostracods Estimated C Biomass (mgC m-2),others Abundance (No. per m2),others Estimated C Biomass (mgC m-2),polychaete Abundance (No. per m2),polychaete Estimated C Biomass (mgC m-2),pteropoda_heteropoda Abundance (No. per m2),pteropoda_heteropoda Estimated C Biomass (mgC m-2),pyrosomes Abundance (No. per m2),pyrosomes Estimated C Biomass (mgC m-2),rhizaria Abundance (No. per m2),rhizaria Estimated C Biomass (mgC m-2),salps Abundance (No. per m2),salps Estimated C Biomass (mgC m-2),pH_min,pH_max,pH_mean,pH_median,pH_var,pH_range,depth_at_pH_min,depth_at_pH_max,OmegaCA_min,OmegaCA_max,OmegaCA_mean,OmegaCA_median,OmegaCA_var,OmegaCA_range,depth_at_OmegaCA_min,depth_at_OmegaCA_max,CO3_min,CO3_max,CO3_mean,CO3_median,CO3_var,CO3_range,depth_at_CO3_min,depth_at_CO3_max,TA_min,TA_max,TA_mean,TA_median,TA_var,TA_range,depth_at_TA_min,depth_at_TA_max,DIC_min,DIC_max,DIC_mean,DIC_median,DIC_var,DIC_range,depth_at_DIC_min,depth_at_DIC_max,pCO2_min,pCO2_max,pCO2_mean,pCO2_median,pCO2_var,pCO2_range,depth_at_pCO2_min,depth_at_pCO2_max,RF_min,RF_max,RF_mean,RF_median,RF_var,RF_range,depth_at_RF_min,depth_at_RF_max,OmegaAR_min,OmegaAR_max,OmegaAR_mean,OmegaAR_median,OmegaAR_var,OmegaAR_range,depth_at_OmegaAR_min,depth_at_OmegaAR_max
080.0 100.0,7,2015,3942.27,50.14,763.64,0.87,1870.91,47.03,1207.5,48.75,79852.5,475.68,0,0,0,0,16060.23,44.6,190.91,0.07,21906.82,58.19,9163.64,3.32,214.77,2.72,2319.55,25.11,620.45,3.78,3865.91,45.27,381.82,0.96,1551.14,11.89,1026.14,10,572.73,4.93,1718.18,1.46,0,0,0,0,0,0,7.79149405556993,8.05663892442834,7.971097445375148,8.00565251420354,0.010923970509527496,0.2651448688584095,170,50,1.71284140494526,3.9769798137819,3.205587717219068,3.81217004589532,0.9739500765998161,2.26413840883664,170,50,73.643964888605,166.160812701187,133.9573795947586,157.229254500089,1582.1021018128076,92.51684781258201,170,50,2206.9,2234.6,2221.2999999999997,2220.1,166.11499999999862,27.699999999999818,100,50,1994.1,2154.2,2041.34,2003,4614.607999999992,160.0999999999999,3,170,379.496880730527,728.00550313242,482.6925284816248,435.027384913189,19638.66546811672,348.50862240189304,50,170,10.9974750563136,16.9276651783973,12.827898973859961,11.2934807372329,6.470728222522383,5.930190122083701,50,170,1.08746829280042,2.56389098367012,2.0611666319235318,2.46642335681582,0.419783032662047,1.4764226908696998,170,50
080.0 100.0,7,2019,3822.74,67.72,382.27,0.42,2446.55,27.62,38.23,3.08,47172.56,206.95,0,0,0,0,9174.57,22.37,0,0,25693.56,81.54,2026.05,41.56,382.27,0.34,3134.64,65.04,993.91,35.46,0,0,2675.91,7.58,5084.24,51.18,1605.55,21.66,955.68,17.73,458.73,30.31,33.45,41.45,1189.83,1.04,0,0,8.00850162432719,8.0102571267247,8.009379375525945,8.009379375525945,1.5408943338308805e-6,0.0017555023975095452,3,24,3.75239865397307,3.75387061133576,3.753134632654415,3.753134632654415,1.083329238788669e-6,0.0014719573626900129,3,24,155.651774444272,156.241862696512,155.946818570392,155.946818570392,0.17410207271581699,0.5900882522399797,3,24,2239.9,2241.4,2240.65,2240.65,1.125,1.5,24,3,2024.8,2027.4,2026.1,2026.1,3.3800000000003547,2.6000000000001364,24,3,432.141599027163,435.493748339218,433.8176736831905,433.8176736831905,5.618452505155278,3.352149312054962,24,3,11.4255769495485,11.459714972661,11.44264596110475,11.44264596110475,5.827023110148195e-4,0.034138023112500804,24,3,2.42273710827955,2.42427346546877,2.42350528687416,2.42350528687416,1.180196706434271e-6,0.0015363571892201833,3,24
080.0 100.0,7,2020,2522.34,23.2,1719.78,1.78,4586.07,113.48,1559.26,83.51,90632.19,428.82,0,0,0,0,6879.1,25.79,0,0,35026.1,92.38,7452.36,1.54,2293.03,2.86,2293.03,71.54,114.65,51.25,1777.1,55.75,573.26,1.17,1203.84,3.29,0,0,1261.17,14.83,1261.17,73.17,0,0,2350.36,2.46,0,0,8.01797331586355,8.02584335171611,8.021908333789831,8.021908333789831,3.0968732160293994e-5,0.00787003585256052,26,2,3.74915689746728,3.78940498941024,3.76928094343876,3.76928094343876,8.099544525244798e-4,0.040248091942959974,26,2,155.905225992516,156.682360756,156.293793374258,156.293793374258,0.3019692203076772,0.777134763484014,26,2,2221.6,2230.2,2225.8999999999996,2225.8999999999996,36.97999999999922,8.599999999999909,2,26,2005.3,2015.2,2010.25,2010.25,49.0050000000009,9.900000000000091,2,26,413.425768982976,421.953178616167,417.6894737995715,417.6894737995715,36.3583575261192,8.527409633190985,2,26,11.3634482809491,11.4143068096881,11.3888775453186,11.3888775453186,0.0012932949727477985,0.0508585287389991,2,26,2.4186580331612,2.44266675660472,2.43066239488296,2.43066239488296,2.8820940069371366e-4,0.024008723443520008,26,2
080.0 100.0,8,2017,7075.97,130.44,1953.49,2.14,8942.64,211.67,3711.63,127.23,94027.91,473.3,43.41,5.27,260.47,1.95,7379.84,14.1,260.47,2.03,20446.51,54.39,4905.43,7.24,0,0,4124.03,51.83,1389.15,17.98,1519.38,21.72,1736.43,6.3,1779.84,7.46,868.22,1.62,998.45,22.03,2865.12,19.18,0,0,7032.56,57.57,0,0,7.82770422471268,8.04450233974273,7.982719220958168,8.01486477952513,0.007688048059487485,0.2167981150300493,170,50,1.88329283114593,3.76651316932732,3.25080419201709,3.73224727540528,0.657068190666887,1.88322033818139,170,25,80.9670121644462,156.345445766276,136.04094807298645,154.92952390304,1052.4344861847667,75.37843360182978,170,25,2217,2235.7,2222.74,2219.7,55.77299999999945,18.699999999999818,100,170,2003.5,2141.8,2038.78,2006.5,3498.4070000000106,138.30000000000018,50,170,390.17590445796,666.758230010659,465.5714071607982,424.41621015536,12875.267579306676,276.582325552699,50,170,11.3689714888589,16.2901411695371,12.60118065334136,11.4196780201336,4.501692451856432,4.921169680678201,25,170,1.19666929102719,2.43192485518835,2.088578134380264,2.39960123443498,0.28175307327698895,1.2352555641611598,170,25
080.0 100.0,10,2020,531.45,16.94,531.45,0.51,2763.54,81.92,0,0,45598.37,558.42,0,0,0,0,3720.15,19.9,0,0,22320.88,54.31,2444.67,25.63,0,0,0,0,531.45,100.15,0,0,531.45,0.92,3826.44,26.67,850.32,14.3,106.29,4.87,2125.8,7.49,47.83,362.76,2763.54,2.92,0,0,8.01267368407822,8.02497741294095,8.018825548509586,8.018825548509586,7.569087196380281e-5,0.012303728862731234,25,2,3.82180703409997,3.93239746228538,3.877102248192675,3.877102248192675,0.006115121403116161,0.11059042818540998,25,2,157.85858336228,161.832619501466,159.845601431873,159.845601431873,7.896481617778232,3.974036139186012,25,2,2201.2,2206.1,2203.6499999999996,2203.6499999999996,12.005000000000447,4.900000000000091,25,2,1982.3,1983.4,1982.85,1982.85,0.6050000000001501,1.1000000000001364,2,25,413.024087666441,425.005359131748,419.01472339909446,419.01472339909446,71.77543296268956,11.981271465306975,2,25,11.1021899029811,11.2461658273488,11.17417786516495,11.17417786516495,0.01036453339876682,0.1439759243676999,2,25,2.4715865256993,2.54254690924911,2.507066717474205,2.507066717474205,0.002517688016768076,0.07096038354981005,25,2
080.0 100.0,11,2014,6317.81,73.42,172.5,0.17,4808.44,115.64,935.81,32.69,42823.12,272.01,0,0,345,0.74,7848.75,24.86,0,0,30122.81,52.23,258.75,0.06,345,1.16,1832.81,23.88,720.19,169.68,2307.19,49.36,172.5,0.29,4226.25,19.3,366.56,7.76,86.25,0.42,1768.12,56.01,0,0,797.81,1.47,0,0,7.79949676773401,8.04782907640967,7.988348598134368,8.03138059848169,0.01119738375562045,0.2483323086756597,170,100,1.74948921592852,4.05033106479919,3.423348946689664,4.01011634395627,0.9875420829565701,2.30084184887067,170,25,75.2024037834998,168.002970436468,143.05568299082856,166.994461118635,1602.0619806718714,92.80056665296819,170,25,2219.2,2230.7,2228.22,2230.3,25.477000000000377,11.5,100,25,1997.4,2147.1,2034.12,1998.8,4164.356999999994,149.69999999999982,25,170,382.812016214152,713.012487538326,463.486850024997,408.210178462717,19570.45451698493,330.20047132417403,100,170,10.9141455080895,16.7761650536083,12.3664991832482,10.9504059158089,6.3966905674178065,5.862019545518798,25,170,1.11099122614063,2.62233921699429,2.20582568706982,2.59708219647857,0.42759182880280094,1.5113479908536598,170,25
080.0 100.0,11,2015,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0,8.05915137041565,8.12744659205934,8.085644243184666,8.06066477770381,0.0012411046263617414,0.06829522164368917,0,170,3.66279901402584,4.02374529737714,3.879332526665308,3.8751894072403,0.02176436270537096,0.3609462833512995,170,0,157.527575602104,166.33067049713,162.6647100862832,161.611231488124,13.773159653477759,8.803094895025993,170,26,2211.9,2386.4,2250.48,2219.4,5784.206999999998,174.5,101,170,1983.6,2167,2023.2,1988.1,6466.865000000004,183.4000000000001,101,170,313.95765659865,377.528632684793,353.591170920539,373.045156179579,916.8606800231498,63.57097608614305,101,0,10.9562394808245,11.9519922420127,11.21776717067972,11.0998317292321,0.1745115937119412,0.9957527611882,26,170,2.32686004604352,2.5930905830454,2.487945992936416,2.49275384151795,0.01200405567636675,0.26623053700188004,170,0
080.0 100.0,11,2016,3520.69,16.36,391.19,0.41,4425.31,146.12,1696.78,47.64,68457.85,358.18,0,0,391.19,0.99,8606.13,16.8,0,0,8606.13,20.89,1447.39,7.86,0,0,2073.29,53.51,430.31,2.42,0,0,782.38,1.09,3911.88,4.07,782.38,3.84,430.31,7.86,3134.39,53.17,440.09,32.32,2034.18,1.86,0,0,7.80295725593907,8.04730064288034,7.984327504908676,8.04030908803628,0.010894014265811854,0.24434338694127078,170,35,1.76472399110901,3.81523350799001,3.160193121878144,3.57165325404082,0.7696617842267608,2.050509516881,170,3,75.8567485000657,158.527182168458,132.25535090503715,149.357643936272,1241.2994525470963,82.6704336683923,170,35,2204.6,2233.2,2212.34,2208.5,138.61799999999812,28.59999999999991,103,170,1988.4,2149,2034.1000000000001,1999.9,4624.604999999994,160.5999999999999,35,170,386.68864689118,707.868887463631,464.8919380705714,395.49318320633,19053.775278614517,321.18024057245105,35,170,11.2359708897024,16.7347889874673,12.82196255937116,11.6322319215622,5.453798546724264,5.4988180977649,35,170,1.12066323447644,2.45629975920503,2.025775428516658,2.29045412048381,0.32660340167029245,1.33563652472859,170,3
080.0 100.0,11,2017,2073.94,10.99,188.54,0.2,2832.82,67.04,377.08,6.13,47097.38,391.92,0,0,0,0,11878.04,22.95,0,0,9464.73,26.7,377.08,1.56,0,0,942.7,6.22,890.85,271.02,414.79,8.1,1319.78,2.42,4529.68,6.41,37.71,19.69,0,0,263.96,193.28,0,0,565.62,0.22,0,0,7.87854070597872,8.04723060056699,8.006242296250521,8.03524944341164,0.005124202627666026,0.16868989458827066,170,100,2.09862054316539,3.91231539636558,3.39690607777617,3.75740713339969,0.5865926878611644,1.81369485320019,170,26,90.3309025921467,162.777472710457,142.45760386515494,157.10608385917,931.2085613595026,72.4465701183103,170,26,2224.7,2244.1,2232.14,2231.4,52.572999999999844,19.40000000000009,100,170,2005.5,2132.8,2037.5,2011.1,2938.8250000000085,127.30000000000018,26,170,383.484196647666,587.841465366721,435.7672435695472,401.459229902221,7297.480949224951,204.35726871905496,100,170,11.1179531980552,15.5156728537545,12.2520445313476,11.3483970252394,3.4910670614904387,4.3977196556993,26,170,1.33371686098498,2.52562267674419,2.182803311100584,2.42002316631864,0.2532674148785147,1.1919058157592097,170,26
090.0 028.0,1,2017,0,0,808.82,0.5,2760.11,86.17,404.41,12.93,208878.68,626.53,40.44,7.47,0,0,69963.24,83.63,404.41,4.32,1213.24,3.72,0,0,0,0,808.82,2.71,1213.24,0.58,0,0,404.41,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03975570220005,8.09456824208854,8.067161972144294,8.067161972144294,0.001502207264513629,0.05481253988848955,30,1,3.48801630846048,3.93616831554464,3.71209231200256,3.71209231200256,0.10042011072678061,0.44815200708416025,30,1,145.451387302357,163.213640694142,154.3325139982495,154.3325139982495,157.74882277698853,17.76225339178498,30,1,2221.6,2226.3,2223.95,2223.95,11.045000000001282,4.700000000000273,1,30,1992.8,2025.7,2009.25,2009.25,541.205000000003,32.90000000000009,1,30,342.600893689761,396.463367053822,369.5321303717915,369.5321303717915,1450.583018447092,53.86247336406103,1,30,11.0798592767607,11.893735025332001,11.48679715104635,11.48679715104635,0.3311968670562473,0.8138757485713004,1,30,2.23259163605593,2.52091864909586,2.3767551425758953,2.3767551425758953,0.04156623322426406,0.28832701303993025,30,1
090.0 028.0,1,2021,19505.02,91.5,12538.94,10.74,2424.2,7.36,0,0,182994.23,525.7,0,0,0,0,9771.09,13.71,0,0,10681.32,18.5,7430.48,1.31,0,0,464.41,1.25,464.41,3.93,1857.62,10.3,7490.86,16.33,0,0,3269.41,6.13,0,0,8359.29,9.44,0,0,1393.22,0.51,0,0,8.08365796794991,8.08365796794991,8.08365796794991,8.08365796794991,NA,0,4,4,3.9110112363243,3.9110112363243,3.9110112363243,3.9110112363243,NA,0,4,4,162.61779529784,162.61779529784,162.61779529784,162.61779529784,NA,0,4,4,2258.6,2258.6,2258.6,2258.6,NA,0,4,4,2032.1,2032.1,2032.1,2032.1,NA,0,4,4,357.872647626279,357.872647626279,357.872647626279,357.872647626279,NA,0,4,4,11.244768093734,11.244768093734,11.244768093734,11.244768093734,NA,0,4,4,2.50543873625327,2.50543873625327,2.50543873625327,2.50543873625327,NA,0,4,4
090.0 028.0,2,2014,7880,62.08,400,0.41,360,1.88,750,20.91,64380,171.38,5,5.22,0,0,26100,26.4,160,0.19,1605,2.16,250,1.18,0,0,240,0.98,265,2.14,1445,17.07,240,1.52,240,0.63,640,2.59,160,1.55,1215,6.08,0,0,405,0.17,0,0,8.02391929665792,8.07208073038172,8.04800001351982,8.04800001351982,0.0011597618491659203,0.04816143372379855,30,2,3.31778454046363,3.82234730782613,3.57006592414488,3.57006592414488,0.12729179310425223,0.5045627673625002,30,2,138.527231207503,158.826118524125,148.676674865814,148.676674865814,206.02241314645875,20.298887316622,30,2,2229.8,2237.6,2233.7,2233.7,30.41999999999787,7.799999999999727,30,2,2016.2,2039.8,2028,2028,278.47999999999786,23.59999999999991,2,30,365.90001488775,413.427477714726,389.663746301238,389.663746301238,1129.4298613847943,47.527462826976034,2,30,11.3127672044341,12.2492057670895,11.780986485761801,11.780986485761801,0.43845859081405447,0.9364385626553986,2,30,2.12117959032916,2.44990775986763,2.285543675098395,2.285543675098395,0.05403110472405663,0.3287281695384703,30,2
090.0 028.0,2,2019,5237.15,13.96,4364.29,3.04,2073.04,15.63,912.53,24.08,116169.52,248.53,39.68,39.11,0,0,14283.14,27.93,198.38,0.15,13732.64,30.83,1666.37,3.12,0,0,2420.2,13.05,1428.31,6.91,3372.41,10.05,17739.86,29.76,793.51,0.9,2182.15,0.94,396.75,4.96,2697.93,2.18,0,0,1626.69,1.38,0,0,8.05639868149336,8.05639868149336,8.05639868149336,8.05639868149336,NA,0,2,2,3.76370145776693,3.76370145776693,3.76370145776693,3.76370145776693,NA,0,2,2,156.460799831882,156.460799831882,156.460799831882,156.460799831882,NA,0,2,2,2241.8,2241.8,2241.8,2241.8,NA,0,2,2,2024.6,2024.6,2024.6,2024.6,NA,0,2,2,382.244932275166,382.244932275166,382.244932275166,382.244932275166,NA,0,2,2,11.4281007894228,11.4281007894228,11.4281007894228,11.4281007894228,NA,0,2,2,2.4146191707625,2.4146191707625,2.4146191707625,2.4146191707625,NA,0,2,2
090.0 028.0,4,2016,17500,548.99,16250,9.6,6893.75,214.83,1312.5,46.19,1997625,12113.98,625,148.09,0,0,218812.5,331.37,1250,0.56,48750,81.94,5000,3.25,0,0,10062.5,46.94,18812.5,82.15,70000,827.3,92500,159.67,3750,2.01,11312.5,53.17,0,0,2500,62.86,0,0,12500,10.7,0,0,7.77419743921132,8.08289502813132,7.9285462336713195,7.9285462336713195,0.047647100702510756,0.3086975889200003,31,1,1.88097305004164,4.07003738841524,2.97550521922844,2.97550521922844,2.3960013387695227,2.1890643383735995,31,1,78.6873887770866,168.969928009968,123.82865839352729,123.82865839352729,4075.468445168384,90.28253923288139,31,1,2234.3,2246.5,2240.4,2240.4,74.41999999999778,12.199999999999818,31,1,2010.2,2147.6,2078.9,2078.9,9439.379999999981,137.39999999999986,1,31,356.840836642685,782.900048254247,569.8704424484661,569.8704424484661,90763.2258995329,426.05921161156203,1,31,10.9331375495949,16.4393157582614,13.68622665392815,13.68622665392815,15.15899923279692,5.506178208666501,1,31,1.19855369565657,2.61559301397623,1.9070733548164,1.9070733548164,1.0040002148319231,1.41703931831966,31,1
090.0 028.0,4,2018,17191.28,76.95,464.63,0.63,5401.31,149.39,696.94,29.59,171970.85,920.57,232.31,75.38,0,0,15797.39,19.22,0,0,7666.38,13.64,1922.4,22.52,0,0,153176.6,684.81,58.08,24.28,929.26,3.98,8827.95,36.09,0,0,71674.85,26.84,1510.04,34.4,929.26,0.59,0,0,7434.07,4.88,0,0,8.08030080248768,8.08030080248768,8.08030080248768,8.08030080248768,NA,0,1,1,4.08761747922535,4.08761747922535,4.08761747922535,4.08761747922535,NA,0,1,1,169.66613820323,169.66613820323,169.66613820323,169.66613820323,NA,0,1,1,2241.8,2241.8,2241.8,2241.8,NA,0,1,1,2004.6,2004.6,2004.6,2004.6,NA,0,1,1,358.595100418876,358.595100418876,358.595100418876,358.595100418876,NA,0,1,1,10.8877859120734,10.8877859120734,10.8877859120734,10.8877859120734,NA,0,1,1,2.62905220327808,2.62905220327808,2.62905220327808,2.62905220327808,NA,0,1,1
090.0 028.0,4,2019,801.71,46.24,1509.1,1.3,4102.88,168.72,471.6,15.95,56030.21,1011.68,801.71,100.26,188.64,0.36,5847.78,9.39,0,0,12685.91,26.64,240.51,4.79,0,0,2362.69,32.36,424.44,18.99,848.87,50.4,2829.57,13.77,377.28,0.43,1131.83,1.54,235.8,2.13,1891.1,1.23,0,0,3395.48,2.51,0,0,8.08876038211301,8.08876038211301,8.08876038211301,8.08876038211301,NA,0,1.7,1.7,4.19288223368136,4.19288223368136,4.19288223368136,4.19288223368136,NA,0,1.7,1.7,174.0548987804,174.0548987804,174.0548987804,174.0548987804,NA,0,1.7,1.7,2242.8,2242.8,2242.8,2242.8,NA,0,1.7,1.7,1998.9,1998.9,1998.9,1998.9,NA,0,1.7,1.7,350.412972153179,350.412972153179,350.412972153179,350.412972153179,NA,0,1.7,1.7,10.7238654324165,10.7238654324165,10.7238654324165,10.7238654324165,NA,0,1.7,1.7,2.69869870584842,2.69869870584842,2.69869870584842,2.69869870584842,NA,0,1.7,1.7
090.0 028.0,6,2018,10354.75,33.83,690.32,0.69,17301.05,221.72,12339.41,395.37,150747.84,617.78,349.47,5.97,0,0,20752.64,27.45,0,0,12555.13,37.2,23125.6,4.37,345.16,1.31,6558.01,25.87,1078.62,7.85,2070.95,45.84,3796.74,8.74,0,0,2804.41,3.65,690.32,6.18,1423.78,3.61,0,0,2114.09,0.96,43.14,7.2,8.0319603100825,8.0319603100825,8.0319603100825,8.0319603100825,NA,0,2,2,4.03099986035606,4.03099986035606,4.03099986035606,4.03099986035606,NA,0,2,2,167.145849370422,167.145849370422,167.145849370422,167.145849370422,NA,0,2,2,2245.6,2245.6,2245.6,2245.6,NA,0,2,2,2013.9,2013.9,2013.9,2013.9,NA,0,2,2,409.276314634522,409.276314634522,409.276314634522,409.276314634522,NA,0,2,2,10.9907578715477,10.9907578715477,10.9907578715477,10.9907578715477,NA,0,2,2,2.60787901272846,2.60787901272846,2.60787901272846,2.60787901272846,NA,0,2,2
090.0 028.0,7,2019,0,0,2075.02,1.86,2386.27,75.77,51.88,3.83,242258.58,986.77,155.63,65.3,0,0,23862.73,38.54,0,0,5187.55,15.12,11625.3,36.82,0,0,1037.51,2.64,155.63,100.36,1089.39,8.54,6225.06,13.81,103.75,5.57,0,0,0,0,0,0,0,0,0,0,0,0,8.05652840827832,8.05652840827832,8.05652840827832,8.05652840827832,NA,0,1,1,4.38063334274697,4.38063334274697,4.38063334274697,4.38063334274697,NA,0,1,1,181.418497498583,181.418497498583,181.418497498583,181.418497498583,NA,0,1,1,2249.8,2249.8,2249.8,2249.8,NA,0,1,1,1996.5,1996.5,1996.5,1996.5,NA,0,1,1,383.140648827238,383.140648827238,383.140648827238,383.140648827238,NA,0,1,1,10.4736631715162,10.4736631715162,10.4736631715162,10.4736631715162,NA,0,1,1,2.84229871965182,2.84229871965182,2.84229871965182,2.84229871965182,NA,0,1,1
090.0 028.0,7,2020,9029.35,50.33,3386,1.97,10835.21,213.19,564.33,41.26,310948.08,1548.16,338.6,122.16,0,0,28329.57,36.79,0,0,13544.02,25.5,5648.98,10.25,0,0,0,0,112.87,2.44,1128.67,3.88,11286.68,21.25,1128.67,1.78,2257.34,1.7,0,0,0,0,0,0,2257.34,0.63,0,0,8.07683221956795,8.07683221956795,8.07683221956795,8.07683221956795,NA,0,2,2,4.33798104927701,4.33798104927701,4.33798104927701,4.33798104927701,NA,0,2,2,179.793864019922,179.793864019922,179.793864019922,179.793864019922,NA,0,2,2,2241.6,2241.6,2241.6,2241.6,NA,0,2,2,1989.6,1989.6,1989.6,1989.6,NA,0,2,2,361.544461804051,361.544461804051,361.544461804051,361.544461804051,NA,0,2,2,10.5038756545455,10.5038756545455,10.5038756545455,10.5038756545455,NA,0,2,2,2.80433634490658,2.80433634490658,2.80433634490658,2.80433634490658,NA,0,2,2
090.0 028.0,8,2017,7072.21,25.31,2720.08,1.9,7181.01,84.54,0,0,412668.64,1923.18,587.54,5.37,0,0,29376.85,36.2,0,0,7616.22,19.75,19590.01,5.94,0,0,587.54,11.23,2181.5,7.08,9792.28,54.01,1088.03,1.97,0,0,3264.09,1.93,0,0,1088.03,0.98,0,0,1088.03,0.51,0,0,8.10973528004934,8.10973528004934,8.10973528004934,8.10973528004934,NA,0,2,2,5.14888015169009,5.14888015169009,5.14888015169009,5.14888015169009,NA,0,2,2,212.213574086707,212.213574086707,212.213574086707,212.213574086707,NA,0,2,2,2237.3,2237.3,2237.3,2237.3,NA,0,2,2,1937.1,1937.1,1937.1,1937.1,NA,0,2,2,327.726797330035,327.726797330035,327.726797330035,327.726797330035,NA,0,2,2,9.50217931963384,9.50217931963384,9.50217931963384,9.50217931963384,NA,0,2,2,3.36133677042875,3.36133677042875,3.36133677042875,3.36133677042875,NA,0,2,2
090.0 028.0,10,2020,1600.85,3.25,0,0,9306.3,98.47,0,0,92038.42,400.86,0,0,0,0,15474.92,20.44,0,0,12273.21,32.69,26147.28,7.48,0,0,1072.57,3.37,5.34,0.96,576.31,4.45,1600.85,5.61,0,0,533.62,0.14,0,0,1067.24,0.67,0,0,1600.85,0.6,0,0,8.03915151134651,8.03915151134651,8.03915151134651,8.03915151134651,NA,0,2,2,4.47857622675606,4.47857622675606,4.47857622675606,4.47857622675606,NA,0,2,2,185.011532787481,185.011532787481,185.011532787481,185.011532787481,NA,0,2,2,2247,2247,2247,2247,NA,0,2,2,1989,1989,1989,1989,NA,0,2,2,400.964724881449,400.964724881449,400.964724881449,400.964724881449,NA,0,2,2,10.3350881175834,10.3350881175834,10.3350881175834,10.3350881175834,NA,0,2,2,2.91977953023953,2.91977953023953,2.91977953023953,2.91977953023953,NA,0,2,2
090.0 028.0,11,2014,32113.64,166.72,6181.82,3.63,7159.09,43.2,363.64,7.91,239772.73,943.12,0,0,0,0,88863.64,180.44,1090.91,5.91,15659.09,29.4,31659.09,27.31,0,0,1090.91,41.92,36409.09,61.64,2545.45,10.18,2545.45,3.11,0,0,727.27,0.29,750,6.82,2204.55,8.66,0,0,1090.91,0.8,0,0,8.02916816653677,8.02916816653677,8.02916816653677,8.02916816653677,NA,0,30,30,3.7969121628419,3.7969121628419,3.7969121628419,3.7969121628419,NA,0,30,30,158.095662450756,158.095662450756,158.095662450756,158.095662450756,NA,0,30,30,2236.5,2236.5,2236.5,2236.5,NA,0,30,30,2017.8,2017.8,2017.8,2017.8,NA,0,30,30,410.159973823631,410.159973823631,410.159973823631,410.159973823631,NA,0,30,30,11.3398464591684,11.3398464591684,11.3398464591684,11.3398464591684,NA,0,30,30,2.44768112966074,2.44768112966074,2.44768112966074,2.44768112966074,NA,0,30,30
090.0 028.0,11,2016,4691.64,35.67,7185.4,7.67,1695.97,43.96,3550.43,114.91,52030.74,307.02,0,0,0,0,7608.07,42.6,845.34,7.75,5072.05,13.74,43535.06,45.22,2113.35,2.72,845.34,8.26,3465.9,21.38,5917.39,79.21,0,0,845.34,3.76,2536.02,4.54,0,0,1690.68,42.9,0,0,2958.69,3.7,5.28,0.51,8.03028481035188,8.05723075698293,8.043757783667406,8.043757783667406,3.630420199217091e-4,0.026945946631050433,30,2,3.38355914782944,4.19131718341397,3.7874381656217047,3.7874381656217047,0.32623652202568953,0.8077580355845302,30,2,141.088569085765,173.392575947025,157.240572516395,157.240572516395,521.7744296461668,32.30400686126001,30,2,2221.2,2231.8,2226.5,2226.5,56.18000000000386,10.600000000000364,30,2,1989.9,2027.1,2008.5,2008.5,691.9199999999933,37.19999999999982,2,30,380.551498686797,405.614530412504,393.0830145496505,393.0830145496505,314.0777796418976,25.063031725706992,2,30,10.7130191078509,12.0889384714445,11.4009787896477,11.4009787896477,0.9465770475559078,1.3759193635935993,2,30,2.16430712608191,2.71025501378321,2.4372810699325598,2.4372810699325598,0.14902954804275587,0.5459478877013004,30,2
