Station_ID,Month_UTC,Year_UTC,appendicularia Abundance (No. per m2),appendicularia Estimated C Biomass (mgC m-2),bryozoan_larvae Abundance (No. per m2),bryozoan_larvae Estimated C Biomass (mgC m-2),chaetognatha Abundance (No. per m2),chaetognatha Estimated C Biomass (mgC m-2),cnidaria_ctenophores Abundance (No. per m2),cnidaria_ctenophores Estimated C Biomass (mgC m-2),copepoda_calanoida_minus_eucalanids Abundance (No. per m2),copepoda_calanoida_minus_eucalanids Estimated C Biomass (mgC m-2),copepoda_eucalanids Abundance (No. per m2),copepoda_eucalanids Estimated C Biomass (mgC m-2),copepoda_harpacticoida Abundance (No. per m2),copepoda_harpacticoida Estimated C Biomass (mgC m-2),copepoda_oithona_like Abundance (No. per m2),copepoda_oithona_like Estimated C Biomass (mgC m-2),copepoda_others Abundance (No. per m2),copepoda_others Estimated C Biomass (mgC m-2),copepoda_poecilostomatoids Abundance (No. per m2),copepoda_poecilostomatoids Estimated C Biomass (mgC m-2),crustacea_others Abundance (No. per m2),crustacea_others Estimated C Biomass (mgC m-2),doliolids Abundance (No. per m2),doliolids Estimated C Biomass (mgC m-2),eggs Abundance (No. per m2),eggs Estimated C Biomass (mgC m-2),euphausiids Abundance (No. per m2),euphausiids Estimated C Biomass (mgC m-2),multiples Abundance (No. per m2),multiples Estimated C Biomass (mgC m-2),nauplii Abundance (No. per m2),nauplii Estimated C Biomass (mgC m-2),ostracods Abundance (No. per m2),ostracods Estimated C Biomass (mgC m-2),others Abundance (No. per m2),others Estimated C Biomass (mgC m-2),polychaete Abundance (No. per m2),polychaete Estimated C Biomass (mgC m-2),pteropoda_heteropoda Abundance (No. per m2),pteropoda_heteropoda Estimated C Biomass (mgC m-2),pyrosomes Abundance (No. per m2),pyrosomes Estimated C Biomass (mgC m-2),rhizaria Abundance (No. per m2),rhizaria Estimated C Biomass (mgC m-2),salps Abundance (No. per m2),salps Estimated C Biomass (mgC m-2),pH_min,pH_max,pH_mean,pH_median,pH_var,pH_range,depth_at_pH_min,depth_at_pH_max,OmegaCA_min,OmegaCA_max,OmegaCA_mean,OmegaCA_median,OmegaCA_var,OmegaCA_range,depth_at_OmegaCA_min,depth_at_OmegaCA_max,CO3_min,CO3_max,CO3_mean,CO3_median,CO3_var,CO3_range,depth_at_CO3_min,depth_at_CO3_max,TA_min,TA_max,TA_mean,TA_median,TA_var,TA_range,depth_at_TA_min,depth_at_TA_max,DIC_min,DIC_max,DIC_mean,DIC_median,DIC_var,DIC_range,depth_at_DIC_min,depth_at_DIC_max,pCO2_min,pCO2_max,pCO2_mean,pCO2_median,pCO2_var,pCO2_range,depth_at_pCO2_min,depth_at_pCO2_max,RF_min,RF_max,RF_mean,RF_median,RF_var,RF_range,depth_at_RF_min,depth_at_RF_max,OmegaAR_min,OmegaAR_max,OmegaAR_mean,OmegaAR_median,OmegaAR_var,OmegaAR_range,depth_at_OmegaAR_min,depth_at_OmegaAR_max
080.0 060.0,11,2016,5192.75,28.89,4808.11,3.96,14429.13,212.69,5187.95,187.71,117846.68,857.1,721.22,149.47,480.81,0.07,21540.32,40.01,1442.43,2.6,22790.42,61.9,11159.61,14.28,0,0,23655.88,209.82,4625.4,216.78,3558,41.09,17030.31,43.13,5337,17.2,4231.13,6.07,52.89,7.55,10404.74,40.15,4.81,12.56,11876.02,20.71,0,0,7.73713430326729,8.03824006409995,7.870227225277286,7.85016044638359,0.017092470666595614,0.3011057608326606,170,3,1.5469859861771,3.52665208939543,2.368730185353138,2.12900123722412,0.7423055035134921,1.97966610321833,170,3,66.6373065985988,146.476176198477,99.4776524376619,89.3599825285077,1222.2206810670866,79.8388695998782,170,3,2224.9,2256.9,2237.88,2235.9,140.25199999999978,32,52,170,2030.8,2192.2,2115.08,2116.7,4475.006999999999,161.39999999999986,3,170,400.153996268249,840.045367750084,632.6724663064646,640.99273561596,37103.97796462522,439.891371481835,3,170,11.8651274674012,17.5513385086626,15.04393462687504,15.5348500767716,6.331858662235685,5.6862110412614,3,170,0.98269756912709,2.25807688686579,1.511225215544968,1.35478628877312,0.3085349743636895,1.2753793177387,170,3
080.0 060.0,11,2017,1241.72,3.3,6357.62,7.02,4966.89,107.86,3198.68,120,108481.79,930.57,248.34,67,0,0,11970.2,18.05,0,0,13162.25,40.96,2538.08,19.36,1355.96,17.8,4867.55,49.86,2384.11,19.98,1241.72,22.35,3178.81,8.26,8096.03,50.33,4867.55,32.48,1192.05,17.2,6506.62,223.3,0,0,5269.87,28.27,0,0,7.6502129299023,8.05734340485171,7.9124767659343265,8.04182701768722,0.03608539534049521,0.4071304749494109,171,30,1.30510103626277,3.86114017429496,2.786431457880206,3.28269292972289,1.4355683904624086,2.5560391380321903,171,30,56.2675038069423,160.963222188276,116.78882492150957,137.541313715766,2400.899829349486,104.6957183813337,171,30,2215.1,2265.8,2237.7400000000002,2232.9,343.13300000000356,50.70000000000027,51,171,2008.5,2225.6,2088.3,2025.6,10111.039999999997,217.0999999999999,30,171,379.137808891852,1045.05028457343,597.9956523211245,394.462550765481,91424.00408062384,665.9124756815779,30,171,11.2040483218124,18.2450843499065,14.02071800519392,12.243713944887,11.214117250901918,7.0410360280941,30,171,0.829634423626809,2.48286148244177,1.7837764726424916,2.09436199135029,0.5998958515282236,1.653227058814961,171,30
080.0 060.0,11,2019,0,0,14508.94,18.09,3962.06,56.8,3688.62,132.25,81975.52,390.78,669.64,99.91,0,0,21428.59,27.47,0,0,1116.07,1.95,725.45,14.33,558.04,1.1,2287.95,33.37,111.61,3.3,0,0,1674.11,4.33,2455.36,22.45,2622.77,1399.07,1785.72,22.72,2343.75,34.58,0,0,9988.85,34.23,0,0,8.04358883250409,8.04358883250409,8.04358883250409,8.04358883250409,NA,0,2,2,3.8101704915408,3.8101704915408,3.8101704915408,3.8101704915408,NA,0,2,2,158.2392374906,158.2392374906,158.2392374906,158.2392374906,NA,0,2,2,2242.7,2242.7,2242.7,2242.7,NA,0,2,2,2023.6,2023.6,2023.6,2023.6,NA,0,2,2,396.175129369635,396.175129369635,396.175129369635,396.175129369635,NA,0,2,2,11.3576496921683,11.3576496921683,11.3576496921683,11.3576496921683,NA,0,2,2,2.45053984595322,2.45053984595322,2.45053984595322,2.45053984595322,NA,0,2,2
080.0 070.0,1,2015,1393.33,6.41,2879.56,2.78,2494.07,87.1,1142.53,45.84,113268.71,370.76,1337.6,408,92.89,0.18,30932,43.88,371.56,0.29,8731.56,13.17,209,0.38,120.76,3.27,3162.87,101.39,418,3.05,1672,8.7,3158.22,7.67,4644.44,26.27,2345.44,9.78,394.78,5.59,836,6.95,37.16,26.11,2322.22,3.69,23.22,3.07,7.71137820619736,8.07503019301049,7.939468831875042,8.04704734516507,0.02971860539412701,0.36365198681312894,170,30,1.43991621742637,3.84953535172482,2.84494099286219,3.36816547270069,1.3325172622296948,2.40961913429845,170,2,62.0506119523268,159.593798952133,119.21064565839758,141.048933740728,2216.4243079856997,97.54318699980621,170,2,2223,2259.8,2233.36,2225.8,231.8080000000013,36.80000000000018,50,170,2003.5,2205,2078.34,2028.2,8711.607999999993,201.5,2,170,360.581401700579,893.928965165107,547.2610013537916,386.75439205857,61073.63402525765,533.347563464528,30,170,11.2490616265185,17.922302810001,13.87334195699808,12.097036707211,10.413872747124017,6.673241183482499,2,170,0.914037322129963,2.47011147054725,1.8182527968909106,2.15031842261791,0.5546044094460847,1.556074148417287,170,2
080.0 070.0,1,2016,25621.5,239.02,1900,2.08,5225,128.07,3633.75,121.03,93746,387.65,1339.5,355.79,570,1.02,61370,70.44,570,0.34,13566,24.45,42.75,2.94,1268.25,8.53,4598,167.5,2090,10.51,4370,24.82,1900,6.28,4370,11.51,3800,4.53,950,7.31,4826,133.92,38,144.28,4940,12.52,190,0.29,7.96246640490855,8.07029565381365,8.038563129179078,8.060745228997055,0.0026014516356982695,0.10782924890509982,94,26,2.72653077851639,3.72702047334198,3.4363568436964873,3.6459380614637897,0.22539874499024462,1.00048969482559,94,26,115.150287844327,155.161353082308,143.47295892789526,151.790097392473,359.22295648520134,40.011065237981015,94,26,2218.6,2224.3,2221.3,2221.15,5.486666666667175,5.700000000000273,94,45,2005.4,2065.5,2023.675,2011.9,787.1958333333326,60.09999999999991,26,94,365.009223152351,478.786719447053,398.29011772622624,374.6822641527505,2912.1587971263375,113.77749629470196,26,94,11.4284427665907,13.5916763920427,12.046866365335376,11.58367315135405,1.0662787945201802,2.1632336254519995,26,94,1.73789015736883,2.38659636489035,2.198142693256812,2.334042125384035,0.09476301387647472,0.64870620752152,94,26
080.0 070.0,1,2017,2067.57,5.52,5675.68,6.34,3298.99,107.83,4596.28,162.27,62797.3,276.23,932.43,348.77,0,0,36162.16,48.56,0,0,2837.84,4.11,81.08,1.92,40.54,2.86,2472.97,39.6,2189.19,31.57,567.57,40.68,3243.24,7.72,2554.05,30.16,0,0,1626.69,21.56,2067.57,1.8,10.14,136.62,3648.65,12.61,40.54,1.37,7.81029664036626,8.08807800477514,7.956312832225338,7.97290686754022,0.016764286806790665,0.27778136440888,100,2,1.86572850066845,3.68172208427719,2.75513187999995,2.79677670774483,0.7738554477358507,1.8159935836087397,170,2,79.2468950243085,152.781526101408,115.64892002848259,117.220665162592,1259.5256905700462,73.53463107709949,100,2,2216.4,2262.7,2234.4,2219.7,506.9449999999995,46.29999999999973,2,100,2003.1,2173.4,2082.66,2063.3,6574.233000000006,170.30000000000018,2,100,347.691785011412,710.723217764007,508.1695314318012,468.28148049196,27824.638693780696,363.03143275259504,2,100,11.5136242437176,16.5508036848247,13.930212658118739,13.4616256300017,6.003169778351564,5.037179441107099,2,100,1.18401695292979,2.3499351667207,1.755390849298808,1.78171880369523,0.31893367437880193,1.1659182137909099,170,2
080.0 070.0,1,2021,1023.44,13.68,6047.59,6.68,1581.68,78.73,562.89,28.75,89508.94,889.24,558.24,281.81,465.2,1.23,19631.4,26.03,0,0,32284.81,84.09,558.24,7.87,0,0,3349.43,15.23,2512.07,329.12,930.4,4.59,4186.79,25.75,3721.59,31.87,6140.63,17.72,1581.68,32.06,930.4,0.45,372.16,38.11,19077.81,44.6,0,0,8.02842503668302,8.02842503668302,8.02842503668302,8.02842503668302,NA,0,2,2,3.18631638565742,3.18631638565742,3.18631638565742,3.18631638565742,NA,0,2,2,132.363718684468,132.363718684468,132.363718684468,132.363718684468,NA,0,2,2,2222.5,2222.5,2222.5,2222.5,NA,0,2,2,2041.6,2041.6,2041.6,2041.6,NA,0,2,2,407.983999600167,407.983999600167,407.983999600167,407.983999600167,NA,0,2,2,12.5649843829036,12.5649843829036,12.5649843829036,12.5649843829036,NA,0,2,2,2.03015694292477,2.03015694292477,2.03015694292477,2.03015694292477,NA,0,2,2
080.0 070.0,2,2018,26722.54,414.57,6636.39,7.6,5043.66,347.64,6254.8,213.47,252409.66,899.33,442.43,118.56,442.43,0.48,48716.65,63.41,486.67,10.61,23448.59,58.36,10839.44,10.11,3539.41,14.04,8538.83,179.75,1504.25,50.98,2654.56,18.65,8107.46,20.88,3229.71,27.49,3146.76,8.09,442.43,18.33,2433.34,68.86,38.71,22.79,7388.52,59.83,0,0,7.7657928074599,8.06675536870085,7.957282505686446,8.04050561889104,0.018867969649393124,0.3009625612409499,170,30,1.63109119397651,3.65513427794131,2.891812651453522,3.43980916718647,0.9155862317078152,2.0240430839648,170,30,70.248227770764,152.645824778271,121.39757701747021,144.156265967982,1514.4901218041932,82.39759700750699,170,30,2223.1,2252.9,2233.22,2229.7,130.26700000000162,29.800000000000182,100,170,2018.5,2180.5,2073.04,2030.8,5228.523000000004,162,30,170,368.840893500562,780.743454042358,509.80046056608063,394.614175863597,34111.8894079044,411.90256054179605,30,170,11.5590470534408,17.2599905683921,13.59599345496728,11.9585118021938,7.017068793955512,5.700943514951302,30,170,1.03579468313952,2.33904387244246,1.847434199664134,2.2007007529097,0.3804383128552527,1.3032491893029399,170,30
080.0 070.0,2,2019,8258.31,66.51,1898.46,1.98,2724.29,120.37,4798.37,139.11,161559.2,840.06,759.39,135.3,1139.08,2.03,25107.17,43.28,759.39,1.75,17845.55,37.63,1566.23,52.54,759.39,0.74,6217.47,76.98,3184.67,66.97,854.31,9.54,6454.77,23.69,2230.69,21.14,2468,39.45,427.15,2.65,2325.62,8.12,0,0,6787.01,16.78,0,0,8.04270469994539,8.04270469994539,8.04270469994539,8.04270469994539,NA,0,2,2,3.41462050004249,3.41462050004249,3.41462050004249,3.41462050004249,NA,0,2,2,141.930908419437,141.930908419437,141.930908419437,141.930908419437,NA,0,2,2,2226.1,2226.1,2226.1,2226.1,NA,0,2,2,2030.5,2030.5,2030.5,2030.5,NA,0,2,2,393.615974946188,393.615974946188,393.615974946188,393.615974946188,NA,0,2,2,12.0579561692249,12.0579561692249,12.0579561692249,12.0579561692249,NA,0,2,2,2.18119542115645,2.18119542115645,2.18119542115645,2.18119542115645,NA,0,2,2
080.0 070.0,4,2014,800,3.49,1205,1.52,3725,191.7,1670,66.33,125220,825.82,1810,826.94,0,0,29845,47.54,400,0.37,6400,10.8,485,13.12,205,1.39,1400,10.82,1620,69.22,2600,86.77,4805,9.94,2885,12.06,1800,17.03,760,28.68,1210,0.97,0,0,3000,6.53,125,44.39,7.71442411380396,8.08239439349232,7.929597091663612,8.00324930505432,0.0303929457235209,0.36797027968836016,170,30,1.43921092690068,3.78738253383708,2.746866346076668,3.03356654750055,1.2574110226904942,2.3481716069363996,170,30,62.0073116272382,158.087904983396,115.23203530805159,127.176236048005,2100.462019595413,96.08059335615778,170,30,2222.4,2255.9,2235.32,2232.6,153.5670000000002,33.5,51,170,2012.7,2200.9,2086.64,2049.7,7532.888000000004,188.20000000000005,2,170,354.35337281914,885.340645820992,561.37488585123,433.36203464255,62286.08773635233,530.9872730018519,30,170,11.3347676836547,17.9259983981874,14.10496718513896,12.848515731258,9.966544400193817,6.591230714532699,30,170,0.913345095731107,2.42414682285815,1.7535854980248793,1.9348757908495,0.5207057297161728,1.5108017271270429,170,30
080.0 070.0,4,2015,9815.4,123.39,672,0.81,4456.2,163.28,2633.4,115.54,120624,560.47,2738.4,851.12,0,0,29265.6,40.64,840,1.05,19824,42.21,5380.2,15.85,1083.6,21.91,6640.2,40.31,3024,4.95,2721.6,51.14,5376,27.54,5208,27.83,4069.8,402.83,1041.6,34.81,1512,1.78,75.6,20.83,5073.6,3.19,0,0,7.72280181122092,8.05583687178214,7.9438777950495,8.05090009218145,0.024202166693980752,0.3330350605612189,168,30,1.49100410995957,3.72419137064303,2.908528682170862,3.65571918166157,1.202442927263605,2.2331872606834597,168,3,64.192748077840207,154.949200990029,121.7854832151491,152.788373114998,1992.2461776688492,90.75645291218879,168,30,2221.8,2254.4,2228.76,2222.8,205.74799999999937,32.59999999999991,50,168,2007.8,2194.9,2069.2,2009.7,7521.055000000014,187.10000000000014,30,168,379.70290586602,869.14065232058,534.4397873022554,385.845718600356,49244.1709614292,489.43774645456,30,168,11.4410524870105,17.741726910658,13.65722077408894,11.5327234249335,9.225081892928136,6.300674423647498,30,168,0.946858932611064,2.3895823823372,1.8612659464946268,2.34379683444278,0.5028556702957233,1.4427234497261359,168,3
080.0 070.0,4,2017,1828.4,25.73,609.47,0.67,1935.06,14.2,1645.56,68.27,30067.1,273.54,2234.72,377.87,406.31,1.65,9395.97,13.41,0,0,1015.78,2.14,507.89,6.17,50.79,8.56,1828.4,41.46,563.76,107.01,609.47,3.58,406.31,0.91,1879.19,20.72,208.24,85.36,0,0,812.62,0.84,1427.17,151.21,1625.25,0.82,563.76,73.54,7.70602633602225,8.10274508780509,7.967332466382416,8.04732965622688,0.026874125407828776,0.39671875178284033,169.4,50.2,1.4395157971852,3.83556121138878,2.945687353358128,3.48818374134108,1.0609877500741658,2.39604541420358,169.4,50.2,61.9604099434108,160.390470372858,123.38593691595435,144.621946887692,1761.0199600363471,98.4300604294472,169.4,50.2,2210.3,2249,2224.04,2216.6,279.62299999999885,38.69999999999982,25,169.4,1998.8,2194.5,2061.08,2011.4,6957.717000000002,195.70000000000005,25,169.4,335.263450781748,904.42979006743,507.0517275135392,387.460286192972,56132.42487347602,569.1663392856819,50.2,169.4,11.2578867824238,17.8957738507132,13.47621160280976,11.8829776411026,8.13878155962918,6.637887068289402,50.2,169.4,0.914223653097813,2.45093507189106,1.8802359553493646,2.22993421488212,0.4379773157124537,1.5367114187932471,169.4,50.2
080.0 070.0,4,2018,6118.48,48.01,402.53,0.66,4880.7,90.85,613.86,32.82,87968.28,485.09,2415.19,387.46,40.25,0.12,8453.17,15.14,0,0,15834.59,41.98,40.25,0.69,0,0,3059.24,93.6,3300.76,53.2,805.06,3.51,3663.04,17.68,402.53,1.01,8493.42,21.89,402.53,2.82,4468.1,4.86,0,0,5313.42,5.23,85.54,20,8.08422403381557,8.08422403381557,8.08422403381557,8.08422403381557,NA,0,3,3,3.76921225409138,3.76921225409138,3.76921225409138,3.76921225409138,NA,0,3,3,156.695752065206,156.695752065206,156.695752065206,156.695752065206,NA,0,3,3,2232.7,2232.7,2232.7,2232.7,NA,0,3,3,2014,2014,2014,2014,NA,0,3,3,353.204725257258,353.204725257258,353.204725257258,353.204725257258,NA,0,3,3,11.389621755638,11.389621755638,11.389621755638,11.389621755638,NA,0,3,3,2.41025631610945,2.41025631610945,2.41025631610945,2.41025631610945,NA,0,3,3
080.0 070.0,4,2019,329.64,2.67,824.11,0.87,1359.78,58.25,230.75,6.08,35074.05,105.28,230.75,140.61,0,0,10713.41,18.85,0,0,1813.04,6.65,230.75,15.7,0,0,2983.27,65.44,230.75,4.8,329.64,1.87,1318.57,2.35,857.07,2.59,1091.94,6.14,0,0,527.43,0.54,37.08,200.42,659.29,2.63,20.6,14.91,8.04529466249192,8.04529466249192,8.04529466249192,8.04529466249192,NA,0,2.5,2.5,3.54581549928126,3.54581549928126,3.54581549928126,3.54581549928126,NA,0,2.5,2.5,147.17158349812,147.17158349812,147.17158349812,147.17158349812,NA,0,2.5,2.5,2221.8,2221.8,2221.8,2221.8,NA,0,2.5,2.5,2018.5,2018.5,2018.5,2018.5,NA,0,2.5,2.5,391.008096467544,391.008096467544,391.008096467544,391.008096467544,NA,0,2.5,2.5,11.7915882955294,11.7915882955294,11.7915882955294,11.7915882955294,NA,0,2.5,2.5,2.26959653469805,2.26959653469805,2.26959653469805,2.26959653469805,NA,0,2.5,2.5
080.0 070.0,5,2021,1395.64,6.35,0,0,1709.66,75.64,69.78,4.7,41276.18,259.62,104.67,122.07,0,0,16049.91,21.49,0,0,9804.4,18.92,139.56,3.54,0,0,3527.49,78.19,1430.54,44.5,0,0,6357.16,9.59,3524,10.88,697.82,0.17,0,0,697.82,0.37,163.99,343.96,9909.07,12.68,0,0,8.14039645857358,8.14039645857358,8.14039645857358,8.14039645857358,NA,0,3,3,3.61572337251684,3.61572337251684,3.61572337251684,3.61572337251684,NA,0,3,3,142.888254468819,142.888254468819,142.888254468819,142.888254468819,NA,0,3,3,2219.8,2219.8,2219.8,2219.8,NA,0,3,3,2033.9,2033.9,2033.9,2033.9,NA,0,3,3,331.277407868405,331.277407868405,331.277407868405,331.277407868405,NA,0,3,3,12.8150214635253,12.8150214635253,12.8150214635253,12.8150214635253,NA,0,3,3,2.24453160688155,2.24453160688155,2.24453160688155,2.24453160688155,NA,0,3,3
080.0 070.0,6,2018,973,70.37,663.41,0.83,309.59,13.61,442.27,14.23,38566.37,397.28,176.91,76.28,0,0,486.5,0.56,0,0,4201.61,12.4,840.32,15.13,0,0,442.27,2.38,88.45,12.63,751.87,12.78,663.41,1.63,2653.65,17.53,884.55,2.5,44.23,8.45,707.64,1.61,0,0,4997.71,19.39,1017.23,17.99,8.03648875776387,8.03648875776387,8.03648875776387,8.03648875776387,NA,0,2,2,3.57673202489001,3.57673202489001,3.57673202489001,3.57673202489001,NA,0,2,2,148.553840349998,148.553840349998,148.553840349998,148.553840349998,NA,0,2,2,2230.1,2230.1,2230.1,2230.1,NA,0,2,2,2025.2,2025.2,2025.2,2025.2,NA,0,2,2,401.583211370152,401.583211370152,401.583211370152,401.583211370152,NA,0,2,2,11.7510564484254,11.7510564484254,11.7510564484254,11.7510564484254,NA,0,2,2,2.2931091231374,2.2931091231374,2.2931091231374,2.2931091231374,NA,0,2,2
080.0 070.0,7,2014,825.68,7.9,396.14,0.51,2071.36,18.75,3799.09,175.48,28569.55,249.72,334.09,147.5,4.77,0,13377.95,17.93,954.55,0.74,11378.18,33.23,3202.5,45.67,186.14,10.59,3259.77,90.45,563.18,59.69,2935.23,19.25,1942.5,2.77,687.27,16.45,4.77,0.02,763.64,9.28,921.14,73.41,19.09,100.68,5693.86,4.19,5393.18,3769.44,7.67562081150424,8.04646930396093,7.910850190101781,7.97108876197224,0.02518249127206921,0.37084849245668927,170,30,1.3300067987449,3.87335852876302,2.70060852816072,2.81418473032716,1.2076150075734642,2.54335173001812,170,3,57.3089943355562,160.500262602426,113.1760074807298,117.950776945912,2003.8786809804574,103.1912682668698,170,3,2223.5,2256.9,2235.52,2234.9,167.84200000000172,33.40000000000009,100,170,2012.8,2212.9,2090.86,2069.8,6875.933000000009,200.10000000000014,3,170,390.668601510802,974.61510655671,582.9397339758711,472.243254930948,60853.292958404745,583.946505045908,30,170,11.2404020282124,18.2283737858869,14.202123983388661,13.4499497766437,9.28108454190403,6.987971757674501,3,170,0.844209893053782,2.49661350518622,1.7277610091032083,1.79348325683046,0.5081397438153207,1.652403612132438,170,3
080.0 070.0,7,2015,2612.2,36.63,0,0,6504.88,102.15,2540.49,71.42,78222.44,527.14,717.07,95.46,409.76,0.89,66226.83,85.38,0,0,15058.54,51.34,517.32,10.71,5367.8,180.73,4512.44,33.6,460.98,2.27,2258.78,14.88,1434.15,3.13,3278.05,26.57,1280.49,3.7,614.63,5.29,1639.02,17.91,0,0,4302.44,6.93,1572.44,32.06,7.76905245300308,8.06590223314667,7.9387362432191715,8.00633730320357,0.015792915778714205,0.29684978014358965,171,30,1.62331692519455,3.83386906494067,2.81943746003988,3.01672667953109,1.0013181012856602,2.2105521397461203,171,3,69.9216475606177,158.187022452227,117.9619039203902,126.1932349557,1624.64507649861,88.26537489160931,171,3,2213.2,2252.1,2223.6,2214.3,275.4499999999984,38.90000000000009,30,171,1996.3,2180,2069.36,2042.7,6616.182999999997,183.70000000000005,3,171,368.237555244512,773.117835974425,529.0163514351968,434.703923506803,29320.889212369257,404.880280729913,30,171,11.2639038627884,17.295202846951,13.82082186455896,12.89861757735,7.5792484936170155,6.0312989841626,3,171,1.0303480986664,2.48119579445207,1.8045409242429,1.92207515496403,0.4253403483261489,1.45084769578567,171,3
080.0 070.0,7,2019,15903.91,39.73,0,0,8668.86,250.7,1326.7,44.38,219605.74,1368.51,164.81,22.24,824.04,3.92,14915.06,23.04,0,0,23979.46,73.71,10794.88,5.63,906.44,3.88,3296.15,14,1907.64,131.33,906.44,4.42,22248.99,72.85,824.04,11.46,7416.33,2.62,0,0,1648.07,1.48,53.56,152.73,6592.29,3.91,0,0,8.13746557325409,8.13746557325409,8.13746557325409,8.13746557325409,NA,0,2,2,4.36065837159622,4.36065837159622,4.36065837159622,4.36065837159622,NA,0,2,2,181.254368371755,181.254368371755,181.254368371755,181.254368371755,NA,0,2,2,2246.1,2246.1,2246.1,2246.1,NA,0,2,2,1989.9,1989.9,1989.9,1989.9,NA,0,2,2,307.062898541345,307.062898541345,307.062898541345,307.062898541345,NA,0,2,2,10.4777702628258,10.4777702628258,10.4777702628258,10.4777702628258,NA,0,2,2,2.7961748918797,2.7961748918797,2.7961748918797,2.7961748918797,NA,0,2,2
080.0 070.0,7,2020,0,0,1066.41,1.1,4057.7,48.77,2132.83,83.99,102268.97,841.82,213.28,296.75,0,0,19195.43,23.72,0,0,28793.14,48,106.64,2.2,1066.41,32.68,3199.24,48.77,2666.03,125.15,0,0,7470.22,21.21,3305.88,6.61,2132.83,1.01,106.64,5.86,1066.41,3.44,853.13,144.96,4265.65,54.18,0,0,8.05876712442383,8.05876712442383,8.05876712442383,8.05876712442383,NA,0,3,3,3.7939715708801,3.7939715708801,3.7939715708801,3.7939715708801,NA,0,3,3,157.316401672429,157.316401672429,157.316401672429,157.316401672429,NA,0,3,3,2224.8,2224.8,2224.8,2224.8,NA,0,3,3,2006.1,2006.1,2006.1,2006.1,NA,0,3,3,377.994701465313,377.994701465313,377.994701465313,377.994701465313,NA,0,3,3,11.3423615793057,11.3423615793057,11.3423615793057,11.3423615793057,NA,0,3,3,2.43497611253983,2.43497611253983,2.43497611253983,2.43497611253983,NA,0,3,3
080.0 070.0,8,2017,861.98,3,1723.96,1.79,4783.99,64.01,3157,144.38,80077.99,463.66,301.69,204.34,646.49,1.1,6680.35,11.56,43.1,0.02,12714.21,24.3,3755,35.49,517.19,7.74,5861.47,82.57,1723.96,85.57,861.98,3.06,4525.4,13.4,1551.56,1.74,1594.66,3.42,861.98,12.55,2844.54,6.57,0,0,3965.11,15.6,0,0,7.70790752736151,8.14186576112335,7.92244914311474,7.90492616203633,0.034778680682816004,0.4339582337618406,100,3,1.48237911634993,4.89863178039592,2.925221787792454,2.47975171242776,2.3175056553058813,3.4162526640459903,100,3,62.9545109220888,203.174188866613,122.5610782810696,104.0651165102,3882.4918901291835,140.21967794452422,100,3,2233.4,2334,2263.16,2244.7,1674.6429999999991,100.59999999999991,51,3,2001.3,2188.3,2105.52,2100,6907.55700000001,187.00000000000023,31,100,315.347805544038,907.97209720915,579.7726392569214,561.283659759183,64228.493012205116,592.624291665112,3,100,10.1281707322295,17.7899684690625,14.08236080260386,14.4190914344577,12.60679392683884,7.661797736833002,3,100,0.941366964759493,3.15670111545683,1.8753760193172446,1.58109652971258,0.9777581815343579,2.2153341506973367,100,3
080.0 070.0,10,2020,0,0,1371.12,1.81,1809.87,25.53,329.07,10.55,62851.92,432.41,164.53,39.81,0,0,6032.91,11.13,0,0,19250.46,56.24,548.45,18.21,0,0,1261.43,120.52,603.29,11.12,383.91,21.34,1645.34,11.59,1206.58,5.16,877.51,3.52,383.91,13.19,822.67,101.51,21.94,66.21,4661.79,38.64,0,0,8.06092076945417,8.06092076945417,8.06092076945417,8.06092076945417,NA,0,3,3,4.22602147253193,4.22602147253193,4.22602147253193,4.22602147253193,NA,0,3,3,174.915655426774,174.915655426774,174.915655426774,174.915655426774,NA,0,3,3,2236.3,2236.3,2236.3,2236.3,NA,0,3,3,1992.1,1992.1,1992.1,1992.1,NA,0,3,3,377.313758727943,377.313758727943,377.313758727943,377.313758727943,NA,0,3,3,10.6723279213454,10.6723279213454,10.6723279213454,10.6723279213454,NA,0,3,3,2.73273540134755,2.73273540134755,2.73273540134755,2.73273540134755,NA,0,3,3
080.0 070.0,11,2014,614.73,8.94,2443.64,2.64,4268.73,83.51,1668.55,62.02,54118.91,173.3,259.64,83.06,0,0,16983.27,26.09,458.18,0.26,6265.64,10.3,492.55,7.23,0,0,2447.45,19.69,68.73,42.57,935.45,140.92,2138.18,9.12,2458.91,10.72,2901.82,3.8,1069.09,10.88,2172.55,10.98,3.82,3.55,458.18,1.29,0,0,7.6689247334568,8.06315672850647,7.921880884337225,8.03063215268923,0.03371022265633127,0.39423199504967066,169,34,1.35849386973916,3.88550824078302,2.782156728210416,3.07903787305669,1.3661189310380284,2.52701437104386,169,2,58.5439430735518,160.918769363686,116.46809380017318,128.785583444614,2266.2195959488618,102.37482629013421,169,2,2198.6,2263.6,2227.54,2221,568.6579999999991,65,54,169,1996.9,2217.7,2077.64,2022.3,10285.327999999985,220.79999999999973,2,169,371.792711029617,997.572276680162,578.7840979541818,399.76934547862,80578.11587687557,625.779565650545,34,169,11.1778338942603,18.1083827584501,14.00353833451328,12.6846308315684,10.520051768931591,6.930548864189802,2,169,0.863565623905022,2.49646333837555,1.7792182910983465,1.95953488470464,0.5702090093883981,1.6328977144705281,169,2
