Year_UTC,Month_UTC,Station_ID,Depth,pHin,OmegaCAin,CO3in,TA,DIC,pCO2in,RFin,OmegaARin,Cruise,Station,Line,Cruise mid-date,Station date,Day_UTC,Local time (PST),appendicularia Abundance (No. per m2),appendicularia Estimated C Biomass (mgC m-2),bryozoan_larvae Abundance (No. per m2),bryozoan_larvae Estimated C Biomass (mgC m-2),chaetognatha Abundance (No. per m2),chaetognatha Estimated C Biomass (mgC m-2),cnidaria_ctenophores Abundance (No. per m2),cnidaria_ctenophores Estimated C Biomass (mgC m-2),copepoda_calanoida_minus_eucalanids Abundance (No. per m2),copepoda_calanoida_minus_eucalanids Estimated C Biomass (mgC m-2),copepoda_eucalanids Abundance (No. per m2),copepoda_eucalanids Estimated C Biomass (mgC m-2),copepoda_harpacticoida Abundance (No. per m2),copepoda_harpacticoida Estimated C Biomass (mgC m-2),copepoda_oithona_like Abundance (No. per m2),copepoda_oithona_like Estimated C Biomass (mgC m-2),copepoda_others Abundance (No. per m2),copepoda_others Estimated C Biomass (mgC m-2),copepoda_poecilostomatoids Abundance (No. per m2),copepoda_poecilostomatoids Estimated C Biomass (mgC m-2),crustacea_others Abundance (No. per m2),crustacea_others Estimated C Biomass (mgC m-2),doliolids Abundance (No. per m2),doliolids Estimated C Biomass (mgC m-2),eggs Abundance (No. per m2),eggs Estimated C Biomass (mgC m-2),euphausiids Abundance (No. per m2),euphausiids Estimated C Biomass (mgC m-2),multiples Abundance (No. per m2),multiples Estimated C Biomass (mgC m-2),nauplii Abundance (No. per m2),nauplii Estimated C Biomass (mgC m-2),ostracods Abundance (No. per m2),ostracods Estimated C Biomass (mgC m-2),others Abundance (No. per m2),others Estimated C Biomass (mgC m-2),polychaete Abundance (No. per m2),polychaete Estimated C Biomass (mgC m-2),pteropoda_heteropoda Abundance (No. per m2),pteropoda_heteropoda Estimated C Biomass (mgC m-2),pyrosomes Abundance (No. per m2),pyrosomes Estimated C Biomass (mgC m-2),rhizaria Abundance (No. per m2),rhizaria Estimated C Biomass (mgC m-2),salps Abundance (No. per m2),salps Estimated C Biomass (mgC m-2)
2015,11,080.0 080.0,50,8.05206718650538,3.47474556369701,145.377779150638,2223.4,2022.3,382.252885288005,11.8899661815801,2.22100321953721,201511OC,80,80,2015-11-06,2015-11-03,3,02:53:00,7837.5,92,1710,1.85,6175,121.42,874,33.84,86877.5,626.42,190,27.58,617.5,1.87,41614.75,64.65,1140,1.35,42560,68.86,308.75,16.62,380,0.3,2683.75,35.21,1206.5,99.5,2660,39.03,1520,3.22,3847.5,12.38,1144.75,7.18,0,0,997.5,1.22,23.75,1.67,1401.25,5.12,0,0
2015,11,080.0 080.0,40,8.06068514404885,4.07812570057566,169.691682952531,2224,1987.1,374.654457760155,10.830545745213,2.63231703505168,201511OC,80,80,2015-11-06,2015-11-03,3,02:53:00,7837.5,92,1710,1.85,6175,121.42,874,33.84,86877.5,626.42,190,27.58,617.5,1.87,41614.75,64.65,1140,1.35,42560,68.86,308.75,16.62,380,0.3,2683.75,35.21,1206.5,99.5,2660,39.03,1520,3.22,3847.5,12.38,1144.75,7.18,0,0,997.5,1.22,23.75,1.67,1401.25,5.12,0,0
2015,11,080.0 080.0,26,8.05666695729956,4.05930480809516,168.503088565658,2224.5,1989.6,379.51461643959,10.8806058099561,2.61993078102093,201511OC,80,80,2015-11-06,2015-11-03,3,02:53:00,7837.5,92,1710,1.85,6175,121.42,874,33.84,86877.5,626.42,190,27.58,617.5,1.87,41614.75,64.65,1140,1.35,42560,68.86,308.75,16.62,380,0.3,2683.75,35.21,1206.5,99.5,2660,39.03,1520,3.22,3847.5,12.38,1144.75,7.18,0,0,997.5,1.22,23.75,1.67,1401.25,5.12,0,0
2015,11,080.0 080.0,3,8.05067518800183,4.02070050568069,166.282004873712,2223.3,1991.9,386.538345805068,10.9642608892272,2.59427476242143,201511OC,80,80,2015-11-06,2015-11-03,3,02:53:00,7837.5,92,1710,1.85,6175,121.42,874,33.84,86877.5,626.42,190,27.58,617.5,1.87,41614.75,64.65,1140,1.35,42560,68.86,308.75,16.62,380,0.3,2683.75,35.21,1206.5,99.5,2660,39.03,1520,3.22,3847.5,12.38,1144.75,7.18,0,0,997.5,1.22,23.75,1.67,1401.25,5.12,0,0
2015,11,080.0 090.0,170,7.76805987853139,1.62339678209139,69.8780073164826,2247.6,2175.6,774.393878249646,17.2875101315029,1.03046474481238,201511OC,80,90,2015-11-06,2015-11-03,3,08:08:00,8453.85,97.25,2369.23,2.71,4587.69,105.82,1200.77,54.66,113459.23,289.1,242.31,13.8,430.77,0.9,31882.31,60.58,646.15,0.73,18092.31,33.52,0,0,0,0,1346.15,18.47,328.46,16.73,3230.77,28.55,430.77,1,1965.38,10.69,463.08,14.07,5.38,2.37,1076.92,2.21,53.85,4.47,1292.31,5.42,0,0
2015,11,080.0 090.0,100,7.94774301429621,2.45718336065798,103.961353917286,2213.5,2077.8,493.201180151807,14.3631317911351,1.56048382544599,201511OC,80,90,2015-11-06,2015-11-03,3,08:08:00,8453.85,97.25,2369.23,2.71,4587.69,105.82,1200.77,54.66,113459.23,289.1,242.31,13.8,430.77,0.9,31882.31,60.58,646.15,0.73,18092.31,33.52,0,0,0,0,1346.15,18.47,328.46,16.73,3230.77,28.55,430.77,1,1965.38,10.69,463.08,14.07,5.38,2.37,1076.92,2.21,53.85,4.47,1292.31,5.42,0,0
2015,11,080.0 090.0,47,8.05861146204449,3.49841272262552,146.003104888268,2200.3,1997.7,372.699145237671,11.7760607246223,2.23585135960543,201511OC,80,90,2015-11-06,2015-11-03,3,08:08:00,8453.85,97.25,2369.23,2.71,4587.69,105.82,1200.77,54.66,113459.23,289.1,242.31,13.8,430.77,0.9,31882.31,60.58,646.15,0.73,18092.31,33.52,0,0,0,0,1346.15,18.47,328.46,16.73,3230.77,28.55,430.77,1,1965.38,10.69,463.08,14.07,5.38,2.37,1076.92,2.21,53.85,4.47,1292.31,5.42,0,0
2015,11,080.0 090.0,37,8.09089984328853,3.94649591990494,164.597433530095,2225,1994.4,345.232824840218,11.0384320527026,2.5306575941069,201511OC,80,90,2015-11-06,2015-11-03,3,08:08:00,8453.85,97.25,2369.23,2.71,4587.69,105.82,1200.77,54.66,113459.23,289.1,242.31,13.8,430.77,0.9,31882.31,60.58,646.15,0.73,18092.31,33.52,0,0,0,0,1346.15,18.47,328.46,16.73,3230.77,28.55,430.77,1,1965.38,10.69,463.08,14.07,5.38,2.37,1076.92,2.21,53.85,4.47,1292.31,5.42,0,0
2015,11,080.0 090.0,3,8.06651686103556,4.06090714118036,168.176266008581,2228.4,1993.7,370.778957816585,10.9063105909188,2.61610247443277,201511OC,80,90,2015-11-06,2015-11-03,3,08:08:00,8453.85,97.25,2369.23,2.71,4587.69,105.82,1200.77,54.66,113459.23,289.1,242.31,13.8,430.77,0.9,31882.31,60.58,646.15,0.73,18092.31,33.52,0,0,0,0,1346.15,18.47,328.46,16.73,3230.77,28.55,430.77,1,1965.38,10.69,463.08,14.07,5.38,2.37,1076.92,2.21,53.85,4.47,1292.31,5.42,0,0
2015,11,080.0 100.0,170,8.12744659205934,3.66279901402584,157.527575602104,2386.4,2167,327.857366325562,11.9519922420127,2.32686004604352,201511OC,80,100,2015-11-06,2015-11-03,3,15:24:00,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0
2015,11,080.0 100.0,101,8.12084683395332,3.82693715022369,161.585405637847,2211.9,1983.6,313.95765659865,11.0998317292321,2.4439364495241,201511OC,80,100,2015-11-06,2015-11-03,3,15:24:00,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0
2015,11,080.0 100.0,49,8.06066477770381,3.8751894072403,161.611231488124,2214.8,1989.5,373.045156179579,11.1232306377634,2.49275384151795,201511OC,80,100,2015-11-06,2015-11-03,3,15:24:00,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0
2015,11,080.0 100.0,26,8.06011164179121,4.00799176445957,166.33067049713,2219.9,1988.1,375.567042814111,10.9562394808245,2.58308904455111,201511OC,80,100,2015-11-06,2015-11-03,3,15:24:00,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0
2015,11,080.0 100.0,0,8.05915137041565,4.02374529737714,166.268667206211,2219.4,1987.8,377.528632684793,10.9575417635659,2.5930905830454,201511OC,80,100,2015-11-06,2015-11-03,3,15:24:00,12046.19,109.91,214.76,0.25,2337.98,49.72,946.9,39.89,66068.57,218.03,0,0,0,0,17454.29,45.94,292.86,0.35,8004.76,13.85,4.88,0.91,390.48,1.11,1581.43,14.71,585.71,3.42,2089.05,15.57,585.71,1.07,1230,3.42,488.1,0.54,0,0,1600.95,12.92,195.24,17.18,1483.81,1.91,0,0
2015,11,090.0 030.0,170,7.73085738768314,1.6297091875823,70.0957624828288,2249,2178.5,858.401302561682,17.1927421393605,1.03836764959199,201511OC,90,30,2015-11-02,2015-11-03,3,21:51:00,5801.25,35.11,525,0.43,4442.81,35.58,6.56,0.53,112966.88,337.06,6.56,2.38,0,0,39375,91.41,262.5,0.17,8662.5,21.15,26.25,3038.91,0,0,0,0,19.69,4487.04,1837.5,24.29,1312.5,3.81,1332.19,6.96,0,0,0,0,538.12,1,0,0,0,0,0,0
2015,11,090.0 030.0,100,7.88059428904962,2.35864385424041,99.8641353072848,2235.7,2109.7,594.929531226842,14.734641396046,1.50514782936303,201511OC,90,30,2015-11-02,2015-11-03,3,21:51:00,5801.25,35.11,525,0.43,4442.81,35.58,6.56,0.53,112966.88,337.06,6.56,2.38,0,0,39375,91.41,262.5,0.17,8662.5,21.15,26.25,3038.91,0,0,0,0,19.69,4487.04,1837.5,24.29,1312.5,3.81,1332.19,6.96,0,0,0,0,538.12,1,0,0,0,0,0,0
2015,11,090.0 030.0,50,8.02320003216488,3.6180780601613,151.296267738619,2237.6,2029.1,415.894844522551,11.6503616263109,2.3270110199613,201511OC,90,30,2015-11-02,2015-11-03,3,21:51:00,5801.25,35.11,525,0.43,4442.81,35.58,6.56,0.53,112966.88,337.06,6.56,2.38,0,0,39375,91.41,262.5,0.17,8662.5,21.15,26.25,3038.91,0,0,0,0,19.69,4487.04,1837.5,24.29,1312.5,3.81,1332.19,6.96,0,0,0,0,538.12,1,0,0,0,0,0,0
2015,11,090.0 030.0,25,8.11810040959894,4.73000930757843,196.393854243626,2271.8,1995.8,326.838290087563,10.0983196499845,3.05759275700675,201511OC,90,30,2015-11-02,2015-11-03,3,21:51:00,5801.25,35.11,525,0.43,4442.81,35.58,6.56,0.53,112966.88,337.06,6.56,2.38,0,0,39375,91.41,262.5,0.17,8662.5,21.15,26.25,3038.91,0,0,0,0,19.69,4487.04,1837.5,24.29,1312.5,3.81,1332.19,6.96,0,0,0,0,538.12,1,0,0,0,0,0,0
2015,11,090.0 030.0,2,8.02291481052263,4.30619743856403,177.713709207074,2243,1996.2,419.238530091714,10.5815175375415,2.80505653079298,201511OC,90,30,2015-11-02,2015-11-03,3,21:51:00,5801.25,35.11,525,0.43,4442.81,35.58,6.56,0.53,112966.88,337.06,6.56,2.38,0,0,39375,91.41,262.5,0.17,8662.5,21.15,26.25,3038.91,0,0,0,0,19.69,4487.04,1837.5,24.29,1312.5,3.81,1332.19,6.96,0,0,0,0,538.12,1,0,0,0,0,0,0
2016,1,080.0 051.0,49,8.00654823401509,3.27768613402027,137.425931472431,2258.8,2071.5,437.331326307374,12.4228722416277,2.09782292588827,201601RL,80,51,2016-01-18,2016-01-15,15,22:05:00,1825,8.39,3400,2.22,3245,101.14,1800,45.83,164400,608.24,50,10.21,625,1.21,72025,134.2,0,0,55675,70.17,400,1.27,0,0,3400,14.75,4550,93.74,2225,7.64,1800,7.14,1600,1.7,3880,16.19,1200,8.38,400,0.35,0,0,600,0.49,0,0
2016,1,080.0 051.0,30,7.9973654765885,3.22519795144581,134.765230899254,2243.2,2059.9,446.015748264078,12.4960709860583,2.06463182012163,201601RL,80,51,2016-01-18,2016-01-15,15,22:05:00,1825,8.39,3400,2.22,3245,101.14,1800,45.83,164400,608.24,50,10.21,625,1.21,72025,134.2,0,0,55675,70.17,400,1.27,0,0,3400,14.75,4550,93.74,2225,7.64,1800,7.14,1600,1.7,3880,16.19,1200,8.38,400,0.35,0,0,600,0.49,0,0
2016,1,080.0 051.0,4,8.01850083268682,3.38258065588794,140.698175814998,2241.1,2048.3,422.61772792616,12.1751699751406,2.16530334165834,201601RL,80,51,2016-01-18,2016-01-15,15,22:05:00,1825,8.39,3400,2.22,3245,101.14,1800,45.83,164400,608.24,50,10.21,625,1.21,72025,134.2,0,0,55675,70.17,400,1.27,0,0,3400,14.75,4550,93.74,2225,7.64,1800,7.14,1600,1.7,3880,16.19,1200,8.38,400,0.35,0,0,600,0.49,0,0
2016,1,080.0 055.0,170,7.7635533209642,1.61362260912006,69.4511212600865,2245.8,2174.8,782.970930422467,17.3151276150528,1.02443718172932,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 055.0,100,7.84308352895164,1.97835951594976,83.800498563926,2222.8,2123.7,645.131350375595,16.0171694875366,1.2563916888002,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 055.0,50,8.02726394522323,3.33489349842492,139.823634133757,2243.8,2051.9,411.071061120307,12.235585143977,2.13214152029579,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 055.0,30,8.03562657085458,3.42926237254658,143.257519421418,2238.8,2041.5,402.177484859775,12.0390886565416,2.19354213458882,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 055.0,16,8.05357584502725,3.55933847390959,148.291533063547,2237.2,2031.9,383.803007993256,11.7899837458757,2.27650573777971,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 055.0,2,8.10166883821181,3.9266769667419,163.141407204594,2236.2,2007.3,337.607037133455,11.128589223821,2.51178027733638,201601RL,80,55,2016-01-19,2016-01-15,15,01:25:00,10584,48.98,4200,4.71,4698.75,160.74,4189.5,161.09,238602,1890.09,2273.25,602.31,0,0,76314,104.65,630,0.46,18690,40.33,840,2.16,1065.75,7.13,5754,39.25,3664.5,204.06,3234,17.85,11550,36.57,4200,15.21,3528,25.78,1050,10.35,2478,62.11,0,0,2730,2.96,0,0
2016,1,080.0 060.0,170,7.76107764722911,1.62531454410145,69.9785273859528,2251.6,2179.8,790.372669913984,17.2727756081126,1.03239234388261,201601RL,80,60,2016-01-19,2016-01-15,15,07:23:00,28025,143.18,2600,3.01,6180,114.72,4060,130.51,225355,922.38,8070,1701.48,600,0.55,67850,84.71,1600,1.05,21000,45.25,1080,19.78,215,5.67,12235,113.99,3855,34.01,6025,71.13,14200,50.26,4850,17.85,6480,55.12,1000,7.74,5350,92.67,120,806.73,8650,8.41,0,0
2016,1,080.0 060.0,101,7.84019713437233,2.05848403554316,87.2236286298231,2228.9,2124.5,654.085606639476,15.7257661978994,1.31018979987384,201601RL,80,60,2016-01-19,2016-01-15,15,07:23:00,28025,143.18,2600,3.01,6180,114.72,4060,130.51,225355,922.38,8070,1701.48,600,0.55,67850,84.71,1600,1.05,21000,45.25,1080,19.78,215,5.67,12235,113.99,3855,34.01,6025,71.13,14200,50.26,4850,17.85,6480,55.12,1000,7.74,5350,92.67,120,806.73,8650,8.41,0,0
2016,1,080.0 060.0,51,8.05815433102859,3.56479108840822,149.293658814997,2232.1,2025.1,377.164278401592,11.730302191909,2.28044644894506,201601RL,80,60,2016-01-19,2016-01-15,15,07:23:00,28025,143.18,2600,3.01,6180,114.72,4060,130.51,225355,922.38,8070,1701.48,600,0.55,67850,84.71,1600,1.05,21000,45.25,1080,19.78,215,5.67,12235,113.99,3855,34.01,6025,71.13,14200,50.26,4850,17.85,6480,55.12,1000,7.74,5350,92.67,120,806.73,8650,8.41,0,0
2016,1,080.0 060.0,30,8.07331328669166,3.64486126967737,152.026168594146,2227.4,2015.9,362.388841529523,11.5900035759109,2.32978575893346,201601RL,80,60,2016-01-19,2016-01-15,15,07:23:00,28025,143.18,2600,3.01,6180,114.72,4060,130.51,225355,922.38,8070,1701.48,600,0.55,67850,84.71,1600,1.05,21000,45.25,1080,19.78,215,5.67,12235,113.99,3855,34.01,6025,71.13,14200,50.26,4850,17.85,6480,55.12,1000,7.74,5350,92.67,120,806.73,8650,8.41,0,0
2016,1,080.0 060.0,2,8.0633335560979,3.63349651733741,150.778765857288,2224.7,2015.5,373.10243075087,11.6383132682497,2.32380659470348,201601RL,80,60,2016-01-19,2016-01-15,15,07:23:00,28025,143.18,2600,3.01,6180,114.72,4060,130.51,225355,922.38,8070,1701.48,600,0.55,67850,84.71,1600,1.05,21000,45.25,1080,19.78,215,5.67,12235,113.99,3855,34.01,6025,71.13,14200,50.26,4850,17.85,6480,55.12,1000,7.74,5350,92.67,120,806.73,8650,8.41,0,0
2016,1,080.0 070.0,94,7.96246640490855,2.72653077851639,115.150287844327,2218.6,2065.5,478.786719447053,13.5916763920427,1.73789015736883,201601RL,80,70,2016-01-19,2016-01-15,15,12:17:00,25621.5,239.02,1900,2.08,5225,128.07,3633.75,121.03,93746,387.65,1339.5,355.79,570,1.02,61370,70.44,570,0.34,13566,24.45,42.75,2.94,1268.25,8.53,4598,167.5,2090,10.51,4370,24.82,1900,6.28,4370,11.51,3800,4.53,950,7.31,4826,133.92,38,144.28,4940,12.52,190,0.29
2016,1,080.0 070.0,45,8.06410671959179,3.64378482188922,152.30343439717,2224.3,2012.6,370.529309876162,11.5630005788963,2.33253428239797,201601RL,80,70,2016-01-19,2016-01-15,15,12:17:00,25621.5,239.02,1900,2.08,5225,128.07,3633.75,121.03,93746,387.65,1339.5,355.79,570,1.02,61370,70.44,570,0.34,13566,24.45,42.75,2.94,1268.25,8.53,4598,167.5,2090,10.51,4370,24.82,1900,6.28,4370,11.51,3800,4.53,950,7.31,4826,133.92,38,144.28,4940,12.52,190,0.29
2016,1,080.0 070.0,26,8.07029565381365,3.72702047334198,155.161353082308,2221.4,2005.4,365.009223152351,11.4284427665907,2.38659636489035,201601RL,80,70,2016-01-19,2016-01-15,15,12:17:00,25621.5,239.02,1900,2.08,5225,128.07,3633.75,121.03,93746,387.65,1339.5,355.79,570,1.02,61370,70.44,570,0.34,13566,24.45,42.75,2.94,1268.25,8.53,4598,167.5,2090,10.51,4370,24.82,1900,6.28,4370,11.51,3800,4.53,950,7.31,4826,133.92,38,144.28,4940,12.52,190,0.29
2016,1,080.0 070.0,3,8.05738373840232,3.64809130103836,151.276760387776,2220.9,2011.2,378.835218429339,11.6043457238118,2.3355499683701,201601RL,80,70,2016-01-19,2016-01-15,15,12:17:00,25621.5,239.02,1900,2.08,5225,128.07,3633.75,121.03,93746,387.65,1339.5,355.79,570,1.02,61370,70.44,570,0.34,13566,24.45,42.75,2.94,1268.25,8.53,4598,167.5,2090,10.51,4370,24.82,1900,6.28,4370,11.51,3800,4.53,950,7.31,4826,133.92,38,144.28,4940,12.52,190,0.29
2016,1,080.0 080.0,170,7.78015972570423,1.67511568824677,72.0420201708068,2237.8,2161.2,749.811360366157,17.0746176239199,1.06358304915705,201601RL,80,80,2016-01-19,2016-01-15,15,18:42:00,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21
2016,1,080.0 080.0,100,7.95711419343017,2.60729771183752,110.21168027881,2209.5,2063.9,482.475380826964,13.895662276484,1.65920014375175,201601RL,80,80,2016-01-19,2016-01-15,15,18:42:00,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21
2016,1,080.0 080.0,49,8.06578799019925,3.73324417674925,156.00681458207401,2222.3,2005.1,368.688618362405,11.3913659646274,2.39327846600105,201601RL,80,80,2016-01-19,2016-01-15,15,18:42:00,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21
2016,1,080.0 080.0,40,8.06532861203097,3.74944872486444,156.449090302808,2222.6,2004.8,369.537120175798,11.3724143073451,2.40412066943776,201601RL,80,80,2016-01-19,2016-01-15,15,18:42:00,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21
2016,1,080.0 080.0,3,8.06178785531618,3.74280806117833,155.111188156556,2217.8,2002.2,374.051025175576,11.4179725965905,2.39909498984994,201601RL,80,80,2016-01-19,2016-01-15,15,18:42:00,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21
2016,1,080.0 090.0,170,7.78461631530404,1.69213655567924,72.7850752998009,2241,2163.1,742.44264814196,17.0236847078063,1.07438464641168,201601RL,80,90,2016-01-20,2016-01-15,15,00:29:00,13055.11,113.56,940.91,1.08,2182.91,33.32,1270.23,50.07,54699.75,213.26,23.52,4.27,188.18,0.41,18009,28.74,564.55,0.34,15548.52,26.76,235.23,0.48,870.34,2,4234.09,40.22,569.25,29.49,3551.93,70.32,752.73,1.38,1975.91,4.7,780.95,21.67,211.7,3.38,1223.18,4.86,18.82,67.39,2493.41,3.01,0,0
2016,1,080.0 090.0,100,8.00228801948862,2.95145410635586,124.735556430765,2210.3,2041,429.868471222693,12.9467247675506,1.88173031636081,201601RL,80,90,2016-01-20,2016-01-15,15,00:29:00,13055.11,113.56,940.91,1.08,2182.91,33.32,1270.23,50.07,54699.75,213.26,23.52,4.27,188.18,0.41,18009,28.74,564.55,0.34,15548.52,26.76,235.23,0.48,870.34,2,4234.09,40.22,569.25,29.49,3551.93,70.32,752.73,1.38,1975.91,4.7,780.95,21.67,211.7,3.38,1223.18,4.86,18.82,67.39,2493.41,3.01,0,0
2016,1,080.0 090.0,51,7.97866838825608,3.15349905883826,131.830567743593,2223.2,2045.4,465.375879582718,12.6036611435246,2.02161108656265,201601RL,80,90,2016-01-20,2016-01-15,15,00:29:00,13055.11,113.56,940.91,1.08,2182.91,33.32,1270.23,50.07,54699.75,213.26,23.52,4.27,188.18,0.41,18009,28.74,564.55,0.34,15548.52,26.76,235.23,0.48,870.34,2,4234.09,40.22,569.25,29.49,3551.93,70.32,752.73,1.38,1975.91,4.7,780.95,21.67,211.7,3.38,1223.18,4.86,18.82,67.39,2493.41,3.01,0,0
2016,1,080.0 090.0,25,8.05460278483137,3.68020541280476,153.110081652081,2218.9,2006.5,380.571037515955,11.5105670576182,2.35944001048625,201601RL,80,90,2016-01-20,2016-01-15,15,00:29:00,13055.11,113.56,940.91,1.08,2182.91,33.32,1270.23,50.07,54699.75,213.26,23.52,4.27,188.18,0.41,18009,28.74,564.55,0.34,15548.52,26.76,235.23,0.48,870.34,2,4234.09,40.22,569.25,29.49,3551.93,70.32,752.73,1.38,1975.91,4.7,780.95,21.67,211.7,3.38,1223.18,4.86,18.82,67.39,2493.41,3.01,0,0
2016,1,080.0 090.0,2,8.04620783088184,3.65928193019587,151.609341398249,2217.7,2007.9,390.15452472978,11.5757556062464,2.34668578003722,201601RL,80,90,2016-01-20,2016-01-15,15,00:29:00,13055.11,113.56,940.91,1.08,2182.91,33.32,1270.23,50.07,54699.75,213.26,23.52,4.27,188.18,0.41,18009,28.74,564.55,0.34,15548.52,26.76,235.23,0.48,870.34,2,4234.09,40.22,569.25,29.49,3551.93,70.32,752.73,1.38,1975.91,4.7,780.95,21.67,211.7,3.38,1223.18,4.86,18.82,67.39,2493.41,3.01,0,0
