Year_UTC,Month_UTC,Station_ID,Depth,pHin,OmegaCAin,CO3in,TA,DIC,pCO2in,RFin,OmegaARin,Cruise,Station,Line,Cruise mid-date,Station date,Day_UTC,Local time (PST),appendicularia Abundance (No. per m2),appendicularia Estimated C Biomass (mgC m-2),bryozoan_larvae Abundance (No. per m2),bryozoan_larvae Estimated C Biomass (mgC m-2),chaetognatha Abundance (No. per m2),chaetognatha Estimated C Biomass (mgC m-2),cnidaria_ctenophores Abundance (No. per m2),cnidaria_ctenophores Estimated C Biomass (mgC m-2),copepoda_calanoida_minus_eucalanids Abundance (No. per m2),copepoda_calanoida_minus_eucalanids Estimated C Biomass (mgC m-2),copepoda_eucalanids Abundance (No. per m2),copepoda_eucalanids Estimated C Biomass (mgC m-2),copepoda_harpacticoida Abundance (No. per m2),copepoda_harpacticoida Estimated C Biomass (mgC m-2),copepoda_oithona_like Abundance (No. per m2),copepoda_oithona_like Estimated C Biomass (mgC m-2),copepoda_others Abundance (No. per m2),copepoda_others Estimated C Biomass (mgC m-2),copepoda_poecilostomatoids Abundance (No. per m2),copepoda_poecilostomatoids Estimated C Biomass (mgC m-2),crustacea_others Abundance (No. per m2),crustacea_others Estimated C Biomass (mgC m-2),doliolids Abundance (No. per m2),doliolids Estimated C Biomass (mgC m-2),eggs Abundance (No. per m2),eggs Estimated C Biomass (mgC m-2),euphausiids Abundance (No. per m2),euphausiids Estimated C Biomass (mgC m-2),multiples Abundance (No. per m2),multiples Estimated C Biomass (mgC m-2),nauplii Abundance (No. per m2),nauplii Estimated C Biomass (mgC m-2),ostracods Abundance (No. per m2),ostracods Estimated C Biomass (mgC m-2),others Abundance (No. per m2),others Estimated C Biomass (mgC m-2),polychaete Abundance (No. per m2),polychaete Estimated C Biomass (mgC m-2),pteropoda_heteropoda Abundance (No. per m2),pteropoda_heteropoda Estimated C Biomass (mgC m-2),pyrosomes Abundance (No. per m2),pyrosomes Estimated C Biomass (mgC m-2),rhizaria Abundance (No. per m2),rhizaria Estimated C Biomass (mgC m-2),salps Abundance (No. per m2),salps Estimated C Biomass (mgC m-2)
2009,1,080.0 055.0,1,8.08300282243498,3.64317302164442,151.32680116356,2227.2,2016.1,353.700786971136,11.6102077845878,2.32495200959591,200901NH,80,55,2009-01-19,2009-01-16,16,20:38:00,16025.58,89.24,1649.69,0.88,3299.38,90.48,1414.02,39.86,443531.49,1280.76,471.34,153.43,0,0,97096.16,90.15,11783.51,13.91,9191.14,14.53,0,0,0,0,7541.45,47.3,3299.38,3.9,34407.86,755.58,41006.63,66.87,1885.36,4.95,0,0,0,0,2356.7,2.42,0,0,0,0,0,0
2009,1,080.0 055.0,50,7.89990489524793,2.37827842391397,99.837195920035,2231.3,2104.4,566.417847417353,14.7214017392583,1.51394291470545,200901NH,80,55,2009-01-19,2009-01-16,16,20:38:00,16025.58,89.24,1649.69,0.88,3299.38,90.48,1414.02,39.86,443531.49,1280.76,471.34,153.43,0,0,97096.16,90.15,11783.51,13.91,9191.14,14.53,0,0,0,0,7541.45,47.3,3299.38,3.9,34407.86,755.58,41006.63,66.87,1885.36,4.95,0,0,0,0,2356.7,2.42,0,0,0,0,0,0
2009,1,080.0 055.0,100,7.74376581191069,1.63174000997404,69.3102140433981,2246,2176.3,833.155360043852,17.2746225679881,1.03716504270481,200901NH,80,55,2009-01-19,2009-01-16,16,20:38:00,16025.58,89.24,1649.69,0.88,3299.38,90.48,1414.02,39.86,443531.49,1280.76,471.34,153.43,0,0,97096.16,90.15,11783.51,13.91,9191.14,14.53,0,0,0,0,7541.45,47.3,3299.38,3.9,34407.86,755.58,41006.63,66.87,1885.36,4.95,0,0,0,0,2356.7,2.42,0,0,0,0,0,0
2009,1,080.0 055.0,171,7.6793375835156,1.38211962400553,59.5781353107677,2262.1,2213.6,971.15343034862,18.0496200100713,0.87841962876386,200901NH,80,55,2009-01-19,2009-01-16,16,20:38:00,16025.58,89.24,1649.69,0.88,3299.38,90.48,1414.02,39.86,443531.49,1280.76,471.34,153.43,0,0,97096.16,90.15,11783.51,13.91,9191.14,14.53,0,0,0,0,7541.45,47.3,3299.38,3.9,34407.86,755.58,41006.63,66.87,1885.36,4.95,0,0,0,0,2356.7,2.42,0,0,0,0,0,0
2009,3,080.0 055.0,3,8.06038264753671,3.41977886066119,142.189756788919,2232.2,2035.6,376.131770837059,12.0759638273266,2.1797701462448,200903JD,80,55,2009-03-20,2009-03-16,16,00:39:00,32012.92,120.05,1385.29,1.49,3212.27,66.85,2554.86,74.33,319373.96,927.87,359.95,8.22,568.89,0.15,206992.9,182.38,26686.38,22.18,23060.82,41.37,2089.32,0.38,0,0,30457.36,337.71,11257.32,23,181664.33,4398.51,30172.37,66.78,1266.08,7.61,10920.08,19.18,346.32,8.35,697.19,0.52,0,0,1038.97,0.31,0,0
2009,3,080.0 055.0,21,8.05147046983808,3.34055495969284,139.345897420264,2230.2,2038,383.973806415055,12.2118613764407,2.12935392097686,200903JD,80,55,2009-03-20,2009-03-16,16,00:39:00,32012.92,120.05,1385.29,1.49,3212.27,66.85,2554.86,74.33,319373.96,927.87,359.95,8.22,568.89,0.15,206992.9,182.38,26686.38,22.18,23060.82,41.37,2089.32,0.38,0,0,30457.36,337.71,11257.32,23,181664.33,4398.51,30172.37,66.78,1266.08,7.61,10920.08,19.18,346.32,8.35,697.19,0.52,0,0,1038.97,0.31,0,0
2009,3,080.0 055.0,51,7.86586265338685,2.14405438324469,90.0399612936261,2229.7,2119.8,615.310012433577,15.5032171451263,1.36258497007452,200903JD,80,55,2009-03-20,2009-03-16,16,00:39:00,32012.92,120.05,1385.29,1.49,3212.27,66.85,2554.86,74.33,319373.96,927.87,359.95,8.22,568.89,0.15,206992.9,182.38,26686.38,22.18,23060.82,41.37,2089.32,0.38,0,0,30457.36,337.71,11257.32,23,181664.33,4398.51,30172.37,66.78,1266.08,7.61,10920.08,19.18,346.32,8.35,697.19,0.52,0,0,1038.97,0.31,0,0
2009,3,080.0 055.0,102,7.73651431538947,1.56334198322174,66.4473557640368,2247.3,2183.2,845.521533952453,17.5369136174735,0.992493891201359,200903JD,80,55,2009-03-20,2009-03-16,16,00:39:00,32012.92,120.05,1385.29,1.49,3212.27,66.85,2554.86,74.33,319373.96,927.87,359.95,8.22,568.89,0.15,206992.9,182.38,26686.38,22.18,23060.82,41.37,2089.32,0.38,0,0,30457.36,337.71,11257.32,23,181664.33,4398.51,30172.37,66.78,1266.08,7.61,10920.08,19.18,346.32,8.35,697.19,0.52,0,0,1038.97,0.31,0,0
2009,3,080.0 055.0,169,7.64939220194325,1.28411074186998,55.3605109279871,2268.9,2230.6,1046.19127049171,18.3182841771809,0.815745072950986,200903JD,80,55,2009-03-20,2009-03-16,16,00:39:00,32012.92,120.05,1385.29,1.49,3212.27,66.85,2554.86,74.33,319373.96,927.87,359.95,8.22,568.89,0.15,206992.9,182.38,26686.38,22.18,23060.82,41.37,2089.32,0.38,0,0,30457.36,337.71,11257.32,23,181664.33,4398.51,30172.37,66.78,1266.08,7.61,10920.08,19.18,346.32,8.35,697.19,0.52,0,0,1038.97,0.31,0,0
2009,7,080.0 055.0,2,8.02374815512269,3.35550396860382,139.574976976716,2243.9,2052.4,416.99735063261,12.2417578600018,2.14528939311661,200907M2,80,55,2009-07-27,2009-07-23,23,08:59:00,10722.45,164.37,9537.67,8.7,9891.47,440.31,8056.08,281.25,299274.57,1477.49,116.44,55.49,1126.56,3.19,82822.1,121.54,6750.39,6.39,15188.37,30.24,10161.41,1.12,0,0,18541.17,198.95,27652.15,170.58,24339.66,421.97,33164.02,100.87,4515.19,14.73,3388.63,5.34,1705.51,11.93,5067.27,32.05,0,0,4497.27,1.42,44.78,19.19
2009,7,080.0 055.0,20,7.83622545422006,2.0835489790617,87.0331172186601,2235.7,2132.1,668.669380887139,15.7590267748742,1.32552523529424,200907M2,80,55,2009-07-27,2009-07-23,23,08:59:00,10722.45,164.37,9537.67,8.7,9891.47,440.31,8056.08,281.25,299274.57,1477.49,116.44,55.49,1126.56,3.19,82822.1,121.54,6750.39,6.39,15188.37,30.24,10161.41,1.12,0,0,18541.17,198.95,27652.15,170.58,24339.66,421.97,33164.02,100.87,4515.19,14.73,3388.63,5.34,1705.51,11.93,5067.27,32.05,0,0,4497.27,1.42,44.78,19.19
2009,7,080.0 055.0,50,7.76301204289599,1.71614273590692,72.1535315122078,2239.8,2164.3,797.858655428347,17.0285924299078,1.09029749842195,200907M2,80,55,2009-07-27,2009-07-23,23,08:59:00,10722.45,164.37,9537.67,8.7,9891.47,440.31,8056.08,281.25,299274.57,1477.49,116.44,55.49,1126.56,3.19,82822.1,121.54,6750.39,6.39,15188.37,30.24,10161.41,1.12,0,0,18541.17,198.95,27652.15,170.58,24339.66,421.97,33164.02,100.87,4515.19,14.73,3388.63,5.34,1705.51,11.93,5067.27,32.05,0,0,4497.27,1.42,44.78,19.19
2009,7,080.0 055.0,101,7.70627430106037,1.49251666863771,63.4347591712731,2251.3,2194.2,914.404897937103,17.7496419759753,0.948253196496971,200907M2,80,55,2009-07-27,2009-07-23,23,08:59:00,10722.45,164.37,9537.67,8.7,9891.47,440.31,8056.08,281.25,299274.57,1477.49,116.44,55.49,1126.56,3.19,82822.1,121.54,6750.39,6.39,15188.37,30.24,10161.41,1.12,0,0,18541.17,198.95,27652.15,170.58,24339.66,421.97,33164.02,100.87,4515.19,14.73,3388.63,5.34,1705.51,11.93,5067.27,32.05,0,0,4497.27,1.42,44.78,19.19
2009,7,080.0 055.0,171,7.67186901528656,1.35832433731698,58.568087866364,2266.3,2220.3,990.259180971296,18.1237320420473,0.863217641306547,200907M2,80,55,2009-07-27,2009-07-23,23,08:59:00,10722.45,164.37,9537.67,8.7,9891.47,440.31,8056.08,281.25,299274.57,1477.49,116.44,55.49,1126.56,3.19,82822.1,121.54,6750.39,6.39,15188.37,30.24,10161.41,1.12,0,0,18541.17,198.95,27652.15,170.58,24339.66,421.97,33164.02,100.87,4515.19,14.73,3388.63,5.34,1705.51,11.93,5067.27,32.05,0,0,4497.27,1.42,44.78,19.19
2009,7,080.0 080.0,2,8.06750373331633,3.87573620188141,160.598295934781,2225.2,2001.4,369.454352641731,11.2057653193017,2.4880285486425,200907M2,80,80,2009-07-27,2009-07-23,23,01:02:00,1239.81,12.53,1244.39,1.47,938.15,62.35,2686.02,98.84,194226.05,1111.4,100.91,35.07,430.09,0.17,48814.59,52.44,4144.92,2.81,19031.75,43.86,1798.32,8.97,636.49,25.56,4542.89,60.53,2640.15,181.15,9050.17,447.63,2484.2,3.16,2946.39,9.53,425.5,35.35,855.59,25.72,4940.87,86.5,0,0,2067.87,0.96,1547.12,122.52
2009,11,080.0 080.0,2,8.07702387786602,3.86871182075896,160.378625604427,2225,2001.2,359.949089934414,11.2160039449672,2.48011594759713,200911NH,80,80,2009-11-19,2009-11-14,14,15:33:00,847.86,2.26,0,0,5023.87,68.42,1959.59,88.75,252731.23,826.05,8.8,10.93,419.53,0.95,18879.05,30.58,1258.6,0.96,4614.88,7.28,57.17,6.83,0,0,5453.95,35.07,459.11,11.56,1691.33,17.45,1258.6,1.32,10082.02,16.21,419.53,0.49,57.17,5.39,11755.76,48.86,0,0,839.07,0.25,0,0
2009,11,090.0 030.0,1,8.07283761407547,4.17982049981025,173.190127500899,2237.7,1995.5,365.49945664734,10.7411641098577,2.69573556679824,200911NH,90,30,2009-11-12,2009-11-14,14,18:38:00,35755.1,274.3,4766.08,3.96,4374.81,40,1953.73,53,234132.3,926.35,76.09,18.57,0,0,54228.41,79.86,595.76,0.34,24435.66,63.58,2440.11,14.82,0,0,14298.24,84.52,2411.57,19.9,5995.64,55.6,3579.31,5.84,6572.38,21.86,595.76,0.18,4.76,0.44,11328.95,19.04,0,0,1191.52,0.37,0,0
2009,11,090.0 030.0,20,8.07506498221981,4.0283557284557,167.521414005357,2232.5,1998.3,361.943383314191,10.9417378768027,2.59131661723524,200911NH,90,30,2009-11-12,2009-11-14,14,18:38:00,35755.1,274.3,4766.08,3.96,4374.81,40,1953.73,53,234132.3,926.35,76.09,18.57,0,0,54228.41,79.86,595.76,0.34,24435.66,63.58,2440.11,14.82,0,0,14298.24,84.52,2411.57,19.9,5995.64,55.6,3579.31,5.84,6572.38,21.86,595.76,0.18,4.76,0.44,11328.95,19.04,0,0,1191.52,0.37,0,0
2009,11,090.0 030.0,50,7.98117534010413,2.88380357854989,120.788601320032,2216.8,2054.6,458.393910775299,13.2219184587532,1.83858542233895,200911NH,90,30,2009-11-12,2009-11-14,14,18:38:00,35755.1,274.3,4766.08,3.96,4374.81,40,1953.73,53,234132.3,926.35,76.09,18.57,0,0,54228.41,79.86,595.76,0.34,24435.66,63.58,2440.11,14.82,0,0,14298.24,84.52,2411.57,19.9,5995.64,55.6,3579.31,5.84,6572.38,21.86,595.76,0.18,4.76,0.44,11328.95,19.04,0,0,1191.52,0.37,0,0
2009,11,090.0 030.0,100,7.8168396269512,1.9498401453387,82.6435629408796,2229.9,2133.9,693.240118213961,16.1045926346712,1.24077042297371,200911NH,90,30,2009-11-12,2009-11-14,14,18:38:00,35755.1,274.3,4766.08,3.96,4374.81,40,1953.73,53,234132.3,926.35,76.09,18.57,0,0,54228.41,79.86,595.76,0.34,24435.66,63.58,2440.11,14.82,0,0,14298.24,84.52,2411.57,19.9,5995.64,55.6,3579.31,5.84,6572.38,21.86,595.76,0.18,4.76,0.44,11328.95,19.04,0,0,1191.52,0.37,0,0
2009,11,090.0 030.0,171,7.70253091593209,1.4813091095225,63.8064253163427,2253.6,2195.8,917.263318175005,17.7142816075764,0.942339074806295,200911NH,90,30,2009-11-12,2009-11-14,14,18:38:00,35755.1,274.3,4766.08,3.96,4374.81,40,1953.73,53,234132.3,926.35,76.09,18.57,0,0,54228.41,79.86,595.76,0.34,24435.66,63.58,2440.11,14.82,0,0,14298.24,84.52,2411.57,19.9,5995.64,55.6,3579.31,5.84,6572.38,21.86,595.76,0.18,4.76,0.44,11328.95,19.04,0,0,1191.52,0.37,0,0
2009,11,090.0 045.0,2,8.06425596399884,4.18889321834047,173.605573540021,2241,1998.5,374.406188375183,10.732762944333,2.70536256084773,200911NH,90,45,2009-11-12,2009-11-14,14,01:57:00,4236.85,13.9,3631.59,4.36,8589.66,115.27,6817.35,163.58,116500.62,478.11,706.73,165.42,605.26,0.24,30868.48,49.74,0,0,12710.55,27.46,1234.69,5.93,0,0,6667.57,55.65,1254.01,18.49,3636.42,51.47,3631.59,10.56,4261.01,31.87,1215.36,2.12,610.1,13.39,16346.97,62.65,0,0,4241.68,1.88,0,0
2009,11,090.0 045.0,20,8.06240839657154,4.14791048471932,172.408065925674,2239.3,1998.5,375.328108295702,10.770780437106,2.6786432527852,200911NH,90,45,2009-11-12,2009-11-14,14,01:57:00,4236.85,13.9,3631.59,4.36,8589.66,115.27,6817.35,163.58,116500.62,478.11,706.73,165.42,605.26,0.24,30868.48,49.74,0,0,12710.55,27.46,1234.69,5.93,0,0,6667.57,55.65,1254.01,18.49,3636.42,51.47,3631.59,10.56,4261.01,31.87,1215.36,2.12,610.1,13.39,16346.97,62.65,0,0,4241.68,1.88,0,0
2009,11,090.0 045.0,50,7.92194985272782,2.48551453633846,104.216676484346,2218.8,2084.1,533.241260379089,14.3532974319107,1.58224814940207,200911NH,90,45,2009-11-12,2009-11-14,14,01:57:00,4236.85,13.9,3631.59,4.36,8589.66,115.27,6817.35,163.58,116500.62,478.11,706.73,165.42,605.26,0.24,30868.48,49.74,0,0,12710.55,27.46,1234.69,5.93,0,0,6667.57,55.65,1254.01,18.49,3636.42,51.47,3631.59,10.56,4261.01,31.87,1215.36,2.12,610.1,13.39,16346.97,62.65,0,0,4241.68,1.88,0,0
2009,11,090.0 045.0,100,7.75515041772784,1.70183685535405,72.204381837801,2235.5,2160,809.19992975325,16.9918906049127,1.08268752247157,200911NH,90,45,2009-11-12,2009-11-14,14,01:57:00,4236.85,13.9,3631.59,4.36,8589.66,115.27,6817.35,163.58,116500.62,478.11,706.73,165.42,605.26,0.24,30868.48,49.74,0,0,12710.55,27.46,1234.69,5.93,0,0,6667.57,55.65,1254.01,18.49,3636.42,51.47,3631.59,10.56,4261.01,31.87,1215.36,2.12,610.1,13.39,16346.97,62.65,0,0,4241.68,1.88,0,0
2009,11,090.0 045.0,171,7.69763932441407,1.46300721194425,63.0355928196576,2256.3,2200.2,928.841263863903,17.7763255058198,0.930606591495223,200911NH,90,45,2009-11-12,2009-11-14,14,01:57:00,4236.85,13.9,3631.59,4.36,8589.66,115.27,6817.35,163.58,116500.62,478.11,706.73,165.42,605.26,0.24,30868.48,49.74,0,0,12710.55,27.46,1234.69,5.93,0,0,6667.57,55.65,1254.01,18.49,3636.42,51.47,3631.59,10.56,4261.01,31.87,1215.36,2.12,610.1,13.39,16346.97,62.65,0,0,4241.68,1.88,0,0
2009,11,090.0 060.0,1,8.08156274464189,4.11096229622023,170.580222856985,2244,2005.4,357.80748814598,10.8638552264963,2.64441714768283,200911NH,90,60,2009-11-11,2009-11-14,14,15:11:00,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0
2009,11,090.0 060.0,20,8.07988651748731,4.05967626229645,169.028016359516,2243.9,2007.5,358.642217841887,10.9212264718316,2.61066639778939,200911NH,90,60,2009-11-11,2009-11-14,14,15:11:00,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0
2009,11,090.0 060.0,49,7.8706076753328,2.26310185110667,94.965024999316,2232,2114.1,611.303826011539,15.1034681471192,1.44133662004397,200911NH,90,60,2009-11-11,2009-11-14,14,15:11:00,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0
2009,11,090.0 060.0,100,7.76827194957165,1.69017157317008,71.7648227431383,2243.1,2167.9,781.82619922477,17.0852067495625,1.07346291194283,200911NH,90,60,2009-11-11,2009-11-14,14,15:11:00,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0
2009,11,090.0 060.0,170,7.72107483255893,1.48086341134759,63.8185044229163,2259.6,2201,873.500620942165,17.7816740170958,0.940338891028844,200911NH,90,60,2009-11-11,2009-11-14,14,15:11:00,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0
2009,11,090.0 090.0,2,8.07931449063793,3.9400201167085,163.264244670235,2224.2,1996,357.654519088296,11.0919168708176,2.52829159249247,200911NH,90,90,2009-11-10,2009-11-14,14,19:38:00,2354.59,21.2,1765.94,1.45,9069.35,138.47,11320.57,257.9,369706.81,1211.4,51.69,28.16,0,0,87124.5,102.43,2354.59,3.49,20612.05,38.08,2457.96,11.49,588.65,0.37,10021.1,117.81,1803.53,73.12,3541.28,216.9,5297.83,7.81,8259.86,39.19,1986.79,35.22,0,0,10652.04,24.7,0,0,1177.29,0.57,0,0
2009,11,090.0 090.0,21,8.08704860537447,3.94647140850474,164.098882823003,2223.9,1994.1,349.389223196201,11.0554146792134,2.53112712429346,200911NH,90,90,2009-11-10,2009-11-14,14,19:38:00,2354.59,21.2,1765.94,1.45,9069.35,138.47,11320.57,257.9,369706.81,1211.4,51.69,28.16,0,0,87124.5,102.43,2354.59,3.49,20612.05,38.08,2457.96,11.49,588.65,0.37,10021.1,117.81,1803.53,73.12,3541.28,216.9,5297.83,7.81,8259.86,39.19,1986.79,35.22,0,0,10652.04,24.7,0,0,1177.29,0.57,0,0
2009,11,090.0 090.0,51,8.08663197252556,3.83434796741838,160.408265447207,2227.6,2003.1,348.961704454946,11.2183824746875,2.45587843847274,200911NH,90,90,2009-11-10,2009-11-14,14,19:38:00,2354.59,21.2,1765.94,1.45,9069.35,138.47,11320.57,257.9,369706.81,1211.4,51.69,28.16,0,0,87124.5,102.43,2354.59,3.49,20612.05,38.08,2457.96,11.49,588.65,0.37,10021.1,117.81,1803.53,73.12,3541.28,216.9,5297.83,7.81,8259.86,39.19,1986.79,35.22,0,0,10652.04,24.7,0,0,1177.29,0.57,0,0
2009,11,090.0 090.0,100,7.94801163630877,2.51894334408998,106.512801832127,2212,2072.4,493.693373093862,14.168926439654,1.60162337264043,200911NH,90,90,2009-11-10,2009-11-14,14,19:38:00,2354.59,21.2,1765.94,1.45,9069.35,138.47,11320.57,257.9,369706.81,1211.4,51.69,28.16,0,0,87124.5,102.43,2354.59,3.49,20612.05,38.08,2457.96,11.49,588.65,0.37,10021.1,117.81,1803.53,73.12,3541.28,216.9,5297.83,7.81,8259.86,39.19,1986.79,35.22,0,0,10652.04,24.7,0,0,1177.29,0.57,0,0
2009,11,090.0 090.0,171,7.81232338268653,1.84644409221533,79.4668027161766,2242.8,2152.1,695.016263569252,16.4237653116331,1.17400408658475,200911NH,90,90,2009-11-10,2009-11-14,14,19:38:00,2354.59,21.2,1765.94,1.45,9069.35,138.47,11320.57,257.9,369706.81,1211.4,51.69,28.16,0,0,87124.5,102.43,2354.59,3.49,20612.05,38.08,2457.96,11.49,588.65,0.37,10021.1,117.81,1803.53,73.12,3541.28,216.9,5297.83,7.81,8259.86,39.19,1986.79,35.22,0,0,10652.04,24.7,0,0,1177.29,0.57,0,0
2010,1,080.0 080.0,2,8.08141925193376,3.59821232948534,149.251606591257,2212.9,2004.8,353.553393119734,11.6626676299832,2.29518258462947,201001NH,80,80,2010-01-28,2010-01-22,22,19:05:00,573.02,0.54,1146.05,1.06,6628.03,255.91,1805.98,103.68,126806.37,700.92,256.15,114.95,1146.05,0.57,71059.59,88.45,2292.1,2.84,4011.17,8.01,1173.49,4.5,573.02,11.32,5161.79,59.54,41.17,111.58,1751.09,43.31,573.02,0.76,10323.59,44.33,1150.62,7.35,18.3,1.47,1146.05,1.23,0,0,0,0,0,0
2010,1,090.0 030.0,2,8.08065191249679,3.92524617625676,162.975302161294,2236.6,2008.9,357.618398463989,11.1397825939823,2.51746507660702,201001NH,90,30,2010-01-19,2010-01-22,22,06:44:00,2126.04,19.31,964.54,0.75,237.4,3.56,249.53,9.41,128755.07,344.1,32.35,20.15,192.91,0.34,11582.61,18.36,578.73,1.26,2700.72,3.68,196.95,1.48,0,0,578.73,12.19,196.95,5.98,1173.63,10.61,385.82,0.42,1165.54,3.14,192.91,0.89,0,0,1358.45,210.43,0,0,192.91,0.2,0,0
2010,1,090.0 030.0,20,8.07844412084141,3.8998322024577,162.412530908885,2236.1,2009.2,358.962415627042,11.1596913035289,2.50168355986344,201001NH,90,30,2010-01-19,2010-01-22,22,06:44:00,2126.04,19.31,964.54,0.75,237.4,3.56,249.53,9.41,128755.07,344.1,32.35,20.15,192.91,0.34,11582.61,18.36,578.73,1.26,2700.72,3.68,196.95,1.48,0,0,578.73,12.19,196.95,5.98,1173.63,10.61,385.82,0.42,1165.54,3.14,192.91,0.89,0,0,1358.45,210.43,0,0,192.91,0.2,0,0
2010,1,090.0 030.0,50,8.06490187015464,3.74585133505488,156.805791770744,2233.8,2015.4,370.75237908583,11.3876606067522,2.40204262634994,201001NH,90,30,2010-01-19,2010-01-22,22,06:44:00,2126.04,19.31,964.54,0.75,237.4,3.56,249.53,9.41,128755.07,344.1,32.35,20.15,192.91,0.34,11582.61,18.36,578.73,1.26,2700.72,3.68,196.95,1.48,0,0,578.73,12.19,196.95,5.98,1173.63,10.61,385.82,0.42,1165.54,3.14,192.91,0.89,0,0,1358.45,210.43,0,0,192.91,0.2,0,0
2010,1,090.0 030.0,100,7.90922306424674,2.34365384865863,99.1946012921557,2217.9,2091.2,546.351564432733,14.7272551235572,1.49080667812033,201001NH,90,30,2010-01-19,2010-01-22,22,06:44:00,2126.04,19.31,964.54,0.75,237.4,3.56,249.53,9.41,128755.07,344.1,32.35,20.15,192.91,0.34,11582.61,18.36,578.73,1.26,2700.72,3.68,196.95,1.48,0,0,578.73,12.19,196.95,5.98,1173.63,10.61,385.82,0.42,1165.54,3.14,192.91,0.89,0,0,1358.45,210.43,0,0,192.91,0.2,0,0
2010,1,090.0 030.0,171,7.74237777088368,1.60725125255036,69.205778179311,2249.1,2179.4,829.7591402765,17.2915153452524,1.0223207522295,201001NH,90,30,2010-01-19,2010-01-22,22,06:44:00,2126.04,19.31,964.54,0.75,237.4,3.56,249.53,9.41,128755.07,344.1,32.35,20.15,192.91,0.34,11582.61,18.36,578.73,1.26,2700.72,3.68,196.95,1.48,0,0,578.73,12.19,196.95,5.98,1173.63,10.61,385.82,0.42,1165.54,3.14,192.91,0.89,0,0,1358.45,210.43,0,0,192.91,0.2,0,0
2010,1,090.0 045.0,3,8.08005988562122,3.94052970683771,163.654002514644,2237.1,2008.4,358.157631469603,11.1115069805233,2.52823508429785,201001NH,90,45,2010-01-18,2010-01-22,22,15:56:00,0,0,533.49,0.46,1937.15,19,10.49,1.49,24147.24,70.75,73.45,71.13,0,0,5334.86,14.05,0,0,666.86,0.71,270.24,2.5,0,0,403.61,3.6,273.74,12.57,136.87,4.18,266.74,0.44,3.5,0.13,133.37,0.06,136.87,1.52,677.35,1.46,0,0,0,0,0,0
2010,1,090.0 045.0,21,8.07983209485895,3.92395166027429,163.462838916315,2237,2008.5,357.646585238662,11.1175736248421,2.51782479983487,201001NH,90,45,2010-01-18,2010-01-22,22,15:56:00,0,0,533.49,0.46,1937.15,19,10.49,1.49,24147.24,70.75,73.45,71.13,0,0,5334.86,14.05,0,0,666.86,0.71,270.24,2.5,0,0,403.61,3.6,273.74,12.57,136.87,4.18,266.74,0.44,3.5,0.13,133.37,0.06,136.87,1.52,677.35,1.46,0,0,0,0,0,0
2010,1,090.0 045.0,50,8.07139710768974,3.80998324157846,159.516190884538,2235,2012.4,364.406387359306,11.2729555106364,2.44394409524563,201001NH,90,45,2010-01-18,2010-01-22,22,15:56:00,0,0,533.49,0.46,1937.15,19,10.49,1.49,24147.24,70.75,73.45,71.13,0,0,5334.86,14.05,0,0,666.86,0.71,270.24,2.5,0,0,403.61,3.6,273.74,12.57,136.87,4.18,266.74,0.44,3.5,0.13,133.37,0.06,136.87,1.52,677.35,1.46,0,0,0,0,0,0
