EXPOCODE,Ship_Name.x,Date.x,Year_UTC,Month_UTC,Day_UTC,Time_UTC,Station_ID,Latitude,Longitude,Depth,CTDTEMP_ITS90,CTDTEMP_flag,Salinity_PSS78,Salinity_flag,DIC,DIC_flag,TA,TA_flag,Cst_Cnt,Btl_Cnt,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_Sal,R_DYNHT,R_Nuts,R_Oxy_µmol/Kg,DIC1,DIC2,TA1,TA2,pH1,pH2,DIC Quality Comment,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Quarter,Sta_Code,Distance,Date.y,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name.y,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,Depthm_Upper,Depthm_Lower
31EB19830318,ELLEN B. SCRIPPS,1983-03-19,1983,3,19,00:00:00,090.0 062.0,32.3513,-120.0954,10,15.360,2,NA,2,1989.4,2,NaN,2,22385,550174,19-8303EB-HY-078-0952-09000620-0010A-7,10,15.36,33.361,5.86,24.631,102.7,255.4164,NA,7,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.33,NA,2.2,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.36,330.2,0.03,NA,255.4164,NA,NA,NA,NA,NA,NA,NA,1983-03-18-C-31EB,198303,19830309000620,09000620,19-8303EB-HY-078-0952-09000620,1,NST,-138.93,1983-03-19,30394,78,09:52:00,32.331666,32,19.9,N,-120.125,-120,7.5,W,90.0,90,90,62.0,62,62.5,2595,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3427,NA,90   62,3101,8303,21.7,NA,NA,NA,NA,NA,NA,27,8,5,30,20,1010,14.7,11.7,NA,NA,7,7,10.9,9.1
31EB19830318,ELLEN B. SCRIPPS,1983-03-19,1983,3,19,00:00:00,090.0 062.0,32.3513,-120.0954,10,NaN,2,NA,2,1989.8,2,NaN,2,22385,550174,19-8303EB-HY-078-0952-09000620-0010A-7,10,15.36,33.361,5.86,24.631,102.7,255.4164,NA,7,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.33,NA,2.2,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.36,330.2,0.03,NA,255.4164,NA,NA,NA,NA,NA,NA,NA,1983-03-18-C-31EB,198303,19830309000620,09000620,19-8303EB-HY-078-0952-09000620,1,NST,-138.93,1983-03-19,30394,78,09:52:00,32.331666,32,19.9,N,-120.125,-120,7.5,W,90.0,90,90,62.0,62,62.5,2595,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3427,NA,90   62,3101,8303,21.7,NA,NA,NA,NA,NA,NA,27,8,5,30,20,1010,14.7,11.7,NA,NA,7,7,10.9,9.1
31EB19830318,ELLEN B. SCRIPPS,1983-03-19,1983,3,19,00:00:00,090.0 062.0,32.3513,-120.0954,10,NaN,2,NA,2,1989.3,2,NaN,2,22385,550174,19-8303EB-HY-078-0952-09000620-0010A-7,10,15.36,33.361,5.86,24.631,102.7,255.4164,NA,7,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.33,NA,2.2,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.36,330.2,0.03,NA,255.4164,NA,NA,NA,NA,NA,NA,NA,1983-03-18-C-31EB,198303,19830309000620,09000620,19-8303EB-HY-078-0952-09000620,1,NST,-138.93,1983-03-19,30394,78,09:52:00,32.331666,32,19.9,N,-120.125,-120,7.5,W,90.0,90,90,62.0,62,62.5,2595,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3427,NA,90   62,3101,8303,21.7,NA,NA,NA,NA,NA,NA,27,8,5,30,20,1010,14.7,11.7,NA,NA,7,7,10.9,9.1
31EB19830318,ELLEN B. SCRIPPS,1983-03-19,1983,3,19,00:00:00,090.0 062.0,32.3513,-120.0954,10,NaN,2,NA,2,1988.6,2,NaN,2,22385,550174,19-8303EB-HY-078-0952-09000620-0010A-7,10,15.36,33.361,5.86,24.631,102.7,255.4164,NA,7,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.33,NA,2.2,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.36,330.2,0.03,NA,255.4164,NA,NA,NA,NA,NA,NA,NA,1983-03-18-C-31EB,198303,19830309000620,09000620,19-8303EB-HY-078-0952-09000620,1,NST,-138.93,1983-03-19,30394,78,09:52:00,32.331666,32,19.9,N,-120.125,-120,7.5,W,90.0,90,90,62.0,62,62.5,2595,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3427,NA,90   62,3101,8303,21.7,NA,NA,NA,NA,NA,NA,27,8,5,30,20,1010,14.7,11.7,NA,NA,7,7,10.9,9.1
32WC19830406,WESTWIND,1983-04-06,1983,4,6,00:00:00,090.0 060.0,32.4179,-119.9593,10,15.060,2,33.282,2,1991.5,2,NaN,2,22405,550515,19-8304WC-HY-096-1916-09000600-0010A-3,10,15.06,33.293,5.92,24.644,103.1,258.0284,NA,3,2,NA,3,NA,9,NA,NA,NA,0.22,NA,0.03,NA,0.38,NA,2.2,NA,0.01,NA,0.2,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.06,328.9,0.03,NA,258.0284,NA,NA,NA,NA,NA,NA,NA,1983-04-06-C-32WC,198304,19830409000600,09000600,19-8304WC-HY-096-1916-09000600,2,ST,-128.91,1983-04-06,30412,96,19:16:00,32.416666,32,25,N,-119.955,-119,57.3,W,90.0,90,90,60.0,60,60,915,NA,NA,WESTWIND,32WC,HY,NA,3448,NA,90   60,3103,8304,22.3,NA,NA,NA,NA,NA,NA,32,5,NA,36,12,1014.2,16.9,11.6,0,NA,0,8,10.9,9.1
32WC19830406,WESTWIND,1983-04-06,1983,4,6,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,33.281,2,1988.5,2,NaN,2,22405,550515,19-8304WC-HY-096-1916-09000600-0010A-3,10,15.06,33.293,5.92,24.644,103.1,258.0284,NA,3,2,NA,3,NA,9,NA,NA,NA,0.22,NA,0.03,NA,0.38,NA,2.2,NA,0.01,NA,0.2,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.06,328.9,0.03,NA,258.0284,NA,NA,NA,NA,NA,NA,NA,1983-04-06-C-32WC,198304,19830409000600,09000600,19-8304WC-HY-096-1916-09000600,2,ST,-128.91,1983-04-06,30412,96,19:16:00,32.416666,32,25,N,-119.955,-119,57.3,W,90.0,90,90,60.0,60,60,915,NA,NA,WESTWIND,32WC,HY,NA,3448,NA,90   60,3103,8304,22.3,NA,NA,NA,NA,NA,NA,32,5,NA,36,12,1014.2,16.9,11.6,0,NA,0,8,10.9,9.1
32WC19830406,WESTWIND,1983-04-06,1983,4,6,00:00:00,090.0 065.0,32.2513,-120.2993,10,15.230,2,33.395,2,1992.9,2,NaN,2,22406,550537,19-8304WC-HY-096-1548-09000650-0010A-3,10,15.23,33.409,5.88,24.697,102.8,256.2717,NA,3,2,NA,3,NA,9,NA,NA,NA,0.27,NA,0.04,NA,0.32,NA,2.3,NA,0.01,NA,0,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.23,324,0.03,NA,256.2717,NA,NA,NA,NA,NA,NA,NA,1983-04-06-C-32WC,198304,19830409000650,09000650,19-8304WC-HY-096-1548-09000650,2,NRO,-149.27,1983-04-06,30412,96,15:48:00,32.243333,32,14.6,N,-120.3,-120,18,W,90.0,90,90,65.0,65,65.1,3036,NA,NA,WESTWIND,32WC,HY,NA,3449,NA,90   65,3103,8304,79.4,NA,NA,NA,NA,NA,NA,32,5,NA,35,15,1013.5,15.8,12.6,0,NA,0,8,10.9,9.1
32WC19830406,WESTWIND,1983-04-06,1983,4,6,00:00:00,090.0 065.0,32.2513,-120.2993,10,NaN,2,33.398,2,1991.8,2,NaN,2,22406,550537,19-8304WC-HY-096-1548-09000650-0010A-3,10,15.23,33.409,5.88,24.697,102.8,256.2717,NA,3,2,NA,3,NA,9,NA,NA,NA,0.27,NA,0.04,NA,0.32,NA,2.3,NA,0.01,NA,0,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,15.23,324,0.03,NA,256.2717,NA,NA,NA,NA,NA,NA,NA,1983-04-06-C-32WC,198304,19830409000650,09000650,19-8304WC-HY-096-1548-09000650,2,NRO,-149.27,1983-04-06,30412,96,15:48:00,32.243333,32,14.6,N,-120.3,-120,18,W,90.0,90,90,65.0,65,65.1,3036,NA,NA,WESTWIND,32WC,HY,NA,3449,NA,90   65,3103,8304,79.4,NA,NA,NA,NA,NA,NA,32,5,NA,35,15,1013.5,15.8,12.6,0,NA,0,8,10.9,9.1
31EB19830817,ELLEN B. SCRIPPS,1983-08-19,1983,8,19,00:00:00,090.0 060.0,32.4179,-119.9593,10,19.680,2,33.419,2,1978.9,2,NaN,2,22445,551569,19-8308EB-HY-231-0155-09000600-0010A-7,10,19.67,33.402,5.42,23.631,103.3,236.4692,NA,7,2,NA,3,NA,9,NA,NA,NA,0.17,NA,0.03,NA,0.28,NA,0.7,NA,0.02,NA,0.2,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,19.67,425.7,0.04,NA,236.4692,NA,NA,NA,NA,NA,NA,NA,1983-08-17-C-31EB,198308,19830809000600,09000600,19-8308EB-HY-231-0155-09000600,3,ST,-129.35,1983-08-19,30547,231,01:55:00,32.405,32,24.3,N,-119.956666,-119,57.4,W,90.0,90,90.1,60.0,60,60.1,889,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3492,NA,90   60,3101,8308,27.3,NA,NA,NA,NA,NA,NA,31,4,5,31,4,1013.8,18.7,18.1,2,6,8,7,10.9,9.1
31EB19830817,ELLEN B. SCRIPPS,1983-08-19,1983,8,19,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,NA,2,1979.0,2,NaN,2,22445,551569,19-8308EB-HY-231-0155-09000600-0010A-7,10,19.67,33.402,5.42,23.631,103.3,236.4692,NA,7,2,NA,3,NA,9,NA,NA,NA,0.17,NA,0.03,NA,0.28,NA,0.7,NA,0.02,NA,0.2,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,19.67,425.7,0.04,NA,236.4692,NA,NA,NA,NA,NA,NA,NA,1983-08-17-C-31EB,198308,19830809000600,09000600,19-8308EB-HY-231-0155-09000600,3,ST,-129.35,1983-08-19,30547,231,01:55:00,32.405,32,24.3,N,-119.956666,-119,57.4,W,90.0,90,90.1,60.0,60,60.1,889,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3492,NA,90   60,3101,8308,27.3,NA,NA,NA,NA,NA,NA,31,4,5,31,4,1013.8,18.7,18.1,2,6,8,7,10.9,9.1
31EB19830817,ELLEN B. SCRIPPS,1983-08-19,1983,8,19,00:00:00,090.0 065.0,32.2513,-120.2993,10,19.330,2,33.455,2,1983.2,2,NaN,2,22446,551604,19-8308EB-HY-231-0601-09000650-0010A-7,10,19.33,33.448,5.43,23.753,102.9,236.8772,NA,7,2,NA,3,NA,9,NA,NA,NA,0.13,NA,0.03,NA,0.25,NA,1.3,NA,0.01,NA,0,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,19.33,414,0.04,NA,236.8772,NA,NA,NA,NA,NA,NA,NA,1983-08-17-C-31EB,198308,19830809000650,09000650,19-8308EB-HY-231-0601-09000650,3,NRO,-150.19,1983-08-19,30547,231,06:01:00,32.23,32,13.8,N,-120.311666,-120,18.7,W,90.0,90,90.1,65.0,65,65.3,3730,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3493,NA,90   65,3101,8308,23.9,NA,NA,NA,NA,NA,NA,30,4,5,28,5,1015.3,18.4,17.4,2,6,8,6,10.9,9.1
31EB19830817,ELLEN B. SCRIPPS,1983-08-19,1983,8,19,00:00:00,090.0 065.0,32.2513,-120.2993,10,NaN,2,NA,2,1982.9,2,NaN,2,22446,551604,19-8308EB-HY-231-0601-09000650-0010A-7,10,19.33,33.448,5.43,23.753,102.9,236.8772,NA,7,2,NA,3,NA,9,NA,NA,NA,0.13,NA,0.03,NA,0.25,NA,1.3,NA,0.01,NA,0,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,19.33,414,0.04,NA,236.8772,NA,NA,NA,NA,NA,NA,NA,1983-08-17-C-31EB,198308,19830809000650,09000650,19-8308EB-HY-231-0601-09000650,3,NRO,-150.19,1983-08-19,30547,231,06:01:00,32.23,32,13.8,N,-120.311666,-120,18.7,W,90.0,90,90.1,65.0,65,65.3,3730,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3493,NA,90   65,3101,8308,23.9,NA,NA,NA,NA,NA,NA,30,4,5,28,5,1015.3,18.4,17.4,2,6,8,6,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,20.960,2,33.467,2,1974.6,2,NaN,2,22456,551886,19-8309EB-HY-257-0653-09000600-0010A-3,10,20.96,33.473,5.3,23.345,103.5,231.2984,NA,3,2,NA,3,NA,9,NA,NA,NA,0.12,NA,0.03,NA,0.31,NA,2.1,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.96,453,0.04,NA,231.2984,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000600,09000600,19-8309EB-HY-257-0653-09000600,3,ST,-129.31,1983-09-14,30573,257,06:53:00,32.413333,32,24.8,N,-119.961666,-119,57.7,W,90.0,90,90,60.0,60,60.1,962,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3504,NA,90   60,3101,8309,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,1013,19,18.5,2,NA,NA,7,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,20.960,2,33.467,2,1974.6,2,NaN,2,22466,552120,19-8309JD-HY-270-0840-09000600-0010A-5,10,20.59,33.526,NA,23.484,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.59,439.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000600,09000600,19-8309JD-HY-270-0840-09000600,3,ST,-129.08,1983-09-27,30586,270,08:40:00,32.418333,32,25.1,N,-119.96,-119,57.6,W,90.0,90,90,60.0,60,60,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3514,NA,90   60,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,NA,2,1974.5,2,NaN,2,22456,551886,19-8309EB-HY-257-0653-09000600-0010A-3,10,20.96,33.473,5.3,23.345,103.5,231.2984,NA,3,2,NA,3,NA,9,NA,NA,NA,0.12,NA,0.03,NA,0.31,NA,2.1,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.96,453,0.04,NA,231.2984,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000600,09000600,19-8309EB-HY-257-0653-09000600,3,ST,-129.31,1983-09-14,30573,257,06:53:00,32.413333,32,24.8,N,-119.961666,-119,57.7,W,90.0,90,90,60.0,60,60.1,962,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3504,NA,90   60,3101,8309,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,1013,19,18.5,2,NA,NA,7,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,NA,2,1974.5,2,NaN,2,22466,552120,19-8309JD-HY-270-0840-09000600-0010A-5,10,20.59,33.526,NA,23.484,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.59,439.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000600,09000600,19-8309JD-HY-270-0840-09000600,3,ST,-129.08,1983-09-27,30586,270,08:40:00,32.418333,32,25.1,N,-119.96,-119,57.6,W,90.0,90,90,60.0,60,60,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3514,NA,90   60,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,33.466,2,1975.9,2,NaN,2,22456,551886,19-8309EB-HY-257-0653-09000600-0010A-3,10,20.96,33.473,5.3,23.345,103.5,231.2984,NA,3,2,NA,3,NA,9,NA,NA,NA,0.12,NA,0.03,NA,0.31,NA,2.1,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.96,453,0.04,NA,231.2984,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000600,09000600,19-8309EB-HY-257-0653-09000600,3,ST,-129.31,1983-09-14,30573,257,06:53:00,32.413333,32,24.8,N,-119.961666,-119,57.7,W,90.0,90,90,60.0,60,60.1,962,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3504,NA,90   60,3101,8309,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,1013,19,18.5,2,NA,NA,7,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,33.466,2,1975.9,2,NaN,2,22466,552120,19-8309JD-HY-270-0840-09000600-0010A-5,10,20.59,33.526,NA,23.484,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.59,439.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000600,09000600,19-8309JD-HY-270-0840-09000600,3,ST,-129.08,1983-09-27,30586,270,08:40:00,32.418333,32,25.1,N,-119.96,-119,57.6,W,90.0,90,90,60.0,60,60,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3514,NA,90   60,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,NA,2,1974.7,2,NaN,2,22456,551886,19-8309EB-HY-257-0653-09000600-0010A-3,10,20.96,33.473,5.3,23.345,103.5,231.2984,NA,3,2,NA,3,NA,9,NA,NA,NA,0.12,NA,0.03,NA,0.31,NA,2.1,NA,0,NA,0.1,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.96,453,0.04,NA,231.2984,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000600,09000600,19-8309EB-HY-257-0653-09000600,3,ST,-129.31,1983-09-14,30573,257,06:53:00,32.413333,32,24.8,N,-119.961666,-119,57.7,W,90.0,90,90,60.0,60,60.1,962,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3504,NA,90   60,3101,8309,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,1013,19,18.5,2,NA,NA,7,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 060.0,32.4179,-119.9593,10,NaN,2,NA,2,1974.7,2,NaN,2,22466,552120,19-8309JD-HY-270-0840-09000600-0010A-5,10,20.59,33.526,NA,23.484,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.59,439.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000600,09000600,19-8309JD-HY-270-0840-09000600,3,ST,-129.08,1983-09-27,30586,270,08:40:00,32.418333,32,25.1,N,-119.96,-119,57.6,W,90.0,90,90,60.0,60,60,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3514,NA,90   60,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 065.0,32.2513,-120.2993,10,20.720,2,33.497,2,1983.6,2,NaN,2,22457,551916,19-8309EB-HY-257-1040-09000650-0010A-3,10,20.72,33.495,5.31,23.426,103.2,231.7164,NA,3,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.36,NA,3.3,NA,0,NA,0.4,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.72,445.2,0.04,NA,231.7164,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000650,09000650,19-8309EB-HY-257-1040-09000650,3,NRO,-149.3,1983-09-14,30573,257,10:40:00,32.24,32,14.4,N,-120.298333,-120,17.9,W,90.0,90,90.1,65.0,65,65.1,3711,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3505,NA,90   65,3101,8309,24.5,NA,NA,NA,NA,NA,NA,31,4,4,31,6,1012.9,18.8,18.3,2,6,8,6,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 065.0,32.2513,-120.2993,10,20.720,2,33.497,2,1983.6,2,NaN,2,22467,552142,19-8309JD-HY-270-1135-09000650-0010A-5,10,20.62,33.529,NA,23.478,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.62,440.2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000650,09000650,19-8309JD-HY-270-1135-09000650,3,NRO,-149.01,1983-09-27,30586,270,11:35:00,32.251666,32,15.1,N,-120.3,-120,18,W,90.0,90,90,65.0,65,65,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3515,NA,90   65,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 065.0,32.2513,-120.2993,10,NaN,2,NA,2,1983.6,2,NaN,2,22457,551916,19-8309EB-HY-257-1040-09000650-0010A-3,10,20.72,33.495,5.31,23.426,103.2,231.7164,NA,3,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0.02,NA,0.36,NA,3.3,NA,0,NA,0.4,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.72,445.2,0.04,NA,231.7164,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31EB,198309,19830909000650,09000650,19-8309EB-HY-257-1040-09000650,3,NRO,-149.3,1983-09-14,30573,257,10:40:00,32.24,32,14.4,N,-120.298333,-120,17.9,W,90.0,90,90.1,65.0,65,65.1,3711,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3505,NA,90   65,3101,8309,24.5,NA,NA,NA,NA,NA,NA,31,4,4,31,6,1012.9,18.8,18.3,2,6,8,6,10.9,9.1
31EB19830913,ELLEN B. SCRIPPS,1983-09-14,1983,9,14,00:00:00,090.0 065.0,32.2513,-120.2993,10,NaN,2,NA,2,1983.6,2,NaN,2,22467,552142,19-8309JD-HY-270-1135-09000650-0010A-5,10,20.62,33.529,NA,23.478,NA,NA,NA,5,2,NA,3,NA,9,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.62,440.2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983-09-13-C-31JD,198309,19830909000650,09000650,19-8309JD-HY-270-1135-09000650,3,NRO,-149.01,1983-09-27,30586,270,11:35:00,32.251666,32,15.1,N,-120.3,-120,18,W,90.0,90,90,65.0,65,65,NA,NA,NA,RV DAVID STARR JORDAN,31JD,HY,NA,3515,NA,90   65,3101,8309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,9.1
31EB19831010,ELLEN B. SCRIPPS,1983-10-12,1983,10,12,00:00:00,090.0 065.0,32.2513,-120.2993,10,20.290,2,33.539,2,1975.7,2,NaN,2,22479,552471,19-8310EB-HY-285-0934-09000650-0010A-7,10,20.29,33.543,5.38,23.576,103.8,234.7366,NA,7,2,NA,3,NA,9,NA,NA,NA,0.1,NA,0,NA,0.32,NA,1.9,NA,0,NA,0,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,10,20.29,430.8,0.04,NA,234.7366,NA,NA,NA,NA,NA,NA,NA,1983-10-10-C-31EB,198310,19831009000650,09000650,19-8310EB-HY-285-0934-09000650,4,NRO,-149.62,1983-10-12,30601,285,09:34:00,32.236666,32,14.2,N,-120.303333,-120,18.2,W,90.0,90,90.1,65.0,65,65.2,NA,NA,NA,ELLEN B. SCRIPPS,31EB,HY,NA,3528,NA,90   65,3101,8310,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,16,1016,19.5,18.8,0,NA,NA,7,10.9,9.1
