TAlk,TCO2,pHin,pCO2in,fCO2in,HCO3in,CO3in,CO2in,BAlkin,OHin,PAlkin,SiAlkin,Hfreein,RFin,OmegaCAin,OmegaARin,xCO2in,pHout,pCO2out,fCO2out,HCO3out,CO3out,CO2out,BAlkout,OHout,PAlkout,SiAlkout,Hfreeout,RFout,OmegaCAout,OmegaARout,xCO2out,pHinTOTAL,pHinSWS,pHinFREE,pHinNBS,pHoutTOTAL,pHoutSWS,pHoutFREE,pHoutNBS,TEMPIN,TEMPOUT,PRESIN,PRESOUT,PAR1TYPE,PAR2TYPE,K1K2CONSTANTS,KSO4CONSTANTS,pHSCALEIN,SAL,PO4,SI,K0input,K1input,K2input,pK1input,pK2input,KWinput,KBinput,KFinput,KSinput,KP1input,KP2input,KP3input,KSiinput,K0output,K1output,K2output,pK1output,pK2output,KWoutput,KBoutput,KFoutput,KSoutput,KP1output,KP2output,KP3output,KSioutput,TB,TF,TS
NaN,1989.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.36,0,10.05525,0,1,2,15,1,1,33.361,0.33,2.2,0.0373948934209659,1.12947050956746e-06,7.16490964717219e-10,5.94712510400818,9.14478928188659,2.39131445667279e-14,1.90270006422137e-09,0.00274431529011163,0.140089781523448,0.0245631657462295,8.95580725863799e-07,9.88942838456964e-10,2.75953397267101e-10,0.0634919979453638,7.49830287324072e-07,3.98822272620152e-10,6.12503702143373,9.39922059608273,4.82893770064931e-15,1.19771941730175e-09,0.00373986282503983,0.273537591067902,0.0244776926745145,6.2159335829847e-07,4.14869043892656e-10,1.33662321929428e-10,396.233362857143,65.1262382241034,26913.2090887528
NaN,1989.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.36,0,10.05525,0,1,2,15,1,1,33.361,0.33,2.2,0.0373948934209659,1.12947050956746e-06,7.16490964717219e-10,5.94712510400818,9.14478928188659,2.39131445667279e-14,1.90270006422137e-09,0.00274431529011163,0.140089781523448,0.0245631657462295,8.95580725863799e-07,9.88942838456964e-10,2.75953397267101e-10,0.0634919979453638,7.49830287324072e-07,3.98822272620152e-10,6.12503702143373,9.39922059608273,4.82893770064931e-15,1.19771941730175e-09,0.00373986282503983,0.273537591067902,0.0244776926745145,6.2159335829847e-07,4.14869043892656e-10,1.33662321929428e-10,396.233362857143,65.1262382241034,26913.2090887528
NaN,1989.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.36,0,10.05525,0,1,2,15,1,1,33.361,0.33,2.2,0.0373948934209659,1.12947050956746e-06,7.16490964717219e-10,5.94712510400818,9.14478928188659,2.39131445667279e-14,1.90270006422137e-09,0.00274431529011163,0.140089781523448,0.0245631657462295,8.95580725863799e-07,9.88942838456964e-10,2.75953397267101e-10,0.0634919979453638,7.49830287324072e-07,3.98822272620152e-10,6.12503702143373,9.39922059608273,4.82893770064931e-15,1.19771941730175e-09,0.00373986282503983,0.273537591067902,0.0244776926745145,6.2159335829847e-07,4.14869043892656e-10,1.33662321929428e-10,396.233362857143,65.1262382241034,26913.2090887528
NaN,1988.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.36,0,10.05525,0,1,2,15,1,1,33.361,0.33,2.2,0.0373948934209659,1.12947050956746e-06,7.16490964717219e-10,5.94712510400818,9.14478928188659,2.39131445667279e-14,1.90270006422137e-09,0.00274431529011163,0.140089781523448,0.0245631657462295,8.95580725863799e-07,9.88942838456964e-10,2.75953397267101e-10,0.0634919979453638,7.49830287324072e-07,3.98822272620152e-10,6.12503702143373,9.39922059608273,4.82893770064931e-15,1.19771941730175e-09,0.00373986282503983,0.273537591067902,0.0244776926745145,6.2159335829847e-07,4.14869043892656e-10,1.33662321929428e-10,396.233362857143,65.1262382241034,26913.2090887528
NaN,1991.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.06,0,10.05525,0,1,2,15,1,1,33.293,0.38,2.2,0.0377498622702504,1.12084825735973e-06,7.07432685089284e-10,5.95045317906608,9.15031487860949,2.32010777087906e-14,1.88504092219546e-09,0.00275661999147342,0.141585252474344,0.0245628629132126,8.89487231145319e-07,9.73679990111113e-10,2.72327337348551e-10,0.0635179311621427,7.49354911408081e-07,3.98117771898063e-10,6.12531244190111,9.39998843516398,4.82448407767606e-15,1.19670732640741e-09,0.00373514039752644,0.27300941779189,0.0244692945690285,6.21168023640354e-07,4.15312725916273e-10,1.33616906038081e-10,395.425717142857,64.9934908784232,26858.3516738661
NaN,1988.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.06,0,10.05525,0,1,2,15,1,1,33.293,0.38,2.2,0.0377498622702504,1.12084825735973e-06,7.07432685089284e-10,5.95045317906608,9.15031487860949,2.32010777087906e-14,1.88504092219546e-09,0.00275661999147342,0.141585252474344,0.0245628629132126,8.89487231145319e-07,9.73679990111113e-10,2.72327337348551e-10,0.0635179311621427,7.49354911408081e-07,3.98117771898063e-10,6.12531244190111,9.39998843516398,4.82448407767606e-15,1.19670732640741e-09,0.00373514039752644,0.27300941779189,0.0244692945690285,6.21168023640354e-07,4.15312725916273e-10,1.33616906038081e-10,395.425717142857,64.9934908784232,26858.3516738661
NaN,1992.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.23,0,10.05525,0,1,2,15,1,1,33.409,0.32,2.3,0.0375318317151121,1.1264843828594e-06,7.13843870959818e-10,5.94827482478791,9.1463967649678,2.36323006370267e-14,1.89694431531254e-09,0.0027535952630813,0.140950004402208,0.0245762703918729,8.9381296872919e-07,9.81733994545916e-10,2.74492644758935e-10,0.0634736985203586,7.50165717212425e-07,3.99320767540725e-10,6.12484278711368,9.39867810279388,4.83207795488515e-15,1.19843296777452e-09,0.00374319714115551,0.273911786428777,0.0244835962239889,6.21892049810756e-07,4.14551841570559e-10,1.33694265508833e-10,396.803465714286,65.2199422328189,26951.9319698493
NaN,1991.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.23,0,10.05525,0,1,2,15,1,1,33.409,0.32,2.3,0.0375318317151121,1.1264843828594e-06,7.13843870959818e-10,5.94827482478791,9.1463967649678,2.36323006370267e-14,1.89694431531254e-09,0.0027535952630813,0.140950004402208,0.0245762703918729,8.9381296872919e-07,9.81733994545916e-10,2.74492644758935e-10,0.0634736985203586,7.50165717212425e-07,3.99320767540725e-10,6.12484278711368,9.39867810279388,4.83207795488515e-15,1.19843296777452e-09,0.00374319714115551,0.273911786428777,0.0244835962239889,6.21892049810756e-07,4.14551841570559e-10,1.33694265508833e-10,396.803465714286,65.2199422328189,26951.9319698493
NaN,1978.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.67,0,10.05525,0,1,2,15,1,1,33.402,0.28,0.7,0.0329904540281271,1.2462039806782e-06,8.40532034179611e-10,5.90441086583698,9.0754457301694,3.60430390480841e-14,2.14506509088773e-09,0.00253239804494647,0.118606371560916,0.0243593177102319,9.71797002651634e-07,1.24078093792684e-09,3.30312795192057e-10,0.0634763668579766,7.50116806978977e-07,3.99248008271948e-10,6.12487110370627,9.39875724174843,4.83162018039475e-15,1.19832895301971e-09,0.00374271084345536,0.273857145489073,0.0244827365523717,6.21848570203382e-07,4.14598306458202e-10,1.33689612975051e-10,396.720325714286,65.2062770648812,26946.2848830227
NaN,1979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.67,0,10.05525,0,1,2,15,1,1,33.402,0.28,0.7,0.0329904540281271,1.2462039806782e-06,8.40532034179611e-10,5.90441086583698,9.0754457301694,3.60430390480841e-14,2.14506509088773e-09,0.00253239804494647,0.118606371560916,0.0243593177102319,9.71797002651634e-07,1.24078093792684e-09,3.30312795192057e-10,0.0634763668579766,7.50116806978977e-07,3.99248008271948e-10,6.12487110370627,9.39875724174843,4.83162018039475e-15,1.19832895301971e-09,0.00374271084345536,0.273857145489073,0.0244827365523717,6.21848570203382e-07,4.14598306458202e-10,1.33689612975051e-10,396.720325714286,65.2062770648812,26946.2848830227
