"","Station_ID","Depth","Date.cc","Date_Dec","TA_dtd","DIC_dtd","T_degC_dtd","pCO2in_dtd","RFin_dtd","pHin_dtd","CO3in_dtd","OmegaCAin_dtd","OmegaARin_dtd","Salnty_dtd","Lat_Dec","Lon_Dec","depth_bin","Depth_Trans","Date_Dec_cen"
"62","080.0 055.0",20,2019-07-20,2019.54794520548,2250.56151844938,2014.62647050185,14.5400597781414,320.512308442663,NA,NA,166.68646237575,3.99077325411156,2.55495279096615,33.7027925317765,34.31788,-120.80123,"14 - 20 m",1.32221929473392,36.3369863013697
"63","080.0 055.0",20,2021-01-20,2021.05205479452,2234.06699654275,2074.2018637092,13.1599802150737,477.348398309819,13.2703327788126,7.97098241067364,121.521864843054,2.916250544984,1.86267441230482,33.5094632604754,34.31538,-120.8055,"14 - 20 m",1.32221929473392,37.8410958904108
"64","080.0 055.0",21,2009-03-01,2009.16164383562,2230.48425686854,2034.5621113995,13.2866641440963,380.212836317904,12.0846940382883,8.05291078909842,141.68840429647,3.39455441564031,2.16745912107201,33.3868816330631,34.32,-120.798333,"21 - 34 m",1.34242268082221,25.9506849315067
"65","080.0 055.0",29,2011-04-01,2011.24657534247,2252.03264773277,2116.03339836672,11.7506277735804,544.910428581118,14.5140448190177,7.91634189670403,104.78512704506,2.49985583875154,1.59395440007644,33.7151477806298,34.318333,-120.803333,"21 - 34 m",1.47712125471966,28.0356164383561
"66","080.0 055.0",29,2016-07-20,2016.54918032787,2302.06151844938,2144.32647050185,10.7940597781414,466.272686512327,13.7506000466244,7.9844631007187,117.902281949945,2.81539710236133,1.78853075829803,33.5898425317765,34.31823,-120.80917,"21 - 34 m",1.47712125471966,33.3382214237593
"67","080.0 055.0",29.9,2019-04-20,2019.29863013699,2234.03264773277,2061.43339836672,13.6736277735804,449.964687888273,12.9267516484547,7.98760332767845,126.804515356776,3.0302277762093,1.93731974724673,33.5338477806298,34.32667,-120.79317,"21 - 34 m",1.48995847942483,36.0876712328766
"68","080.0 055.0",30,2008-08-01,2008.58196721311,2241.37239977869,2009.52225793908,15.2325209202236,332.358887390112,10.9955420401637,8.09575081803246,164.480023403468,3.93818126914865,2.52466377333693,33.5310401584258,34.321666,-120.811666,"21 - 34 m",1.49136169383427,25.371008309005
"69","080.0 055.0",30,2011-01-01,2011,2226.66699654274,2101.7018637092,11.8019802150737,566.032826831641,14.7149364706706,7.90067138383124,100.347886373935,2.40411155615859,1.53226828631786,33.4658632604754,34.318333,-120.8,"21 - 34 m",1.49136169383427,27.7890410958903
"70","080.0 055.0",30,2011-10-01,2011.74794520548,2232.12051646689,2014.28511617275,15.3791435823247,394.535447373451,11.4904350134123,8.05799365150149,156.294487342904,3.75005438262619,2.40504772476501,33.4300007792477,34.316667,-120.811667,"21 - 34 m",1.49136169383427,28.5369863013698
"71","080.0 055.0",30,2012-02-01,2012.08469945355,2232.44348760798,2031.25563031666,13.0978847765762,365.471807094076,11.8729464975463,8.07010669146328,146.40081995613,3.50755222934576,2.23934421853537,33.4364451136305,34.316667,-120.805,"21 - 34 m",1.49136169383427,28.8737405494421
"72","080.0 055.0",30,2012-07-01,2012.49726775956,2244.86151844938,2056.32647050185,13.4280597781414,405.991668033446,12.361814055242,8.02686584758008,136.458627517078,3.26125812791086,2.08254595024933,33.5986425317765,34.315,-120.798333,"21 - 34 m",1.49136169383427,29.2863088554532
