Year_UTC,Month_UTC,Station_ID,Date.x,Day_UTC.x,Latitude,Longitude,TA,DIC,Depth,CTDTEMP_ITS90,Salinity_PSS78,cruise,ship,ship_code,order_occupied,tow_type,tow_number,net_location,latitude,longitude,line,station,volume_sampled,small_plankton,total_plankton,Date.y,Time,Day_UTC.y
1993,1,090.0 070.0,1993-01-17,17,32.0846,-120.6387,NA,1980.825,NA,NA,NA,199301,DAVID STARR JORDAN,JD,21,CB,1,S,32.085,-120.638333,90,70,441.3,111,111,1993-01-17,09:00:00,17
1993,1,090.0 090.0,1993-01-16,16,31.4179,-121.99,2218.825,1985.3,NA,NA,NA,199301,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.991666,90,90,459.7,17,28,1993-01-16,21:25:00,16
1993,4,090.0 090.0,1993-04-03,3,31.4179,-121.99,2212.5,1985.1,10,15.09,33.116,199304,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,422.6,28,28,1993-04-04,01:05:00,4
1993,8,090.0 090.0,1993-08-15,15,31.4179,-121.99,2214.4,1977.9,10,18.42,33.042,199308,NEW HORIZON,NH,19,CB,1,S,31.418333,-121.991666,90,90,450.8,29,29,1993-08-16,00:50:00,16
1993,10,090.0 090.0,1993-10-13,13,31.4179,-121.99,2216.1,1979.8,10,18.67,33.169,199310,NEW HORIZON,NH,19,CB,1,S,31.418333,-121.99,90,90,460.5,46,80,1993-10-14,08:04:00,14
1994,1,090.0 090.0,1994-01-25,25,31.4179,-121.99,2227.6,1989.7,10,15.94,33.342,199401,DAVID STARR JORDAN,JD,19,CB,1,S,31.416666,-121.99,90,90,452.8,27,27,1994-01-25,19:38:00,25
1994,3,090.0 090.0,1994-03-27,27,31.4179,-121.99,2223.1,1993.7,10,15.15,33.306,199403,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,457.8,20,20,1994-03-27,12:21:00,27
1994,8,090.0 070.0,1994-08-10,10,32.0846,-120.6387,NA,1991.35,21,NA,NA,199408,NEW HORIZON,NH,21,CB,1,S,32.083333,-120.64,90,70,395.5,114,114,1994-08-10,09:53:00,10
1994,8,090.0 090.0,1994-08-09,9,31.4179,-121.99,2213.8,1989.9,10,15.95,33.164,199408,NEW HORIZON,NH,19,CB,1,S,31.418333,-121.991666,90,90,429.5,61,61,1994-08-09,20:45:00,9
1994,10,090.0 090.0,1994-10-04,4,31.4179,-121.99,2211.5,1979.1,10,18.77,33.115,199410,NEW HORIZON,NH,19,CB,1,S,31.416666,-121.99,90,90,439.4,61.00000000000001,61.00000000000001,1994-10-04,11:55:00,4
1995,1,090.0 090.0,1995-01-09,9,31.4179,-121.99,2222.7,1993.3,10,15.84,33.341,199501,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.993333,90,90,484.8,31,31,1995-01-10,02:37:00,10
1995,10,090.0 090.0,1995-10-16,16,31.4179,-121.99,2229.8,1990.5,10,18.26,33.43,199510,NEW HORIZON,NH,19,CB,1,S,31.418333,-121.988333,90,90,485.8,68,68,1995-10-16,17:03:00,16
1996,2,090.0 090.0,1996-02-02,2,31.4179,-121.99,2215.4,1988.2,10,15.85,33.246,199602,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.988333,90,90,429.7,27.999999999999996,49,1996-02-03,20:40:00,3
1996,4,090.0 090.0,1996-04-18,18,31.4179,-121.99,2227.6,1995,10,17.19,33.48,199604,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.991666,90,90,428.1,14,14,1996-04-20,07:44:00,20
1996,8,090.0 090.0,1996-08-10,10,31.4179,-121.99,2218.8,1986.9,10,18.32,33.253,199608,NEW HORIZON,NH,19,CB,1,S,31.42,-121.991666,90,90,396.9,38.00000000000001,38.00000000000001,1996-08-11,19:32:00,11
1996,10,090.0 090.0,1996-10-16,16,31.4179,-121.99,2214.3,1984,10,18.42,33.181,199610,ROGER REVELLE,RR,19,CB,1,S,31.42,-121.995,90,90,432.7,16,16,1996-10-17,19:35:00,17
1997,2,090.0 090.0,1997-02-02,2,31.4179,-121.99,2216.3,1989.6,10,15.71,33.16,199702,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,451.1,23.999999999999996,23.999999999999996,1997-02-03,01:39:00,3
1997,4,090.0 090.0,1997-04-06,6,31.4179,-121.99,2218.5,1993.2,10,14.9,33.174,199704,NEW HORIZON,NH,19,CB,1,S,31.416666,-121.991666,90,90,432.8,25,25,1997-04-07,02:19:00,7
1997,9,090.0 090.0,1997-09-24,24,31.4179,-121.99,2224.8,1979.8,10,20.3,33.347,199709,NEW HORIZON,NH,19,CB,1,S,31.415,-121.991666,90,90,409.6,11.999999999999998,11.999999999999998,1997-09-25,00:39:00,25
1998,3,090.0 090.0,1998-03-13,13,31.4179,-121.99,2234.9,1995.4,10,16.4,33.601,199803,ROBERT G. SPROUL,SP,10,CB,1,S,31.421666,-121.986666,90,90,574.9,7.000000000000001,7.000000000000001,1998-03-14,03:29:00,14
1998,4,090.0 090.0,1998-04-06,6,31.4179,-121.99,2233,1997.1,10,15.9,33.536,199804,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,475.5,13,13,1998-04-07,08:16:00,7
1998,6,090.0 090.0,1998-06-19,19,31.4179,-121.99,2239,2000.3,10,18.5,33.594,199806,ROBERT G. SPROUL,SP,10,CB,1,S,31.416666,-121.988333,90,90,437.3,11,11,1998-06-19,23:31:00,19
1998,7,090.0 090.0,1998-07-13,13,31.4179,-121.99,2236.7,1997.9,10,18.25,33.6,199807,NEW HORIZON,NH,19,CB,1,S,31.415,-121.991666,90,90,489.5,37,37,1998-07-14,01:26:00,14
1998,8,090.0 090.0,1998-08-14,14,31.4179,-121.99,2214.2,1981.4,10,18.3,33.156,199808,ROBERT G. SPROUL,SP,10,CB,1,S,31.418333,-121.988333,90,90,437.7,30,30,1998-08-15,02:54:00,15
1998,9,090.0 090.0,1998-09-17,17,31.4179,-121.99,2214,1983.9,10,18.07,33.184,199809,NEW HORIZON,NH,19,CB,1,S,31.416666,-121.99,90,90,418.7,13.999999999999998,13.999999999999998,1998-09-17,21:29:00,17
1998,12,090.0 090.0,1998-12-12,12,31.4179,-121.99,2221.5,1996.5,10,15.75,33.376,199812,ROBERT G. SPROUL,SP,10,CB,1,S,31.416666,-121.988333,90,90,442.4,28.999999999999996,28.999999999999996,1998-12-13,02:19:00,13
1999,1,090.0 090.0,1999-01-13,13,31.4179,-121.99,2218.2,2002.1,10,14.09,33.329,199901,ROGER REVELLE,RR,19,CB,1,S,31.418333,-121.99,90,90,405.5,52,52,1999-01-13,16:26:00,13
1999,4,090.0 090.0,1999-04-05,5,31.4179,-121.99,2204.6,1997.3,10,13.34,33.053,199904,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,435.8,32,32,1999-04-06,01:07:00,6
1999,8,090.0 090.0,1999-08-11,11,31.4179,-121.99,2220.8,2000.1,10,16.68,33.315,199908,NEW HORIZON,NH,19,CB,1,S,31.418333,-121.986666,90,90,433.7,92,92,1999-08-12,01:47:00,12
1999,10,090.0 090.0,1999-10-07,7,31.4179,-121.99,2223.9,1991.8,10,18.51,33.366,199910,NEW HORIZON,NH,19,CB,1,S,31.398333,-122.018333,90,90,523,23,23,1999-10-07,20:58:00,7
2000,1,090.0 090.0,2000-01-11,11,31.4179,-121.99,2228.1,2000.6,10,14.13,33.411,200001,NEW HORIZON,NH,19,CB,1,S,31.415,-121.988333,90,90,452,60,93,2000-01-12,03:27:00,12
2000,4,090.0 090.0,2000-04-10,10,31.4179,-121.99,2222.6,2010.3,10,14.3,33.37,200004,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.991666,90,90,387.5,83,83,2000-04-12,01:44:00,12
2000,7,090.0 090.0,2000-07-03,3,31.4179,-121.99,2226.7,1994.2,10,17.45,33.37,200007,NEW HORIZON,NH,19,CB,1,S,31.411666,-121.993333,90,90,479.4,88,88,2000-07-03,16:20:00,3
2000,10,090.0 090.0,2000-10-16,16,31.4179,-121.99,2225.3,1992,10,17.97,33.314,200010,NEW HORIZON,NH,20,CB,1,S,31.416666,-121.988333,90,90,453.4,82.00000000000001,82.00000000000001,2000-10-17,06:20:00,17
2001,1,090.0 090.0,2001-01-12,12,31.4179,-121.99,2248.1,2006.7,10,16.77,33.788,200101,DAVID STARR JORDAN,JD,19,CB,1,S,31.418333,-121.99,90,90,436.4,18,18,2001-01-12,16:27:00,12
2001,4,090.0 090.0,2001-04-11,11,31.4179,-121.99,2240,2010.6,10,15.16,33.636,200104,DAVID STARR JORDAN,JD,20,CB,1,S,31.418333,-121.991666,90,90,465.4,24.000000000000004,24.000000000000004,2001-04-11,08:44:00,11
2001,7,090.0 090.0,2001-07-15,15,31.4179,-121.99,2234.7,2004.7,10,18.54,33.499,200107,NEW HORIZON,NH,19,CB,1,S,31.413333,-121.995,90,90,491.6,52.99999999999999,52.99999999999999,2001-07-15,08:30:00,15
2001,10,090.0 090.0,2001-10-28,28,31.4179,-121.99,2239,1999.7,10,18.02,33.528,200110,NEW HORIZON,NH,19,CB,1,S,31.415,-122,90,90,466.6,55.99999999999999,55.99999999999999,2001-10-29,16:25:00,29
2008,8,080.0 055.0,2008-08-01,1,34.3167,-120.8024,2260.7000000000003,2157.957142857143,168.85714285714283,10.895714285714286,33.88428571428571,200808,NEW HORIZON,NH,56,CB,1,S,34.318333,-120.806666,80,55,421.9,78.00000000000001,78.00000000000001,2008-08-26,23:49:00,26
2008,8,081.8 046.9,2008-08-01,1,34.2749,-120.0252,2263.042857142857,2163.171428571429,166.71428571428572,11.455714285714286,33.885714285714286,200808,NEW HORIZON,NH,54,CB,1,S,34.275,-120.031666,81.8,46.9,461.2,22,22,2008-08-26,15:38:00,26
2008,8,086.7 035.0,2008-08-01,1,33.8229,-118.6287,2255.2571428571428,2142.7285714285713,167.14285714285717,11.677142857142858,33.80714285714286,200808,NEW HORIZON,NH,33,CB,1,S,33.825,-118.628333,86.7,35,429.4,19,19,2008-08-21,19:50:00,21
2008,8,086.7 045.0,2008-08-01,1,33.4895,-119.3191,2257.8142857142857,2150.7428571428572,167.57142857142858,11.45,33.82857142857143,200808,NEW HORIZON,NH,35,CB,1,S,33.491666,-119.316666,86.7,45,439.8,43,43,2008-08-22,05:01:00,22
2008,8,086.7 060.0,2008-08-01,1,32.9895,-120.3496,2258.957142857143,2153.7,166.42857142857142,11.467142857142857,33.79857142857143,200808,NEW HORIZON,NH,38,CB,1,S,32.998333,-120.385,86.7,60,448.7,36,36,2008-08-22,17:01:00,22
2008,8,086.7 090.0,2008-08-01,1,31.9895,-122.3932,2247.8571428571427,2125.671428571429,164.85714285714283,11.245714285714286,33.58857142857143,200808,NEW HORIZON,NH,41,CB,1,S,31.993333,-122.39,86.7,90,456.3,44,44,2008-08-23,13:09:00,23
2008,8,093.3 030.0,2008-08-01,1,32.8464,-117.5312,2257.1285714285714,2140.842857142857,168.14285714285717,12.521428571428572,33.83571428571429,200808,NEW HORIZON,NH,5,CB,1,S,32.848333,-117.53,93.3,30,432.7,58,58,2008-08-15,09:02:00,15
2009,1,080.0 055.0,2009-01-01,1,34.3167,-120.8024,2261.7666666666664,2181.516666666667,193.66666666666669,9.735,33.875,200901,NEW HORIZON,NH,62,CB,1,S,34.316666,-120.803333,80,55,427.9,86.00000000000001,86.00000000000001,2009-01-20,05:19:00,20
2009,1,081.8 046.9,2009-01-01,1,34.2749,-120.0252,2258.7285714285713,2162.714285714286,167.71428571428572,10.375714285714286,33.79142857142857,200901,NEW HORIZON,NH,58,CB,1,S,34.275,-120.025,81.8,46.9,410.5,90,90,2009-01-19,16:35:00,19
2009,1,086.7 035.0,2009-01-01,1,33.8229,-118.6287,2257.9714285714285,2159.4714285714285,167.14285714285717,10.60142857142857,33.81428571428572,200901,NEW HORIZON,NH,35,CB,1,S,33.823333,-118.628333,86.7,35,416.5,48,48,2009-01-14,20:00:00,14
2009,1,086.7 045.0,2009-01-01,1,33.4895,-119.3191,2255.9714285714285,2157.0428571428574,169.42857142857142,10.32857142857143,33.80571428571429,200901,NEW HORIZON,NH,37,CB,1,S,33.491666,-119.316666,86.7,45,427.5,82,82,2009-01-15,04:54:00,15
2009,1,086.7 060.0,2009-01-01,1,32.9895,-120.3496,2255.9,2152.7428571428572,167.14285714285717,10.08,33.75714285714286,200901,NEW HORIZON,NH,40,CB,1,S,32.99,-120.348333,86.7,60,438.8,58.99999999999999,58.99999999999999,2009-01-15,15:56:00,15
2009,1,086.7 090.0,2009-01-01,1,31.9895,-122.3932,2250.1714285714284,2132.4,168.14285714285717,10.552857142857142,33.62428571428571,200901,NEW HORIZON,NH,43,CB,1,S,31.988333,-122.39,86.7,90,425.1,33,612,2009-01-16,11:57:00,16
2009,1,093.3 030.0,2009-01-01,1,32.8464,-117.5312,2255.1714285714284,2143.6,167.71428571428572,10.972857142857142,33.77142857142857,200901,NEW HORIZON,NH,5,CB,1,S,32.846666,-117.53,93.3,30,401.7,37,37,2009-01-08,14:45:00,8
2009,3,080.0 055.0,2009-03-01,1,34.3167,-120.8024,2258.7285714285713,2170.457142857143,168.85714285714283,9.694285714285714,33.822857142857146,200903,DAVID STARR JORDAN,JD,61,CB,1,S,34.32,-120.801666,80,55,407.3,87.99999999999999,87.99999999999999,2009-03-20,09:22:00,20
2009,3,081.8 046.9,2009-03-01,1,34.2749,-120.0252,2269.557142857143,2198.4142857142856,168.57142857142858,9.51142857142857,33.962857142857146,200903,DAVID STARR JORDAN,JD,58,CB,1,S,34.275,-120.025,81.8,46.9,422.7,147,147,2009-03-20,00:35:00,20
2009,3,086.7 035.0,2009-03-01,1,33.8229,-118.6287,2262.3,2171.8,167.42857142857142,10.277142857142858,33.87714285714286,200903,DAVID STARR JORDAN,JD,35,CB,1,S,33.825,-118.633333,86.7,35,403.8,329,329,2009-03-15,02:11:00,15
2009,3,086.7 045.0,2009-03-01,1,33.4895,-119.3191,2261.5285714285715,2169.014285714286,165.57142857142858,10.092857142857143,33.85142857142857,200903,DAVID STARR JORDAN,JD,37,CB,1,S,33.491666,-119.32,86.7,45,442.5,72,72,2009-03-15,11:06:00,15
2009,3,086.7 060.0,2009-03-01,1,32.9895,-120.3496,2243.3285714285716,2133.1,168.42857142857142,10.034285714285714,33.54,200903,DAVID STARR JORDAN,JD,40,CB,1,S,32.99,-120.348333,86.7,60,428.7,19.000000000000004,19.000000000000004,2009-03-15,23:44:00,15
2009,3,086.7 090.0,2009-03-01,1,31.9895,-122.3932,2246.7714285714287,2110.3714285714286,169.28571428571428,11.364285714285714,33.60142857142857,200903,DAVID STARR JORDAN,JD,43,CB,1,S,32.008333,-122.398333,86.7,90,410.1,23.999999999999996,23.999999999999996,2009-03-16,16:42:00,16
2009,3,093.3 030.0,2009-03-01,1,32.8464,-117.5312,2258.7333333333336,2148.7166666666667,178.83333333333331,10.706666666666667,33.78666666666667,200903,DAVID STARR JORDAN,JD,5,CB,1,S,32.846666,-117.535,93.3,30,427.9,89,89,2009-03-08,13:27:00,8
2009,7,080.0 055.0,2009-07-01,1,34.3167,-120.8024,2261.5,2189.614285714286,168.85714285714283,9.92142857142857,33.91285714285714,200907,MCARTHUR II,M2,61,CB,1,S,34.315,-120.805,80,55,427,70,70,2009-07-27,17:33:00,27
2009,7,080.0 080.0,2009-07-01,1,33.4833,-122.5333,2225.2,2001.4,2,16.27,33.21,200907,MCARTHUR II,M2,64,CB,1,S,33.468333,-122.495,80,80,383.7,130,130,2009-07-28,09:50:00,28
2009,7,081.8 046.9,2009-07-01,1,34.2749,-120.0252,2276.3,2185.4375,219.125,10.52375,33.9475,200907,MCARTHUR II,M2,58,CB,1,S,34.271666,-120.025,81.8,46.9,471.2,187.00000000000003,187.00000000000003,2009-07-27,07:33:00,27
2009,7,086.7 035.0,2009-07-01,1,33.8229,-118.6287,2260.614285714286,2144.214285714286,168.71428571428572,11.827142857142857,33.86571428571428,200907,MCARTHUR II,M2,34,CB,1,S,33.821666,-118.628333,86.7,35,426,106,106,2009-07-21,20:03:00,21
2009,7,086.7 045.0,2009-07-01,1,33.4895,-119.3191,2264.5142857142855,2167.2,168.85714285714283,11.879999999999999,33.91428571428572,200907,MCARTHUR II,M2,37,CB,1,S,33.49,-119.32,86.7,45,446.4,65,479.00000000000006,2009-07-22,07:52:00,22
2009,7,086.7 060.0,2009-07-01,1,32.9895,-120.3496,2270.714285714286,2165.9285714285716,169.71428571428572,10.92,33.971428571428575,200907,MCARTHUR II,M2,42,CB,1,S,32.988333,-120.35,86.7,60,455.1,90,90,2009-07-23,09:17:00,23
2009,7,086.7 090.0,2009-07-01,1,31.9895,-122.3932,2246.2714285714287,2113.6,168.42857142857142,11.667142857142856,33.54142857142857,200907,MCARTHUR II,M2,45,CB,1,S,31.986666,-122.395,86.7,90,478.2,50,50,2009-07-24,04:48:00,24
2009,7,093.3 030.0,2009-07-01,1,32.8464,-117.5312,2259.4857142857145,2146.542857142857,168.71428571428572,11.531428571428572,33.86571428571428,200907,MCARTHUR II,M2,4,CB,1,S,32.841666,-117.531666,93.3,30,398.2,63.00000000000001,63.00000000000001,2009-07-15,15:22:00,15
2009,11,080.0 080.0,2009-11-01,1,33.4833,-122.5333,2225,2001.2,2,15.66,33.21,200911,NEW HORIZON,NH,64,CB,1,S,33.485,-122.531666,80,80,432.7,18,18,2009-11-20,00:09:00,20
2009,11,080.0 100.0,2009-11-01,1,32.8167,-123.906,2429.2,2351.6,3502,1.52,34.68,200911,NEW HORIZON,NH,66,CB,1,S,32.815,-123.901666,80,100,439.2,46,46,2009-11-20,14:18:00,20
2009,11,081.8 046.9,2009-11-01,1,34.2749,-120.0252,2244.4666666666667,2139.1833333333334,102,11.371666666666666,33.745000000000005,200911,NEW HORIZON,NH,59,CB,1,S,34.275,-120.026666,81.8,46.9,436.2,55,55,2009-11-18,19:13:00,18
2009,11,086.7 035.0,2009-11-01,1,33.8229,-118.6287,2238.95,2102.85,111.16666666666666,12.713333333333333,33.63166666666667,200911,NEW HORIZON,NH,36,CB,1,S,33.82,-118.638333,86.7,35,413.9,29.000000000000004,46.00000000000001,2009-11-13,17:06:00,13
2009,11,090.0 030.0,2009-11-01,1,33.4179,-117.9058,2242.0833333333335,2105.2833333333333,110.33333333333334,12.773333333333333,33.63666666666667,200911,NEW HORIZON,NH,31,CB,1,S,33.416666,-117.896666,90,30,403.3,60,60,2009-11-13,03:20:00,13
2009,11,090.0 045.0,2009-11-01,1,32.9179,-118.9355,2255.4,2144.0142857142855,169,12.038571428571428,33.81285714285714,200911,NEW HORIZON,NH,26,CB,1,S,32.916666,-118.935,90,45,435.9,57,57,2009-11-12,10:39:00,12
2009,11,090.0 060.0,2009-11-01,1,32.4179,-119.9593,2261.8142857142857,2155.3714285714286,168.71428571428572,10.98857142857143,33.83571428571429,200911,NEW HORIZON,NH,24,CB,1,S,32.416666,-119.958333,90,60,420.7,59,74,2009-11-11,23:54:00,11
2009,11,090.0 090.0,2009-11-01,1,31.4179,-121.99,2246.1285714285714,2111.1285714285714,168.57142857142858,11.564285714285713,33.56857142857143,200911,NEW HORIZON,NH,21,CB,1,S,31.41,-121.991666,90,90,442,54,54,2009-11-11,04:15:00,11
2009,11,090.0 100.0,2009-11-01,1,31.0846,-122.662,2431.4,2351.7,3506,1.56,34.67,200911,NEW HORIZON,NH,20,CB,1,S,31.083333,-122.663333,90,100,432.3,28,28,2009-11-10,21:53:00,10
2009,11,093.3 030.0,2009-11-01,1,32.8464,-117.5312,2242.1666666666665,2100.2166666666667,110.33333333333334,13.193333333333333,33.64833333333333,200911,NEW HORIZON,NH,5,CB,1,S,32.846666,-117.53,93.3,30,432.6,50.99999999999999,50.99999999999999,2009-11-07,07:42:00,7
2010,1,080.0 080.0,2010-01-01,1,33.4833,-122.5333,2212.9,2004.8,2,13.41,33.09,201001,NEW HORIZON,NH,64,CB,1,S,33.485,-122.533333,80,80,433.5,51,51,2010-01-29,03:38:00,29
2010,1,080.0 090.0,2010-01-01,1,33.15,-123.221,2430.6,2350.7,3505,1.52,34.68,201001,NEW HORIZON,NH,65,CB,1,S,33.146666,-123.221666,80,90,373.8,53.99999999999999,53.99999999999999,2010-01-29,12:30:00,29
2010,1,081.8 046.9,2010-01-01,1,34.2749,-120.0252,2239.7833333333333,2112.866666666667,110.16666666666666,11.775,33.61,201001,NEW HORIZON,NH,58,CB,1,S,34.281666,-120.023333,81.8,46.9,389,62,62,2010-01-28,00:45:00,28
2010,1,086.7 035.0,2010-01-01,1,33.8229,-118.6287,2242.85,2102.75,111,12.375,33.641666666666666,201001,NEW HORIZON,NH,35,CB,1,S,33.821666,-118.626666,86.7,35,425.2,66,78,2010-01-20,07:10:00,20
2010,1,090.0 030.0,2010-01-01,1,33.4179,-117.9058,2242.2666666666664,2091.4833333333336,110.5,12.646666666666667,33.623333333333335,201001,NEW HORIZON,NH,30,CB,1,S,33.418333,-117.905,90,30,449.9,4.000000000000001,38,2010-01-19,15:25:00,19
2010,1,090.0 045.0,2010-01-01,1,32.9179,-118.9355,2252.7571428571428,2122.014285714286,169,11.805714285714286,33.73142857142857,201001,NEW HORIZON,NH,27,CB,1,S,32.916666,-118.931666,90,45,436.3,46,46,2010-01-19,00:37:00,19
2010,1,090.0 060.0,2010-01-01,1,32.4179,-119.9593,2253.0714285714284,2132.2,169.85714285714283,11.22,33.72857142857143,201001,NEW HORIZON,NH,25,CB,1,S,32.416666,-119.955,90,60,441.3,50,50,2010-01-18,13:38:00,18
2010,1,090.0 090.0,2010-01-01,1,31.4179,-121.99,2264.4875,2146.5625,584.75,9.7675,33.667500000000004,201001,NEW HORIZON,NH,21,CB,1,S,31.418333,-121.99,90,90,439.5,39,82,2010-01-17,16:19:00,17
2010,1,093.3 030.0,2010-01-01,1,32.8464,-117.5312,2243.6833333333334,2100.5166666666664,110.5,13.146666666666667,33.68333333333333,201001,NEW HORIZON,NH,5,CB,1,S,32.846666,-117.531666,93.3,30,404.2,111,111,2010-01-13,15:03:00,13
2010,4,090.0 090.0,2010-04-01,1,31.4179,-121.99,2311,2312.8,518,5.81,34.23,201004,MILLER FREEMAN,MF,143,CB,1,S,31.416666,-121.993333,90,90,447.5,63,63,2010-04-30,22:30:00,30
2010,4,093.3 030.0,2010-04-01,1,32.8464,-117.5312,2235.55,2068.725,43,13.522499999999999,33.5275,201004,MILLER FREEMAN,MF,127,CB,1,S,32.848333,-117.531666,93.3,30,397.8,185.99999999999997,185.99999999999997,2010-04-27,13:12:00,27
2011,1,080.0 055.0,2011-01-01,1,34.3167,-120.8024,2258.5625,2182.675,177.125,9.5825,33.87875,201101,NEW HORIZON,NH,62,CB,1,S,34.318333,-120.8,80,55,460,107,107,2011-01-25,22:28:00,25
2011,1,080.0 080.0,2011-01-01,1,33.4833,-122.5333,2250.44,2159.56,197.6,9.52,33.63,201101,NEW HORIZON,NH,65,CB,1,S,33.483333,-122.531666,80,80,430.5,63,63,2011-01-26,15:59:00,26
2011,1,080.0 090.0,2011-01-01,1,33.15,-123.221,2428.2,2348.3,3542,1.53,34.68,201101,NEW HORIZON,NH,66,CB,1,S,33.15,-123.218333,80,90,455.2,57.00000000000001,57.00000000000001,2011-01-27,00:13:00,27
2011,1,081.8 046.9,2011-01-01,1,34.2749,-120.0252,2255.95,2167.8875,177.5,10.16,33.8025,201101,NEW HORIZON,NH,59,CB,1,S,34.275,-120.025,81.8,46.9,434.7,106,106,2011-01-25,13:48:00,25
2011,1,086.7 035.0,2011-01-01,1,33.8229,-118.6287,2254.5,2169.4125,182.875,10.213750000000001,33.7925,201101,NEW HORIZON,NH,36,CB,1,S,33.821666,-118.628333,86.7,35,480.9,71,71,2011-01-20,14:20:00,20
2011,1,090.0 030.0,2011-01-01,1,33.4179,-117.9058,2254.1375,2162.3375,177.125,10.23,33.80625,201101,NEW HORIZON,NH,29,CB,1,S,33.416666,-117.908333,90,30,441.8,50,50,2011-01-19,19:47:00,19
2011,1,090.0 045.0,2011-01-01,1,32.9179,-118.9355,2256.0857142857144,2182.5,169.85714285714283,9.757142857142858,33.84428571428572,201101,NEW HORIZON,NH,26,CB,1,S,32.918333,-118.935,90,45,449.4,62,62,2011-01-19,06:16:00,19
2011,1,090.0 060.0,2011-01-01,1,32.4179,-119.9593,2253.7375,2159.85,178.375,9.98625,33.725,201101,NEW HORIZON,NH,24,CB,1,S,32.416666,-119.961666,90,60,426.2,23,23,2011-01-18,18:56:00,18
2011,1,090.0 090.0,2011-01-01,1,31.4179,-121.99,2264.6555555555556,2133.4222222222224,550.3333333333333,10.737777777777778,33.71666666666667,201101,NEW HORIZON,NH,21,CB,1,S,31.423333,-121.985,90,90,519.8,4.000000000000001,4.000000000000001,2011-01-17,16:05:00,17
2011,1,093.3 030.0,2011-01-01,1,32.8464,-117.5312,2257.025,2161.9125,177.25,10.1925,33.786249999999995,201101,NEW HORIZON,NH,5,CB,1,S,32.845,-117.533333,93.3,30,442.7,50,50,2011-01-13,13:55:00,13
2011,4,080.0 055.0,2011-04-01,1,34.3167,-120.8024,2271.225,2216.05,177.25,8.90875,33.99875,201104,BELL M. SHIMADA,SH,102,CB,1,S,34.318333,-120.8,80,55,391.1,261,261,2011-04-23,14:19:00,23
2011,4,080.0 080.0,2011-04-01,1,33.4833,-122.5333,2251.442857142857,2156.6285714285714,200,9.65857142857143,33.62285714285714,201104,BELL M. SHIMADA,SH,107,CB,1,S,33.483333,-122.536666,80,80,411.3,57.99999999999999,57.99999999999999,2011-04-24,11:15:00,24
2011,4,081.8 046.9,2011-04-01,1,34.2749,-120.0252,2279.3125,NA,177.875,8.793750000000001,34.0725,201104,BELL M. SHIMADA,SH,99,CB,1,S,34.276666,-120.025,81.8,46.9,412.9,295,295,2011-04-23,04:23:00,23
2011,4,086.7 035.0,2011-04-01,1,33.8229,-118.6287,2265.225,2200.325,177.75,9.73375,33.926249999999996,201104,BELL M. SHIMADA,SH,71,CB,1,S,33.825,-118.625,86.7,35,423,161,161,2011-04-18,02:48:00,18
2011,4,090.0 030.0,2011-04-01,1,33.4179,-117.9058,2258.3142857142857,2178.9714285714285,170,10.228571428571428,33.847142857142856,201104,BELL M. SHIMADA,SH,66,CB,1,S,33.418333,-117.905,90,30,414.7,82,82,2011-04-17,12:42:00,17
2011,4,090.0 045.0,2011-04-01,1,32.9179,-118.9355,2263.3125,2190.4875,177.75,9.59125,33.90125,201104,BELL M. SHIMADA,SH,62,CB,1,S,32.918333,-118.935,90,45,411.2,66,3682,2011-04-16,20:06:00,16
2011,4,090.0 060.0,2011-04-01,1,32.4179,-119.9593,2261.7625,2170.975,178.5,9.81,33.84375,201104,BELL M. SHIMADA,SH,58,CB,1,S,32.415,-119.961666,90,60,431.5,127,127,2011-04-16,03:47:00,16
2011,4,090.0 090.0,2011-04-01,1,31.4179,-121.99,2246.0125,2139.6375,183.5,10.12625,33.59625,201104,BELL M. SHIMADA,SH,53,CB,1,S,31.418333,-121.998333,90,90,437.4,91,91,2011-04-15,02:34:00,15
2011,4,093.3 030.0,2011-04-01,1,32.8464,-117.5312,2262.3142857142857,2187.4,170.42857142857142,10.088571428571429,33.9,201104,BELL M. SHIMADA,SH,35,CB,1,S,32.841666,-117.533333,93.3,30,391.7,64,64,2011-04-10,10:48:00,10
2011,8,080.0 055.0,2011-08-01,1,34.3167,-120.8024,2259.9,2181.15,179.25,9.85,33.865,201108,NEW HORIZON,NH,59,CB,1,S,34.311666,-120.81,80,55,427.8,117,131,2011-08-09,09:21:00,9
2011,8,080.0 080.0,2011-08-01,1,33.4833,-122.5333,2248.1625,2140.15,176.75,10.721250000000001,33.62375,201108,NEW HORIZON,NH,62,CB,1,S,33.486666,-122.531666,80,80,443.4,47,47,2011-08-10,05:28:00,10
